result/tencentBlock.ns12852.oracleGeneral.zst LeCaR cache size      290, 1615301 req, miss ratio 0.4831, byte miss ratio 0.4831
result/tencentBlock.ns12852.oracleGeneral.zst LeCaR cache size      872, 1615301 req, miss ratio 0.4776, byte miss ratio 0.4776
result/tencentBlock.ns12852.oracleGeneral.zst LeCaR cache size     2907, 1615301 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns12852.oracleGeneral.zst LeCaR cache size     8722, 1615301 req, miss ratio 0.4718, byte miss ratio 0.4718
result/tencentBlock.ns12852.oracleGeneral.zst LeCaR cache size    29074, 1615301 req, miss ratio 0.4271, byte miss ratio 0.4271
result/tencentBlock.ns12852.oracleGeneral.zst LeCaR cache size    58149, 1615301 req, miss ratio 0.3765, byte miss ratio 0.3765
result/tencentBlock.ns12852.oracleGeneral.zst LeCaR cache size   116298, 1615301 req, miss ratio 0.2247, byte miss ratio 0.2247
result/tencentBlock.ns12852.oracleGeneral.zst LeCaR cache size   232596, 1615301 req, miss ratio 0.1810, byte miss ratio 0.1810
result/tencentBlock.ns12852.oracleGeneral.zst clock2 cache size      290, 1615301 req, miss ratio 0.4834, byte miss ratio 0.4834
result/tencentBlock.ns12852.oracleGeneral.zst clock2 cache size      872, 1615301 req, miss ratio 0.4772, byte miss ratio 0.4772
result/tencentBlock.ns12852.oracleGeneral.zst clock2 cache size     2907, 1615301 req, miss ratio 0.4746, byte miss ratio 0.4746
result/tencentBlock.ns12852.oracleGeneral.zst clock2 cache size     8722, 1615301 req, miss ratio 0.4715, byte miss ratio 0.4715
result/tencentBlock.ns12852.oracleGeneral.zst clock2 cache size    29074, 1615301 req, miss ratio 0.4397, byte miss ratio 0.4397
result/tencentBlock.ns12852.oracleGeneral.zst clock2 cache size    58149, 1615301 req, miss ratio 0.4024, byte miss ratio 0.4024
result/tencentBlock.ns12852.oracleGeneral.zst clock2 cache size   116298, 1615301 req, miss ratio 0.2650, byte miss ratio 0.2650
result/tencentBlock.ns12852.oracleGeneral.zst clock2 cache size   232596, 1615301 req, miss ratio 0.1820, byte miss ratio 0.1820
result/tencentBlock.ns12852.oracleGeneral.zst Cacheus cache size      290, 1615301 req, miss ratio 0.4790, byte miss ratio 0.4790
result/tencentBlock.ns12852.oracleGeneral.zst Cacheus cache size      872, 1615301 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns12852.oracleGeneral.zst Cacheus cache size     2907, 1615301 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns12852.oracleGeneral.zst Cacheus cache size     8722, 1615301 req, miss ratio 0.4705, byte miss ratio 0.4705
result/tencentBlock.ns12852.oracleGeneral.zst Cacheus cache size    29074, 1615301 req, miss ratio 0.4285, byte miss ratio 0.4285
result/tencentBlock.ns12852.oracleGeneral.zst Cacheus cache size    58149, 1615301 req, miss ratio 0.3538, byte miss ratio 0.3538
result/tencentBlock.ns12852.oracleGeneral.zst Cacheus cache size   116298, 1615301 req, miss ratio 0.2383, byte miss ratio 0.2383
result/tencentBlock.ns12852.oracleGeneral.zst Cacheus cache size   232596, 1615301 req, miss ratio 0.1828, byte miss ratio 0.1828
result/tencentBlock.ns12852.oracleGeneral.zst LHD cache size      290, 1615301 req, miss ratio 0.4838, byte miss ratio 0.4838
result/tencentBlock.ns12852.oracleGeneral.zst LHD cache size      872, 1615301 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns12852.oracleGeneral.zst LHD cache size     2907, 1615301 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns12852.oracleGeneral.zst LHD cache size     8722, 1615301 req, miss ratio 0.4682, byte miss ratio 0.4682
result/tencentBlock.ns12852.oracleGeneral.zst LHD cache size    29074, 1615301 req, miss ratio 0.4166, byte miss ratio 0.4166
