result/tencentBlock.ns4276.oracleGeneral.zst FIFO cache size      320, 5772059 req, miss ratio 0.3968, byte miss ratio 0.3968
result/tencentBlock.ns4276.oracleGeneral.zst FIFO cache size      961, 5772059 req, miss ratio 0.2839, byte miss ratio 0.2839
result/tencentBlock.ns4276.oracleGeneral.zst FIFO cache size     3205, 5772059 req, miss ratio 0.2155, byte miss ratio 0.2155
result/tencentBlock.ns4276.oracleGeneral.zst FIFO cache size     9616, 5772059 req, miss ratio 0.1635, byte miss ratio 0.1635
result/tencentBlock.ns4276.oracleGeneral.zst FIFO cache size    32055, 5772059 req, miss ratio 0.1311, byte miss ratio 0.1311
result/tencentBlock.ns4276.oracleGeneral.zst FIFO cache size    64111, 5772059 req, miss ratio 0.1132, byte miss ratio 0.1132
result/tencentBlock.ns4276.oracleGeneral.zst FIFO cache size   128223, 5772059 req, miss ratio 0.0786, byte miss ratio 0.0786
result/tencentBlock.ns4276.oracleGeneral.zst FIFO cache size   256446, 5772059 req, miss ratio 0.0611, byte miss ratio 0.0611
result/tencentBlock.ns4276.oracleGeneral.zst clock2 cache size      320, 5772059 req, miss ratio 0.3118, byte miss ratio 0.3118
result/tencentBlock.ns4276.oracleGeneral.zst clock2 cache size      961, 5772059 req, miss ratio 0.2363, byte miss ratio 0.2363
result/tencentBlock.ns4276.oracleGeneral.zst clock2 cache size     3205, 5772059 req, miss ratio 0.1913, byte miss ratio 0.1913
result/tencentBlock.ns4276.oracleGeneral.zst clock2 cache size     9616, 5772059 req, miss ratio 0.1426, byte miss ratio 0.1426
result/tencentBlock.ns4276.oracleGeneral.zst clock2 cache size    32055, 5772059 req, miss ratio 0.1191, byte miss ratio 0.1191
result/tencentBlock.ns4276.oracleGeneral.zst clock2 cache size    64111, 5772059 req, miss ratio 0.1069, byte miss ratio 0.1069
result/tencentBlock.ns4276.oracleGeneral.zst clock2 cache size   128223, 5772059 req, miss ratio 0.0771, byte miss ratio 0.0771
result/tencentBlock.ns4276.oracleGeneral.zst clock2 cache size   256446, 5772059 req, miss ratio 0.0569, byte miss ratio 0.0569
result/tencentBlock.ns4276.oracleGeneral.zst ARC cache size      320, 5772059 req, miss ratio 0.2863, byte miss ratio 0.2863
result/tencentBlock.ns4276.oracleGeneral.zst ARC cache size      961, 5772059 req, miss ratio 0.2164, byte miss ratio 0.2164
