result/tencentBlock.ns10496.oracleGeneral.zst ARC cache size      288, 3813759 req, miss ratio 0.3458, byte miss ratio 0.3458
result/tencentBlock.ns10496.oracleGeneral.zst ARC cache size      864, 3813759 req, miss ratio 0.2997, byte miss ratio 0.2997
result/tencentBlock.ns10496.oracleGeneral.zst ARC cache size     2880, 3813759 req, miss ratio 0.2903, byte miss ratio 0.2903
result/tencentBlock.ns10496.oracleGeneral.zst ARC cache size     8640, 3813759 req, miss ratio 0.2812, byte miss ratio 0.2812
result/tencentBlock.ns10496.oracleGeneral.zst ARC cache size    28800, 3813759 req, miss ratio 0.2491, byte miss ratio 0.2491
result/tencentBlock.ns10496.oracleGeneral.zst ARC cache size    57601, 3813759 req, miss ratio 0.1815, byte miss ratio 0.1815
result/tencentBlock.ns10496.oracleGeneral.zst ARC cache size   115202, 3813759 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns10496.oracleGeneral.zst ARC cache size   230404, 3813759 req, miss ratio 0.0760, byte miss ratio 0.0760
result/tencentBlock.ns10496.oracleGeneral.zst Clock cache size      288, 3813759 req, miss ratio 0.3775, byte miss ratio 0.3775
result/tencentBlock.ns10496.oracleGeneral.zst Clock cache size      864, 3813759 req, miss ratio 0.3085, byte miss ratio 0.3085
result/tencentBlock.ns10496.oracleGeneral.zst Clock cache size     2880, 3813759 req, miss ratio 0.2946, byte miss ratio 0.2946
result/tencentBlock.ns10496.oracleGeneral.zst Clock cache size     8640, 3813759 req, miss ratio 0.2871, byte miss ratio 0.2871
result/tencentBlock.ns10496.oracleGeneral.zst Clock cache size    28800, 3813759 req, miss ratio 0.2611, byte miss ratio 0.2611
result/tencentBlock.ns10496.oracleGeneral.zst Clock cache size    57601, 3813759 req, miss ratio 0.2001, byte miss ratio 0.2001
result/tencentBlock.ns10496.oracleGeneral.zst Clock cache size   115202, 3813759 req, miss ratio 0.1046, byte miss ratio 0.1046
result/tencentBlock.ns10496.oracleGeneral.zst Clock cache size   230404, 3813759 req, miss ratio 0.0762, byte miss ratio 0.0762
result/tencentBlock.ns10496.oracleGeneral.zst LIRS cache size      288, 3813759 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns10496.oracleGeneral.zst LIRS cache size      864, 3813759 req, miss ratio 0.3275, byte miss ratio 0.3275
result/tencentBlock.ns10496.oracleGeneral.zst LIRS cache size     2880, 3813759 req, miss ratio 0.2947, byte miss ratio 0.2947
result/tencentBlock.ns10496.oracleGeneral.zst LIRS cache size     8640, 3813759 req, miss ratio 0.2822, byte miss ratio 0.2822
result/tencentBlock.ns10496.oracleGeneral.zst LIRS cache size    28800, 3813759 req, miss ratio 0.2434, byte miss ratio 0.2434
result/tencentBlock.ns10496.oracleGeneral.zst LIRS cache size    57601, 3813759 req, miss ratio 0.1688, byte miss ratio 0.1688
result/tencentBlock.ns10496.oracleGeneral.zst LIRS cache size   115202, 3813759 req, miss ratio 0.0970, byte miss ratio 0.0970
result/tencentBlock.ns10496.oracleGeneral.zst LIRS cache size   230404, 3813759 req, miss ratio 0.0763, byte miss ratio 0.0763
result/tencentBlock.ns10496.oracleGeneral.zst clock2 cache size      288, 3813759 req, miss ratio 0.3779, byte miss ratio 0.3779
result/tencentBlock.ns10496.oracleGeneral.zst clock2 cache size      864, 3813759 req, miss ratio 0.3075, byte miss ratio 0.3075
result/tencentBlock.ns10496.oracleGeneral.zst clock2 cache size     2880, 3813759 req, miss ratio 0.2947, byte miss ratio 0.2947
result/tencentBlock.ns10496.oracleGeneral.zst clock2 cache size     8640, 3813759 req, miss ratio 0.2871, byte miss ratio 0.2871
result/tencentBlock.ns10496.oracleGeneral.zst clock2 cache size    28800, 3813759 req, miss ratio 0.2685, byte miss ratio 0.2685
result/tencentBlock.ns10496.oracleGeneral.zst clock2 cache size    57601, 3813759 req, miss ratio 0.2162, byte miss ratio 0.2162
result/tencentBlock.ns10496.oracleGeneral.zst clock2 cache size   115202, 3813759 req, miss ratio 0.1102, byte miss ratio 0.1102
result/tencentBlock.ns10496.oracleGeneral.zst clock2 cache size   230404, 3813759 req, miss ratio 0.0761, byte miss ratio 0.0761
result/tencentBlock.ns10496.oracleGeneral.zst LeCaR cache size      288, 3813759 req, miss ratio 0.3640, byte miss ratio 0.3640
result/tencentBlock.ns10496.oracleGeneral.zst LeCaR cache size      864, 3813759 req, miss ratio 0.3059, byte miss ratio 0.3059
result/tencentBlock.ns10496.oracleGeneral.zst LeCaR cache size     2880, 3813759 req, miss ratio 0.2936, byte miss ratio 0.2936
result/tencentBlock.ns10496.oracleGeneral.zst LeCaR cache size     8640, 3813759 req, miss ratio 0.2853, byte miss ratio 0.2853
result/tencentBlock.ns10496.oracleGeneral.zst LeCaR cache size    28800, 3813759 req, miss ratio 0.2535, byte miss ratio 0.2535
result/tencentBlock.ns10496.oracleGeneral.zst LeCaR cache size    57601, 3813759 req, miss ratio 0.1814, byte miss ratio 0.1814
result/tencentBlock.ns10496.oracleGeneral.zst LeCaR cache size   115202, 3813759 req, miss ratio 0.0967, byte miss ratio 0.0967
result/tencentBlock.ns10496.oracleGeneral.zst LeCaR cache size   230404, 3813759 req, miss ratio 0.0763, byte miss ratio 0.0763
result/tencentBlock.ns10496.oracleGeneral.zst LRU cache size      288, 3813759 req, miss ratio 0.3856, byte miss ratio 0.3856
result/tencentBlock.ns10496.oracleGeneral.zst LRU cache size      864, 3813759 req, miss ratio 0.3104, byte miss ratio 0.3104
result/tencentBlock.ns10496.oracleGeneral.zst LRU cache size     2880, 3813759 req, miss ratio 0.2950, byte miss ratio 0.2950
result/tencentBlock.ns10496.oracleGeneral.zst LRU cache size     8640, 3813759 req, miss ratio 0.2879, byte miss ratio 0.2879
result/tencentBlock.ns10496.oracleGeneral.zst LRU cache size    28800, 3813759 req, miss ratio 0.2537, byte miss ratio 0.2537
result/tencentBlock.ns10496.oracleGeneral.zst LRU cache size    57601, 3813759 req, miss ratio 0.1940, byte miss ratio 0.1940
result/tencentBlock.ns10496.oracleGeneral.zst LRU cache size   115202, 3813759 req, miss ratio 0.0971, byte miss ratio 0.0971
result/tencentBlock.ns10496.oracleGeneral.zst LRU cache size   230404, 3813759 req, miss ratio 0.0763, byte miss ratio 0.0763
result/tencentBlock.ns10496.oracleGeneral.zst S3FIFO-1 cache size      288, 3813759 req, miss ratio 0.3533, byte miss ratio 0.3533
result/tencentBlock.ns10496.oracleGeneral.zst S3FIFO-1 cache size      864, 3813759 req, miss ratio 0.2984, byte miss ratio 0.2984
result/tencentBlock.ns10496.oracleGeneral.zst S3FIFO-1 cache size     2880, 3813759 req, miss ratio 0.2881, byte miss ratio 0.2881
result/tencentBlock.ns10496.oracleGeneral.zst S3FIFO-1 cache size     8640, 3813759 req, miss ratio 0.2791, byte miss ratio 0.2791
result/tencentBlock.ns10496.oracleGeneral.zst S3FIFO-1 cache size    28800, 3813759 req, miss ratio 0.2519, byte miss ratio 0.2519
result/tencentBlock.ns10496.oracleGeneral.zst S3FIFO-1 cache size    57601, 3813759 req, miss ratio 0.1783, byte miss ratio 0.1783
result/tencentBlock.ns10496.oracleGeneral.zst S3FIFO-1 cache size   115202, 3813759 req, miss ratio 0.0966, byte miss ratio 0.0966
result/tencentBlock.ns10496.oracleGeneral.zst S3FIFO-1 cache size   230404, 3813759 req, miss ratio 0.0760, byte miss ratio 0.0760
result/tencentBlock.ns10496.oracleGeneral.zst Cacheus cache size      288, 3813759 req, miss ratio 0.3469, byte miss ratio 0.3469
result/tencentBlock.ns10496.oracleGeneral.zst Cacheus cache size      864, 3813759 req, miss ratio 0.3011, byte miss ratio 0.3011
result/tencentBlock.ns10496.oracleGeneral.zst Cacheus cache size     2880, 3813759 req, miss ratio 0.2906, byte miss ratio 0.2906
result/tencentBlock.ns10496.oracleGeneral.zst Cacheus cache size     8640, 3813759 req, miss ratio 0.2818, byte miss ratio 0.2818
result/tencentBlock.ns10496.oracleGeneral.zst Cacheus cache size    28800, 3813759 req, miss ratio 0.2536, byte miss ratio 0.2536
result/tencentBlock.ns10496.oracleGeneral.zst Cacheus cache size    57601, 3813759 req, miss ratio 0.1870, byte miss ratio 0.1870
result/tencentBlock.ns10496.oracleGeneral.zst Cacheus cache size   115202, 3813759 req, miss ratio 0.1027, byte miss ratio 0.1027
result/tencentBlock.ns10496.oracleGeneral.zst Cacheus cache size   230404, 3813759 req, miss ratio 0.0770, byte miss ratio 0.0770
result/tencentBlock.ns10496.oracleGeneral.zst FIFO cache size      288, 3813759 req, miss ratio 0.4623, byte miss ratio 0.4623
result/tencentBlock.ns10496.oracleGeneral.zst FIFO cache size      864, 3813759 req, miss ratio 0.3453, byte miss ratio 0.3453
result/tencentBlock.ns10496.oracleGeneral.zst FIFO cache size     2880, 3813759 req, miss ratio 0.3085, byte miss ratio 0.3085
result/tencentBlock.ns10496.oracleGeneral.zst FIFO cache size     8640, 3813759 req, miss ratio 0.2944, byte miss ratio 0.2944
result/tencentBlock.ns10496.oracleGeneral.zst FIFO cache size    28800, 3813759 req, miss ratio 0.2576, byte miss ratio 0.2576
result/tencentBlock.ns10496.oracleGeneral.zst FIFO cache size    57601, 3813759 req, miss ratio 0.2058, byte miss ratio 0.2058
result/tencentBlock.ns10496.oracleGeneral.zst FIFO cache size   115202, 3813759 req, miss ratio 0.1283, byte miss ratio 0.1283
result/tencentBlock.ns10496.oracleGeneral.zst FIFO cache size   230404, 3813759 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns10496.oracleGeneral.zst LHD cache size      288, 3813759 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns10496.oracleGeneral.zst LHD cache size      864, 3813759 req, miss ratio 0.3041, byte miss ratio 0.3041
