result/tencentBlock.ns22037.oracleGeneral.zst LIRS cache size      219, 2047918 req, miss ratio 0.4825, byte miss ratio 0.4825
result/tencentBlock.ns22037.oracleGeneral.zst LIRS cache size      657, 2047918 req, miss ratio 0.4397, byte miss ratio 0.4397
result/tencentBlock.ns22037.oracleGeneral.zst LIRS cache size     2192, 2047918 req, miss ratio 0.3595, byte miss ratio 0.3595
result/tencentBlock.ns22037.oracleGeneral.zst LIRS cache size     6578, 2047918 req, miss ratio 0.3270, byte miss ratio 0.3270
result/tencentBlock.ns22037.oracleGeneral.zst LIRS cache size    21928, 2047918 req, miss ratio 0.2820, byte miss ratio 0.2820
result/tencentBlock.ns22037.oracleGeneral.zst LIRS cache size    43857, 2047918 req, miss ratio 0.2268, byte miss ratio 0.2268
result/tencentBlock.ns22037.oracleGeneral.zst LIRS cache size    87715, 2047918 req, miss ratio 0.1457, byte miss ratio 0.1457
result/tencentBlock.ns22037.oracleGeneral.zst LIRS cache size   175430, 2047918 req, miss ratio 0.1081, byte miss ratio 0.1081
result/tencentBlock.ns22037.oracleGeneral.zst LHD cache size      219, 2047918 req, miss ratio 0.4511, byte miss ratio 0.4511
result/tencentBlock.ns22037.oracleGeneral.zst LHD cache size      657, 2047918 req, miss ratio 0.4225, byte miss ratio 0.4225
result/tencentBlock.ns22037.oracleGeneral.zst LHD cache size     2192, 2047918 req, miss ratio 0.3791, byte miss ratio 0.3791
result/tencentBlock.ns22037.oracleGeneral.zst LHD cache size     6578, 2047918 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns22037.oracleGeneral.zst LHD cache size    21928, 2047918 req, miss ratio 0.2912, byte miss ratio 0.2912
result/tencentBlock.ns22037.oracleGeneral.zst LHD cache size    43857, 2047918 req, miss ratio 0.2383, byte miss ratio 0.2383
result/tencentBlock.ns22037.oracleGeneral.zst LHD cache size    87715, 2047918 req, miss ratio 0.1433, byte miss ratio 0.1433
result/tencentBlock.ns22037.oracleGeneral.zst LHD cache size   175430, 2047918 req, miss ratio 0.1102, byte miss ratio 0.1102
result/tencentBlock.ns22037.oracleGeneral.zst Clock cache size      219, 2047918 req, miss ratio 0.4567, byte miss ratio 0.4567
result/tencentBlock.ns22037.oracleGeneral.zst Clock cache size      657, 2047918 req, miss ratio 0.4225, byte miss ratio 0.4225
result/tencentBlock.ns22037.oracleGeneral.zst Clock cache size     2192, 2047918 req, miss ratio 0.3851, byte miss ratio 0.3851
result/tencentBlock.ns22037.oracleGeneral.zst Clock cache size     6578, 2047918 req, miss ratio 0.3389, byte miss ratio 0.3389
result/tencentBlock.ns22037.oracleGeneral.zst Clock cache size    21928, 2047918 req, miss ratio 0.3153, byte miss ratio 0.3153
result/tencentBlock.ns22037.oracleGeneral.zst Clock cache size    43857, 2047918 req, miss ratio 0.2595, byte miss ratio 0.2595
result/tencentBlock.ns22037.oracleGeneral.zst Clock cache size    87715, 2047918 req, miss ratio 0.1583, byte miss ratio 0.1583
result/tencentBlock.ns22037.oracleGeneral.zst Clock cache size   175430, 2047918 req, miss ratio 0.1081, byte miss ratio 0.1081
result/tencentBlock.ns22037.oracleGeneral.zst LRU cache size      219, 2047918 req, miss ratio 0.4618, byte miss ratio 0.4618
result/tencentBlock.ns22037.oracleGeneral.zst LRU cache size      657, 2047918 req, miss ratio 0.4226, byte miss ratio 0.4226
result/tencentBlock.ns22037.oracleGeneral.zst LRU cache size     2192, 2047918 req, miss ratio 0.3863, byte miss ratio 0.3863
result/tencentBlock.ns22037.oracleGeneral.zst LRU cache size     6578, 2047918 req, miss ratio 0.3427, byte miss ratio 0.3427
result/tencentBlock.ns22037.oracleGeneral.zst LRU cache size    21928, 2047918 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns22037.oracleGeneral.zst LRU cache size    43857, 2047918 req, miss ratio 0.2500, byte miss ratio 0.2500
result/tencentBlock.ns22037.oracleGeneral.zst LRU cache size    87715, 2047918 req, miss ratio 0.1522, byte miss ratio 0.1522
result/tencentBlock.ns22037.oracleGeneral.zst LRU cache size   175430, 2047918 req, miss ratio 0.1076, byte miss ratio 0.1076
