result/tencentBlock.ns17082.oracleGeneral.zst LeCaR cache size      202, 4379218 req, miss ratio 0.5832, byte miss ratio 0.5832
result/tencentBlock.ns17082.oracleGeneral.zst LeCaR cache size      606, 4379218 req, miss ratio 0.3308, byte miss ratio 0.3308
result/tencentBlock.ns17082.oracleGeneral.zst LeCaR cache size     2022, 4379218 req, miss ratio 0.2935, byte miss ratio 0.2935
result/tencentBlock.ns17082.oracleGeneral.zst LeCaR cache size     6067, 4379218 req, miss ratio 0.2481, byte miss ratio 0.2481
result/tencentBlock.ns17082.oracleGeneral.zst LeCaR cache size    20225, 4379218 req, miss ratio 0.1269, byte miss ratio 0.1269
result/tencentBlock.ns17082.oracleGeneral.zst LeCaR cache size    40451, 4379218 req, miss ratio 0.0808, byte miss ratio 0.0808
result/tencentBlock.ns17082.oracleGeneral.zst LeCaR cache size    80902, 4379218 req, miss ratio 0.0544, byte miss ratio 0.0544
result/tencentBlock.ns17082.oracleGeneral.zst LeCaR cache size   161805, 4379218 req, miss ratio 0.0465, byte miss ratio 0.0465
result/tencentBlock.ns17082.oracleGeneral.zst LHD cache size      202, 4379218 req, miss ratio 0.4996, byte miss ratio 0.4996
result/tencentBlock.ns17082.oracleGeneral.zst LHD cache size      606, 4379218 req, miss ratio 0.3298, byte miss ratio 0.3298
result/tencentBlock.ns17082.oracleGeneral.zst LHD cache size     2022, 4379218 req, miss ratio 0.2891, byte miss ratio 0.2891
result/tencentBlock.ns17082.oracleGeneral.zst LHD cache size     6067, 4379218 req, miss ratio 0.2397, byte miss ratio 0.2397
result/tencentBlock.ns17082.oracleGeneral.zst LHD cache size    20225, 4379218 req, miss ratio 0.1322, byte miss ratio 0.1322
result/tencentBlock.ns17082.oracleGeneral.zst LHD cache size    40451, 4379218 req, miss ratio 0.0818, byte miss ratio 0.0818
result/tencentBlock.ns17082.oracleGeneral.zst LHD cache size    80902, 4379218 req, miss ratio 0.0546, byte miss ratio 0.0546
result/tencentBlock.ns17082.oracleGeneral.zst LHD cache size   161805, 4379218 req, miss ratio 0.0471, byte miss ratio 0.0471
result/tencentBlock.ns17082.oracleGeneral.zst clock2 cache size      202, 4379218 req, miss ratio 0.6068, byte miss ratio 0.6068
result/tencentBlock.ns17082.oracleGeneral.zst clock2 cache size      606, 4379218 req, miss ratio 0.3330, byte miss ratio 0.3330
result/tencentBlock.ns17082.oracleGeneral.zst clock2 cache size     2022, 4379218 req, miss ratio 0.2967, byte miss ratio 0.2967
result/tencentBlock.ns17082.oracleGeneral.zst clock2 cache size     6067, 4379218 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns17082.oracleGeneral.zst clock2 cache size    20225, 4379218 req, miss ratio 0.1466, byte miss ratio 0.1466
result/tencentBlock.ns17082.oracleGeneral.zst clock2 cache size    40451, 4379218 req, miss ratio 0.0842, byte miss ratio 0.0842
result/tencentBlock.ns17082.oracleGeneral.zst clock2 cache size    80902, 4379218 req, miss ratio 0.0548, byte miss ratio 0.0548
result/tencentBlock.ns17082.oracleGeneral.zst clock2 cache size   161805, 4379218 req, miss ratio 0.0465, byte miss ratio 0.0465
result/tencentBlock.ns17082.oracleGeneral.zst ARC cache size      202, 4379218 req, miss ratio 0.5426, byte miss ratio 0.5426
result/tencentBlock.ns17082.oracleGeneral.zst ARC cache size      606, 4379218 req, miss ratio 0.3177, byte miss ratio 0.3177
result/tencentBlock.ns17082.oracleGeneral.zst ARC cache size     2022, 4379218 req, miss ratio 0.2785, byte miss ratio 0.2785
result/tencentBlock.ns17082.oracleGeneral.zst ARC cache size     6067, 4379218 req, miss ratio 0.2304, byte miss ratio 0.2304
result/tencentBlock.ns17082.oracleGeneral.zst ARC cache size    20225, 4379218 req, miss ratio 0.1316, byte miss ratio 0.1316
result/tencentBlock.ns17082.oracleGeneral.zst ARC cache size    40451, 4379218 req, miss ratio 0.0834, byte miss ratio 0.0834
result/tencentBlock.ns17082.oracleGeneral.zst ARC cache size    80902, 4379218 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns17082.oracleGeneral.zst ARC cache size   161805, 4379218 req, miss ratio 0.0465, byte miss ratio 0.0465
result/tencentBlock.ns17082.oracleGeneral.zst Clock cache size      202, 4379218 req, miss ratio 0.6128, byte miss ratio 0.6128
result/tencentBlock.ns17082.oracleGeneral.zst Clock cache size      606, 4379218 req, miss ratio 0.3382, byte miss ratio 0.3382
result/tencentBlock.ns17082.oracleGeneral.zst Clock cache size     2022, 4379218 req, miss ratio 0.2987, byte miss ratio 0.2987
result/tencentBlock.ns17082.oracleGeneral.zst Clock cache size     6067, 4379218 req, miss ratio 0.2577, byte miss ratio 0.2577
result/tencentBlock.ns17082.oracleGeneral.zst Clock cache size    20225, 4379218 req, miss ratio 0.1440, byte miss ratio 0.1440
result/tencentBlock.ns17082.oracleGeneral.zst Clock cache size    40451, 4379218 req, miss ratio 0.0849, byte miss ratio 0.0849
result/tencentBlock.ns17082.oracleGeneral.zst Clock cache size    80902, 4379218 req, miss ratio 0.0567, byte miss ratio 0.0567
result/tencentBlock.ns17082.oracleGeneral.zst Clock cache size   161805, 4379218 req, miss ratio 0.0465, byte miss ratio 0.0465
result/tencentBlock.ns17082.oracleGeneral.zst LRU cache size      202, 4379218 req, miss ratio 0.6230, byte miss ratio 0.6230
result/tencentBlock.ns17082.oracleGeneral.zst LRU cache size      606, 4379218 req, miss ratio 0.3410, byte miss ratio 0.3410
result/tencentBlock.ns17082.oracleGeneral.zst LRU cache size     2022, 4379218 req, miss ratio 0.3007, byte miss ratio 0.3007
result/tencentBlock.ns17082.oracleGeneral.zst LRU cache size     6067, 4379218 req, miss ratio 0.2597, byte miss ratio 0.2597
result/tencentBlock.ns17082.oracleGeneral.zst LRU cache size    20225, 4379218 req, miss ratio 0.1524, byte miss ratio 0.1524
result/tencentBlock.ns17082.oracleGeneral.zst LRU cache size    40451, 4379218 req, miss ratio 0.0839, byte miss ratio 0.0839
result/tencentBlock.ns17082.oracleGeneral.zst LRU cache size    80902, 4379218 req, miss ratio 0.0564, byte miss ratio 0.0564
result/tencentBlock.ns17082.oracleGeneral.zst LRU cache size   161805, 4379218 req, miss ratio 0.0467, byte miss ratio 0.0467
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-1 cache size      202, 4379218 req, miss ratio 0.5059, byte miss ratio 0.5059
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-1 cache size      606, 4379218 req, miss ratio 0.3172, byte miss ratio 0.3172
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-1 cache size     2022, 4379218 req, miss ratio 0.2762, byte miss ratio 0.2762
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-1 cache size     6067, 4379218 req, miss ratio 0.2287, byte miss ratio 0.2287
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-1 cache size    20225, 4379218 req, miss ratio 0.1205, byte miss ratio 0.1205
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-1 cache size    40451, 4379218 req, miss ratio 0.0822, byte miss ratio 0.0822
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-1 cache size    80902, 4379218 req, miss ratio 0.0550, byte miss ratio 0.0550
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-1 cache size   161805, 4379218 req, miss ratio 0.0465, byte miss ratio 0.0465
result/tencentBlock.ns17082.oracleGeneral.zst LIRS cache size      202, 4379218 req, miss ratio 0.4763, byte miss ratio 0.4763
result/tencentBlock.ns17082.oracleGeneral.zst LIRS cache size      606, 4379218 req, miss ratio 0.3235, byte miss ratio 0.3235
result/tencentBlock.ns17082.oracleGeneral.zst LIRS cache size     2022, 4379218 req, miss ratio 0.2818, byte miss ratio 0.2818
result/tencentBlock.ns17082.oracleGeneral.zst LIRS cache size     6067, 4379218 req, miss ratio 0.2308, byte miss ratio 0.2308
result/tencentBlock.ns17082.oracleGeneral.zst LIRS cache size    20225, 4379218 req, miss ratio 0.1212, byte miss ratio 0.1212
result/tencentBlock.ns17082.oracleGeneral.zst LIRS cache size    40451, 4379218 req, miss ratio 0.0829, byte miss ratio 0.0829
result/tencentBlock.ns17082.oracleGeneral.zst LIRS cache size    80902, 4379218 req, miss ratio 0.0590, byte miss ratio 0.0590
result/tencentBlock.ns17082.oracleGeneral.zst LIRS cache size   161805, 4379218 req, miss ratio 0.0512, byte miss ratio 0.0512
result/tencentBlock.ns17082.oracleGeneral.zst FIFO cache size      202, 4379218 req, miss ratio 0.6396, byte miss ratio 0.6396
result/tencentBlock.ns17082.oracleGeneral.zst FIFO cache size      606, 4379218 req, miss ratio 0.3747, byte miss ratio 0.3747
result/tencentBlock.ns17082.oracleGeneral.zst FIFO cache size     2022, 4379218 req, miss ratio 0.3139, byte miss ratio 0.3139
result/tencentBlock.ns17082.oracleGeneral.zst FIFO cache size     6067, 4379218 req, miss ratio 0.2650, byte miss ratio 0.2650
result/tencentBlock.ns17082.oracleGeneral.zst FIFO cache size    20225, 4379218 req, miss ratio 0.1700, byte miss ratio 0.1700
result/tencentBlock.ns17082.oracleGeneral.zst FIFO cache size    40451, 4379218 req, miss ratio 0.1058, byte miss ratio 0.1058
result/tencentBlock.ns17082.oracleGeneral.zst FIFO cache size    80902, 4379218 req, miss ratio 0.0668, byte miss ratio 0.0668
result/tencentBlock.ns17082.oracleGeneral.zst FIFO cache size   161805, 4379218 req, miss ratio 0.0509, byte miss ratio 0.0509
result/tencentBlock.ns17082.oracleGeneral.zst Cacheus cache size      202, 4379218 req, miss ratio 0.4965, byte miss ratio 0.4965
result/tencentBlock.ns17082.oracleGeneral.zst Cacheus cache size      606, 4379218 req, miss ratio 0.3236, byte miss ratio 0.3236
result/tencentBlock.ns17082.oracleGeneral.zst Cacheus cache size     2022, 4379218 req, miss ratio 0.2836, byte miss ratio 0.2836
result/tencentBlock.ns17082.oracleGeneral.zst Cacheus cache size     6067, 4379218 req, miss ratio 0.2472, byte miss ratio 0.2472
result/tencentBlock.ns17082.oracleGeneral.zst Cacheus cache size    20225, 4379218 req, miss ratio 0.1429, byte miss ratio 0.1429
result/tencentBlock.ns17082.oracleGeneral.zst Cacheus cache size    40451, 4379218 req, miss ratio 0.0820, byte miss ratio 0.0820
result/tencentBlock.ns17082.oracleGeneral.zst Cacheus cache size    80902, 4379218 req, miss ratio 0.0577, byte miss ratio 0.0577
result/tencentBlock.ns17082.oracleGeneral.zst Cacheus cache size   161805, 4379218 req, miss ratio 0.0465, byte miss ratio 0.0465
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-d-1 cache size      202, 4379218 req, miss ratio 0.5598, byte miss ratio 0.5598
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-d-1 cache size      606, 4379218 req, miss ratio 0.3176, byte miss ratio 0.3176
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-d-1 cache size     2022, 4379218 req, miss ratio 0.2762, byte miss ratio 0.2762
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-d-1 cache size     6067, 4379218 req, miss ratio 0.2302, byte miss ratio 0.2302
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-d-1 cache size    20225, 4379218 req, miss ratio 0.1211, byte miss ratio 0.1211
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-d-1 cache size    40451, 4379218 req, miss ratio 0.0820, byte miss ratio 0.0820
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-d-1 cache size    80902, 4379218 req, miss ratio 0.0547, byte miss ratio 0.0547
result/tencentBlock.ns17082.oracleGeneral.zst S3FIFO-d-1 cache size   161805, 4379218 req, miss ratio 0.0465, byte miss ratio 0.0465
result/tencentBlock.ns17082.oracleGeneral.zst LRB cache size      202, 4379218 req, miss ratio 0.5141, byte miss ratio 0.5141
result/tencentBlock.ns17082.oracleGeneral.zst LRB cache size      606, 4379218 req, miss ratio 0.3283, byte miss ratio 0.3283
result/tencentBlock.ns17082.oracleGeneral.zst LRB cache size     2022, 4379218 req, miss ratio 0.2823, byte miss ratio 0.2823
result/tencentBlock.ns17082.oracleGeneral.zst LRB cache size     6067, 4379218 req, miss ratio 0.2284, byte miss ratio 0.2284
result/tencentBlock.ns17082.oracleGeneral.zst LRB cache size    20225, 4379218 req, miss ratio 0.1295, byte miss ratio 0.1295
result/tencentBlock.ns17082.oracleGeneral.zst LRB cache size    40451, 4379218 req, miss ratio 0.0851, byte miss ratio 0.0851
result/tencentBlock.ns17082.oracleGeneral.zst LRB cache size    80902, 4379218 req, miss ratio 0.0548, byte miss ratio 0.0548
result/tencentBlock.ns17082.oracleGeneral.zst LRB cache size   161805, 4379218 req, miss ratio 0.0467, byte miss ratio 0.0467
result/tencentBlock.ns17082.oracleGeneral.zst S4LRU(25:25:25:25) cache size      202, 4379218 req, miss ratio 0.5667, byte miss ratio 0.5667
result/tencentBlock.ns17082.oracleGeneral.zst S4LRU(25:25:25:25) cache size      606, 4379218 req, miss ratio 0.3264, byte miss ratio 0.3264
result/tencentBlock.ns17082.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2022, 4379218 req, miss ratio 0.2853, byte miss ratio 0.2853
result/tencentBlock.ns17082.oracleGeneral.zst S4LRU(25:25:25:25) cache size     6067, 4379218 req, miss ratio 0.2582, byte miss ratio 0.2582
result/tencentBlock.ns17082.oracleGeneral.zst S4LRU(25:25:25:25) cache size    20225, 4379218 req, miss ratio 0.1571, byte miss ratio 0.1571
result/tencentBlock.ns17082.oracleGeneral.zst S4LRU(25:25:25:25) cache size    40451, 4379218 req, miss ratio 0.0922, byte miss ratio 0.0922
result/tencentBlock.ns17082.oracleGeneral.zst S4LRU(25:25:25:25) cache size    80902, 4379218 req, miss ratio 0.0536, byte miss ratio 0.0536
result/tencentBlock.ns17082.oracleGeneral.zst S4LRU(25:25:25:25) cache size   161805, 4379218 req, miss ratio 0.0465, byte miss ratio 0.0465
result/tencentBlock.ns17082.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      202, 4379218 req, miss ratio 0.5932, byte miss ratio 0.5932
