result/tencentBlock.ns2454.oracleGeneral.zst S3FIFO-1 cache size      285, 2835993 req, miss ratio 0.4617, byte miss ratio 0.4617
result/tencentBlock.ns2454.oracleGeneral.zst S3FIFO-1 cache size      855, 2835993 req, miss ratio 0.4350, byte miss ratio 0.4350
result/tencentBlock.ns2454.oracleGeneral.zst S3FIFO-1 cache size     2850, 2835993 req, miss ratio 0.3824, byte miss ratio 0.3824
result/tencentBlock.ns2454.oracleGeneral.zst S3FIFO-1 cache size     8552, 2835993 req, miss ratio 0.3746, byte miss ratio 0.3746
result/tencentBlock.ns2454.oracleGeneral.zst S3FIFO-1 cache size    28508, 2835993 req, miss ratio 0.3411, byte miss ratio 0.3411
result/tencentBlock.ns2454.oracleGeneral.zst S3FIFO-1 cache size    57017, 2835993 req, miss ratio 0.2830, byte miss ratio 0.2830
result/tencentBlock.ns2454.oracleGeneral.zst S3FIFO-1 cache size   114034, 2835993 req, miss ratio 0.1554, byte miss ratio 0.1554
result/tencentBlock.ns2454.oracleGeneral.zst S3FIFO-1 cache size   228068, 2835993 req, miss ratio 0.1021, byte miss ratio 0.1021
result/tencentBlock.ns2454.oracleGeneral.zst FIFO cache size      285, 2835993 req, miss ratio 0.6108, byte miss ratio 0.6108
result/tencentBlock.ns2454.oracleGeneral.zst FIFO cache size      855, 2835993 req, miss ratio 0.4932, byte miss ratio 0.4932
result/tencentBlock.ns2454.oracleGeneral.zst FIFO cache size     2850, 2835993 req, miss ratio 0.4374, byte miss ratio 0.4374
result/tencentBlock.ns2454.oracleGeneral.zst FIFO cache size     8552, 2835993 req, miss ratio 0.4043, byte miss ratio 0.4043
result/tencentBlock.ns2454.oracleGeneral.zst FIFO cache size    28508, 2835993 req, miss ratio 0.3611, byte miss ratio 0.3611
result/tencentBlock.ns2454.oracleGeneral.zst FIFO cache size    57017, 2835993 req, miss ratio 0.3063, byte miss ratio 0.3063
result/tencentBlock.ns2454.oracleGeneral.zst FIFO cache size   114034, 2835993 req, miss ratio 0.1954, byte miss ratio 0.1954
result/tencentBlock.ns2454.oracleGeneral.zst FIFO cache size   228068, 2835993 req, miss ratio 0.1221, byte miss ratio 0.1221
result/tencentBlock.ns2454.oracleGeneral.zst LeCaR cache size      285, 2835993 req, miss ratio 0.4744, byte miss ratio 0.4744
result/tencentBlock.ns2454.oracleGeneral.zst LeCaR cache size      855, 2835993 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns2454.oracleGeneral.zst LeCaR cache size     2850, 2835993 req, miss ratio 0.4180, byte miss ratio 0.4180
result/tencentBlock.ns2454.oracleGeneral.zst LeCaR cache size     8552, 2835993 req, miss ratio 0.3794, byte miss ratio 0.3794
result/tencentBlock.ns2454.oracleGeneral.zst LeCaR cache size    28508, 2835993 req, miss ratio 0.3516, byte miss ratio 0.3516
result/tencentBlock.ns2454.oracleGeneral.zst LeCaR cache size    57017, 2835993 req, miss ratio 0.2893, byte miss ratio 0.2893
result/tencentBlock.ns2454.oracleGeneral.zst LeCaR cache size   114034, 2835993 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns2454.oracleGeneral.zst LeCaR cache size   228068, 2835993 req, miss ratio 0.1020, byte miss ratio 0.1020
result/tencentBlock.ns2454.oracleGeneral.zst clock2 cache size      285, 2835993 req, miss ratio 0.4772, byte miss ratio 0.4772
result/tencentBlock.ns2454.oracleGeneral.zst clock2 cache size      855, 2835993 req, miss ratio 0.4406, byte miss ratio 0.4406
result/tencentBlock.ns2454.oracleGeneral.zst clock2 cache size     2850, 2835993 req, miss ratio 0.4171, byte miss ratio 0.4171
result/tencentBlock.ns2454.oracleGeneral.zst clock2 cache size     8552, 2835993 req, miss ratio 0.3799, byte miss ratio 0.3799
result/tencentBlock.ns2454.oracleGeneral.zst clock2 cache size    28508, 2835993 req, miss ratio 0.3605, byte miss ratio 0.3605
result/tencentBlock.ns2454.oracleGeneral.zst clock2 cache size    57017, 2835993 req, miss ratio 0.2967, byte miss ratio 0.2967
result/tencentBlock.ns2454.oracleGeneral.zst clock2 cache size   114034, 2835993 req, miss ratio 0.1737, byte miss ratio 0.1737
result/tencentBlock.ns2454.oracleGeneral.zst clock2 cache size   228068, 2835993 req, miss ratio 0.1022, byte miss ratio 0.1022
result/tencentBlock.ns2454.oracleGeneral.zst ARC cache size      285, 2835993 req, miss ratio 0.4535, byte miss ratio 0.4535
result/tencentBlock.ns2454.oracleGeneral.zst ARC cache size      855, 2835993 req, miss ratio 0.4350, byte miss ratio 0.4350
result/tencentBlock.ns2454.oracleGeneral.zst ARC cache size     2850, 2835993 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns2454.oracleGeneral.zst ARC cache size     8552, 2835993 req, miss ratio 0.3748, byte miss ratio 0.3748
result/tencentBlock.ns2454.oracleGeneral.zst ARC cache size    28508, 2835993 req, miss ratio 0.3485, byte miss ratio 0.3485
result/tencentBlock.ns2454.oracleGeneral.zst ARC cache size    57017, 2835993 req, miss ratio 0.2795, byte miss ratio 0.2795
result/tencentBlock.ns2454.oracleGeneral.zst ARC cache size   114034, 2835993 req, miss ratio 0.1592, byte miss ratio 0.1592
result/tencentBlock.ns2454.oracleGeneral.zst ARC cache size   228068, 2835993 req, miss ratio 0.1021, byte miss ratio 0.1021
result/tencentBlock.ns2454.oracleGeneral.zst Cacheus cache size      285, 2835993 req, miss ratio 0.4572, byte miss ratio 0.4572
result/tencentBlock.ns2454.oracleGeneral.zst Cacheus cache size      855, 2835993 req, miss ratio 0.4354, byte miss ratio 0.4354
result/tencentBlock.ns2454.oracleGeneral.zst Cacheus cache size     2850, 2835993 req, miss ratio 0.4003, byte miss ratio 0.4003
result/tencentBlock.ns2454.oracleGeneral.zst Cacheus cache size     8552, 2835993 req, miss ratio 0.3759, byte miss ratio 0.3759
result/tencentBlock.ns2454.oracleGeneral.zst Cacheus cache size    28508, 2835993 req, miss ratio 0.3510, byte miss ratio 0.3510
