result/tencentBlock.ns11680.oracleGeneral.zst LRU cache size      287, 6276608 req, miss ratio 0.6933, byte miss ratio 0.6933
result/tencentBlock.ns11680.oracleGeneral.zst LRU cache size      861, 6276608 req, miss ratio 0.4300, byte miss ratio 0.4300
result/tencentBlock.ns11680.oracleGeneral.zst LRU cache size     2870, 6276608 req, miss ratio 0.4081, byte miss ratio 0.4081
result/tencentBlock.ns11680.oracleGeneral.zst LRU cache size     8611, 6276608 req, miss ratio 0.4001, byte miss ratio 0.4001
result/tencentBlock.ns11680.oracleGeneral.zst LRU cache size    28706, 6276608 req, miss ratio 0.2441, byte miss ratio 0.2441
result/tencentBlock.ns11680.oracleGeneral.zst LRU cache size    57412, 6276608 req, miss ratio 0.0887, byte miss ratio 0.0887
result/tencentBlock.ns11680.oracleGeneral.zst LRU cache size   114824, 6276608 req, miss ratio 0.0530, byte miss ratio 0.0530
result/tencentBlock.ns11680.oracleGeneral.zst LRU cache size   229649, 6276608 req, miss ratio 0.0459, byte miss ratio 0.0459
result/tencentBlock.ns11680.oracleGeneral.zst clock2 cache size      287, 6276608 req, miss ratio 0.6866, byte miss ratio 0.6866
result/tencentBlock.ns11680.oracleGeneral.zst clock2 cache size      861, 6276608 req, miss ratio 0.4231, byte miss ratio 0.4231
result/tencentBlock.ns11680.oracleGeneral.zst clock2 cache size     2870, 6276608 req, miss ratio 0.4041, byte miss ratio 0.4041
result/tencentBlock.ns11680.oracleGeneral.zst clock2 cache size     8611, 6276608 req, miss ratio 0.3977, byte miss ratio 0.3977
result/tencentBlock.ns11680.oracleGeneral.zst clock2 cache size    28706, 6276608 req, miss ratio 0.2332, byte miss ratio 0.2332
result/tencentBlock.ns11680.oracleGeneral.zst clock2 cache size    57412, 6276608 req, miss ratio 0.0829, byte miss ratio 0.0829
result/tencentBlock.ns11680.oracleGeneral.zst clock2 cache size   114824, 6276608 req, miss ratio 0.0627, byte miss ratio 0.0627
result/tencentBlock.ns11680.oracleGeneral.zst clock2 cache size   229649, 6276608 req, miss ratio 0.0460, byte miss ratio 0.0460
result/tencentBlock.ns11680.oracleGeneral.zst LHD cache size      287, 6276608 req, miss ratio 0.5377, byte miss ratio 0.5377
result/tencentBlock.ns11680.oracleGeneral.zst LHD cache size      861, 6276608 req, miss ratio 0.4212, byte miss ratio 0.4212
result/tencentBlock.ns11680.oracleGeneral.zst LHD cache size     2870, 6276608 req, miss ratio 0.3980, byte miss ratio 0.3980
result/tencentBlock.ns11680.oracleGeneral.zst LHD cache size     8611, 6276608 req, miss ratio 0.3525, byte miss ratio 0.3525
result/tencentBlock.ns11680.oracleGeneral.zst LHD cache size    28706, 6276608 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns11680.oracleGeneral.zst LHD cache size    57412, 6276608 req, miss ratio 0.0752, byte miss ratio 0.0752
result/tencentBlock.ns11680.oracleGeneral.zst LHD cache size   114824, 6276608 req, miss ratio 0.0522, byte miss ratio 0.0522
result/tencentBlock.ns11680.oracleGeneral.zst LHD cache size   229649, 6276608 req, miss ratio 0.0461, byte miss ratio 0.0461
result/tencentBlock.ns11680.oracleGeneral.zst LeCaR cache size      287, 6276608 req, miss ratio 0.6623, byte miss ratio 0.6623
result/tencentBlock.ns11680.oracleGeneral.zst LeCaR cache size      861, 6276608 req, miss ratio 0.4220, byte miss ratio 0.4220
result/tencentBlock.ns11680.oracleGeneral.zst LeCaR cache size     2870, 6276608 req, miss ratio 0.3999, byte miss ratio 0.3999
result/tencentBlock.ns11680.oracleGeneral.zst LeCaR cache size     8611, 6276608 req, miss ratio 0.3971, byte miss ratio 0.3971
result/tencentBlock.ns11680.oracleGeneral.zst LeCaR cache size    28706, 6276608 req, miss ratio 0.1993, byte miss ratio 0.1993
result/tencentBlock.ns11680.oracleGeneral.zst LeCaR cache size    57412, 6276608 req, miss ratio 0.0808, byte miss ratio 0.0808
result/tencentBlock.ns11680.oracleGeneral.zst LeCaR cache size   114824, 6276608 req, miss ratio 0.0530, byte miss ratio 0.0530
result/tencentBlock.ns11680.oracleGeneral.zst LeCaR cache size   229649, 6276608 req, miss ratio 0.0459, byte miss ratio 0.0459
result/tencentBlock.ns11680.oracleGeneral.zst LIRS cache size      287, 6276608 req, miss ratio 0.4787, byte miss ratio 0.4787
result/tencentBlock.ns11680.oracleGeneral.zst LIRS cache size      861, 6276608 req, miss ratio 0.4221, byte miss ratio 0.4221
result/tencentBlock.ns11680.oracleGeneral.zst LIRS cache size     2870, 6276608 req, miss ratio 0.4030, byte miss ratio 0.4030
result/tencentBlock.ns11680.oracleGeneral.zst LIRS cache size     8611, 6276608 req, miss ratio 0.3814, byte miss ratio 0.3814
result/tencentBlock.ns11680.oracleGeneral.zst LIRS cache size    28706, 6276608 req, miss ratio 0.1769, byte miss ratio 0.1769
result/tencentBlock.ns11680.oracleGeneral.zst LIRS cache size    57412, 6276608 req, miss ratio 0.0745, byte miss ratio 0.0745
result/tencentBlock.ns11680.oracleGeneral.zst LIRS cache size   114824, 6276608 req, miss ratio 0.0531, byte miss ratio 0.0531
result/tencentBlock.ns11680.oracleGeneral.zst LIRS cache size   229649, 6276608 req, miss ratio 0.0459, byte miss ratio 0.0459
result/tencentBlock.ns11680.oracleGeneral.zst Cacheus cache size      287, 6276608 req, miss ratio 0.5779, byte miss ratio 0.5779
result/tencentBlock.ns11680.oracleGeneral.zst Cacheus cache size      861, 6276608 req, miss ratio 0.4126, byte miss ratio 0.4126
result/tencentBlock.ns11680.oracleGeneral.zst Cacheus cache size     2870, 6276608 req, miss ratio 0.3986, byte miss ratio 0.3986
result/tencentBlock.ns11680.oracleGeneral.zst Cacheus cache size     8611, 6276608 req, miss ratio 0.3938, byte miss ratio 0.3938
result/tencentBlock.ns11680.oracleGeneral.zst Cacheus cache size    28706, 6276608 req, miss ratio 0.1940, byte miss ratio 0.1940
result/tencentBlock.ns11680.oracleGeneral.zst Cacheus cache size    57412, 6276608 req, miss ratio 0.0935, byte miss ratio 0.0935
result/tencentBlock.ns11680.oracleGeneral.zst Cacheus cache size   114824, 6276608 req, miss ratio 0.0558, byte miss ratio 0.0558
result/tencentBlock.ns11680.oracleGeneral.zst Cacheus cache size   229649, 6276608 req, miss ratio 0.0459, byte miss ratio 0.0459
result/tencentBlock.ns11680.oracleGeneral.zst Clock cache size      287, 6276608 req, miss ratio 0.6769, byte miss ratio 0.6769
result/tencentBlock.ns11680.oracleGeneral.zst Clock cache size      861, 6276608 req, miss ratio 0.4262, byte miss ratio 0.4262
result/tencentBlock.ns11680.oracleGeneral.zst Clock cache size     2870, 6276608 req, miss ratio 0.4061, byte miss ratio 0.4061
result/tencentBlock.ns11680.oracleGeneral.zst Clock cache size     8611, 6276608 req, miss ratio 0.3988, byte miss ratio 0.3988
result/tencentBlock.ns11680.oracleGeneral.zst Clock cache size    28706, 6276608 req, miss ratio 0.2210, byte miss ratio 0.2210
result/tencentBlock.ns11680.oracleGeneral.zst Clock cache size    57412, 6276608 req, miss ratio 0.0889, byte miss ratio 0.0889
result/tencentBlock.ns11680.oracleGeneral.zst Clock cache size   114824, 6276608 req, miss ratio 0.0570, byte miss ratio 0.0570
result/tencentBlock.ns11680.oracleGeneral.zst Clock cache size   229649, 6276608 req, miss ratio 0.0463, byte miss ratio 0.0463
result/tencentBlock.ns11680.oracleGeneral.zst ARC cache size      287, 6276608 req, miss ratio 0.4660, byte miss ratio 0.4660
result/tencentBlock.ns11680.oracleGeneral.zst ARC cache size      861, 6276608 req, miss ratio 0.4099, byte miss ratio 0.4099
result/tencentBlock.ns11680.oracleGeneral.zst ARC cache size     2870, 6276608 req, miss ratio 0.3983, byte miss ratio 0.3983
result/tencentBlock.ns11680.oracleGeneral.zst ARC cache size     8611, 6276608 req, miss ratio 0.3922, byte miss ratio 0.3922
result/tencentBlock.ns11680.oracleGeneral.zst ARC cache size    28706, 6276608 req, miss ratio 0.1936, byte miss ratio 0.1936
result/tencentBlock.ns11680.oracleGeneral.zst ARC cache size    57412, 6276608 req, miss ratio 0.0885, byte miss ratio 0.0885
result/tencentBlock.ns11680.oracleGeneral.zst ARC cache size   114824, 6276608 req, miss ratio 0.0529, byte miss ratio 0.0529
result/tencentBlock.ns11680.oracleGeneral.zst ARC cache size   229649, 6276608 req, miss ratio 0.0460, byte miss ratio 0.0460
result/tencentBlock.ns11680.oracleGeneral.zst FIFO cache size      287, 6276608 req, miss ratio 0.7251, byte miss ratio 0.7251
result/tencentBlock.ns11680.oracleGeneral.zst FIFO cache size      861, 6276608 req, miss ratio 0.5305, byte miss ratio 0.5305
result/tencentBlock.ns11680.oracleGeneral.zst FIFO cache size     2870, 6276608 req, miss ratio 0.4440, byte miss ratio 0.4440
result/tencentBlock.ns11680.oracleGeneral.zst FIFO cache size     8611, 6276608 req, miss ratio 0.4145, byte miss ratio 0.4145
result/tencentBlock.ns11680.oracleGeneral.zst FIFO cache size    28706, 6276608 req, miss ratio 0.2484, byte miss ratio 0.2484
result/tencentBlock.ns11680.oracleGeneral.zst FIFO cache size    57412, 6276608 req, miss ratio 0.1474, byte miss ratio 0.1474
result/tencentBlock.ns11680.oracleGeneral.zst FIFO cache size   114824, 6276608 req, miss ratio 0.0757, byte miss ratio 0.0757
result/tencentBlock.ns11680.oracleGeneral.zst FIFO cache size   229649, 6276608 req, miss ratio 0.0550, byte miss ratio 0.0550
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-1 cache size      287, 6276608 req, miss ratio 0.4808, byte miss ratio 0.4808
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-1 cache size      861, 6276608 req, miss ratio 0.4051, byte miss ratio 0.4051
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-1 cache size     2870, 6276608 req, miss ratio 0.3971, byte miss ratio 0.3971
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-1 cache size     8611, 6276608 req, miss ratio 0.3910, byte miss ratio 0.3910
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-1 cache size    28706, 6276608 req, miss ratio 0.1916, byte miss ratio 0.1916
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-1 cache size    57412, 6276608 req, miss ratio 0.0803, byte miss ratio 0.0803
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-1 cache size   114824, 6276608 req, miss ratio 0.0542, byte miss ratio 0.0542
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-1 cache size   229649, 6276608 req, miss ratio 0.0460, byte miss ratio 0.0460
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-d-1 cache size      287, 6276608 req, miss ratio 0.4819, byte miss ratio 0.4819
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-d-1 cache size      861, 6276608 req, miss ratio 0.4049, byte miss ratio 0.4049
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-d-1 cache size     2870, 6276608 req, miss ratio 0.3971, byte miss ratio 0.3971
result/tencentBlock.ns11680.oracleGeneral.zst S3FIFO-d-1 cache size     8611, 6276608 req, miss ratio 0.3910, byte miss ratio 0.3910
