result/tencentBlock.ns4965.oracleGeneral.zst Clock cache size      958, 4126230 req, miss ratio 0.5271, byte miss ratio 0.5271
result/tencentBlock.ns4965.oracleGeneral.zst Clock cache size     2876, 4126230 req, miss ratio 0.4950, byte miss ratio 0.4950
result/tencentBlock.ns4965.oracleGeneral.zst Clock cache size     9588, 4126230 req, miss ratio 0.4592, byte miss ratio 0.4592
result/tencentBlock.ns4965.oracleGeneral.zst Clock cache size    28766, 4126230 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns4965.oracleGeneral.zst Clock cache size    95888, 4126230 req, miss ratio 0.3290, byte miss ratio 0.3290
result/tencentBlock.ns4965.oracleGeneral.zst Clock cache size   191777, 4126230 req, miss ratio 0.2786, byte miss ratio 0.2786
result/tencentBlock.ns4965.oracleGeneral.zst Clock cache size   383554, 4126230 req, miss ratio 0.2491, byte miss ratio 0.2491
result/tencentBlock.ns4965.oracleGeneral.zst Clock cache size   767108, 4126230 req, miss ratio 0.2325, byte miss ratio 0.2325
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-1 cache size      958, 4126230 req, miss ratio 0.5039, byte miss ratio 0.5039
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-1 cache size     2876, 4126230 req, miss ratio 0.4747, byte miss ratio 0.4747
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-1 cache size     9588, 4126230 req, miss ratio 0.4464, byte miss ratio 0.4464
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-1 cache size    28766, 4126230 req, miss ratio 0.3915, byte miss ratio 0.3915
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-1 cache size    95888, 4126230 req, miss ratio 0.2871, byte miss ratio 0.2871
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-1 cache size   191777, 4126230 req, miss ratio 0.2626, byte miss ratio 0.2626
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-1 cache size   383554, 4126230 req, miss ratio 0.2459, byte miss ratio 0.2459
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-1 cache size   767108, 4126230 req, miss ratio 0.2325, byte miss ratio 0.2325
result/tencentBlock.ns4965.oracleGeneral.zst FIFO cache size      958, 4126230 req, miss ratio 0.5580, byte miss ratio 0.5580
result/tencentBlock.ns4965.oracleGeneral.zst FIFO cache size     2876, 4126230 req, miss ratio 0.5173, byte miss ratio 0.5173
result/tencentBlock.ns4965.oracleGeneral.zst FIFO cache size     9588, 4126230 req, miss ratio 0.4772, byte miss ratio 0.4772
result/tencentBlock.ns4965.oracleGeneral.zst FIFO cache size    28766, 4126230 req, miss ratio 0.4306, byte miss ratio 0.4306
result/tencentBlock.ns4965.oracleGeneral.zst FIFO cache size    95888, 4126230 req, miss ratio 0.3548, byte miss ratio 0.3548
result/tencentBlock.ns4965.oracleGeneral.zst FIFO cache size   191777, 4126230 req, miss ratio 0.3096, byte miss ratio 0.3096
result/tencentBlock.ns4965.oracleGeneral.zst FIFO cache size   383554, 4126230 req, miss ratio 0.2636, byte miss ratio 0.2636
result/tencentBlock.ns4965.oracleGeneral.zst FIFO cache size   767108, 4126230 req, miss ratio 0.2364, byte miss ratio 0.2364
result/tencentBlock.ns4965.oracleGeneral.zst ARC cache size      958, 4126230 req, miss ratio 0.5071, byte miss ratio 0.5071
result/tencentBlock.ns4965.oracleGeneral.zst ARC cache size     2876, 4126230 req, miss ratio 0.4769, byte miss ratio 0.4769
result/tencentBlock.ns4965.oracleGeneral.zst ARC cache size     9588, 4126230 req, miss ratio 0.4503, byte miss ratio 0.4503
result/tencentBlock.ns4965.oracleGeneral.zst ARC cache size    28766, 4126230 req, miss ratio 0.3989, byte miss ratio 0.3989
result/tencentBlock.ns4965.oracleGeneral.zst ARC cache size    95888, 4126230 req, miss ratio 0.2919, byte miss ratio 0.2919
result/tencentBlock.ns4965.oracleGeneral.zst ARC cache size   191777, 4126230 req, miss ratio 0.2629, byte miss ratio 0.2629
result/tencentBlock.ns4965.oracleGeneral.zst ARC cache size   383554, 4126230 req, miss ratio 0.2459, byte miss ratio 0.2459
result/tencentBlock.ns4965.oracleGeneral.zst ARC cache size   767108, 4126230 req, miss ratio 0.2325, byte miss ratio 0.2325
result/tencentBlock.ns4965.oracleGeneral.zst LHD cache size      958, 4126230 req, miss ratio 0.5235, byte miss ratio 0.5235
result/tencentBlock.ns4965.oracleGeneral.zst LHD cache size     2876, 4126230 req, miss ratio 0.4877, byte miss ratio 0.4877
result/tencentBlock.ns4965.oracleGeneral.zst LHD cache size     9588, 4126230 req, miss ratio 0.4531, byte miss ratio 0.4531
result/tencentBlock.ns4965.oracleGeneral.zst LHD cache size    28766, 4126230 req, miss ratio 0.4009, byte miss ratio 0.4009
result/tencentBlock.ns4965.oracleGeneral.zst LHD cache size    95888, 4126230 req, miss ratio 0.3040, byte miss ratio 0.3040
result/tencentBlock.ns4965.oracleGeneral.zst LHD cache size   191777, 4126230 req, miss ratio 0.2708, byte miss ratio 0.2708
result/tencentBlock.ns4965.oracleGeneral.zst LHD cache size   383554, 4126230 req, miss ratio 0.2479, byte miss ratio 0.2479
result/tencentBlock.ns4965.oracleGeneral.zst LHD cache size   767108, 4126230 req, miss ratio 0.2327, byte miss ratio 0.2327
result/tencentBlock.ns4965.oracleGeneral.zst LIRS cache size      958, 4126230 req, miss ratio 0.5250, byte miss ratio 0.5250
result/tencentBlock.ns4965.oracleGeneral.zst LIRS cache size     2876, 4126230 req, miss ratio 0.4856, byte miss ratio 0.4856
result/tencentBlock.ns4965.oracleGeneral.zst LIRS cache size     9588, 4126230 req, miss ratio 0.4541, byte miss ratio 0.4541
result/tencentBlock.ns4965.oracleGeneral.zst LIRS cache size    28766, 4126230 req, miss ratio 0.3979, byte miss ratio 0.3979
result/tencentBlock.ns4965.oracleGeneral.zst LIRS cache size    95888, 4126230 req, miss ratio 0.2914, byte miss ratio 0.2914
result/tencentBlock.ns4965.oracleGeneral.zst LIRS cache size   191777, 4126230 req, miss ratio 0.2624, byte miss ratio 0.2624
result/tencentBlock.ns4965.oracleGeneral.zst LIRS cache size   383554, 4126230 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns4965.oracleGeneral.zst LIRS cache size   767108, 4126230 req, miss ratio 0.2326, byte miss ratio 0.2326
result/tencentBlock.ns4965.oracleGeneral.zst LRU cache size      958, 4126230 req, miss ratio 0.5292, byte miss ratio 0.5292
result/tencentBlock.ns4965.oracleGeneral.zst LRU cache size     2876, 4126230 req, miss ratio 0.4986, byte miss ratio 0.4986
result/tencentBlock.ns4965.oracleGeneral.zst LRU cache size     9588, 4126230 req, miss ratio 0.4593, byte miss ratio 0.4593
result/tencentBlock.ns4965.oracleGeneral.zst LRU cache size    28766, 4126230 req, miss ratio 0.4162, byte miss ratio 0.4162
result/tencentBlock.ns4965.oracleGeneral.zst LRU cache size    95888, 4126230 req, miss ratio 0.3284, byte miss ratio 0.3284
result/tencentBlock.ns4965.oracleGeneral.zst LRU cache size   191777, 4126230 req, miss ratio 0.2793, byte miss ratio 0.2793
result/tencentBlock.ns4965.oracleGeneral.zst LRU cache size   383554, 4126230 req, miss ratio 0.2449, byte miss ratio 0.2449
result/tencentBlock.ns4965.oracleGeneral.zst LRU cache size   767108, 4126230 req, miss ratio 0.2325, byte miss ratio 0.2325
result/tencentBlock.ns4965.oracleGeneral.zst clock2 cache size      958, 4126230 req, miss ratio 0.5260, byte miss ratio 0.5260
result/tencentBlock.ns4965.oracleGeneral.zst clock2 cache size     2876, 4126230 req, miss ratio 0.4916, byte miss ratio 0.4916
result/tencentBlock.ns4965.oracleGeneral.zst clock2 cache size     9588, 4126230 req, miss ratio 0.4578, byte miss ratio 0.4578
result/tencentBlock.ns4965.oracleGeneral.zst clock2 cache size    28766, 4126230 req, miss ratio 0.4157, byte miss ratio 0.4157
result/tencentBlock.ns4965.oracleGeneral.zst clock2 cache size    95888, 4126230 req, miss ratio 0.3228, byte miss ratio 0.3228
result/tencentBlock.ns4965.oracleGeneral.zst clock2 cache size   191777, 4126230 req, miss ratio 0.2749, byte miss ratio 0.2749
result/tencentBlock.ns4965.oracleGeneral.zst clock2 cache size   383554, 4126230 req, miss ratio 0.2481, byte miss ratio 0.2481
result/tencentBlock.ns4965.oracleGeneral.zst clock2 cache size   767108, 4126230 req, miss ratio 0.2325, byte miss ratio 0.2325
result/tencentBlock.ns4965.oracleGeneral.zst Cacheus cache size      958, 4126230 req, miss ratio 0.5119, byte miss ratio 0.5119
result/tencentBlock.ns4965.oracleGeneral.zst Cacheus cache size     2876, 4126230 req, miss ratio 0.4738, byte miss ratio 0.4738
result/tencentBlock.ns4965.oracleGeneral.zst Cacheus cache size     9588, 4126230 req, miss ratio 0.4510, byte miss ratio 0.4510
result/tencentBlock.ns4965.oracleGeneral.zst Cacheus cache size    28766, 4126230 req, miss ratio 0.4072, byte miss ratio 0.4072
result/tencentBlock.ns4965.oracleGeneral.zst Cacheus cache size    95888, 4126230 req, miss ratio 0.3101, byte miss ratio 0.3101
result/tencentBlock.ns4965.oracleGeneral.zst Cacheus cache size   191777, 4126230 req, miss ratio 0.2682, byte miss ratio 0.2682
result/tencentBlock.ns4965.oracleGeneral.zst Cacheus cache size   383554, 4126230 req, miss ratio 0.2532, byte miss ratio 0.2532
result/tencentBlock.ns4965.oracleGeneral.zst Cacheus cache size   767108, 4126230 req, miss ratio 0.2327, byte miss ratio 0.2327
result/tencentBlock.ns4965.oracleGeneral.zst LeCaR cache size      958, 4126230 req, miss ratio 0.5246, byte miss ratio 0.5246
result/tencentBlock.ns4965.oracleGeneral.zst LeCaR cache size     2876, 4126230 req, miss ratio 0.4900, byte miss ratio 0.4900
result/tencentBlock.ns4965.oracleGeneral.zst LeCaR cache size     9588, 4126230 req, miss ratio 0.4584, byte miss ratio 0.4584
result/tencentBlock.ns4965.oracleGeneral.zst LeCaR cache size    28766, 4126230 req, miss ratio 0.4111, byte miss ratio 0.4111
result/tencentBlock.ns4965.oracleGeneral.zst LeCaR cache size    95888, 4126230 req, miss ratio 0.3197, byte miss ratio 0.3197
result/tencentBlock.ns4965.oracleGeneral.zst LeCaR cache size   191777, 4126230 req, miss ratio 0.2746, byte miss ratio 0.2746
result/tencentBlock.ns4965.oracleGeneral.zst LeCaR cache size   383554, 4126230 req, miss ratio 0.2441, byte miss ratio 0.2441
result/tencentBlock.ns4965.oracleGeneral.zst LeCaR cache size   767108, 4126230 req, miss ratio 0.2325, byte miss ratio 0.2325
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-d-1 cache size      958, 4126230 req, miss ratio 0.5011, byte miss ratio 0.5011
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-d-1 cache size     2876, 4126230 req, miss ratio 0.4736, byte miss ratio 0.4736
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-d-1 cache size     9588, 4126230 req, miss ratio 0.4462, byte miss ratio 0.4462
result/tencentBlock.ns4965.oracleGeneral.zst S3FIFO-d-1 cache size    28766, 4126230 req, miss ratio 0.3906, byte miss ratio 0.3906
