result/tencentBlock.ns18781.oracleGeneral.zst FIFO cache size      339, 3761353 req, miss ratio 0.6114, byte miss ratio 0.6114
result/tencentBlock.ns18781.oracleGeneral.zst FIFO cache size     1018, 3761353 req, miss ratio 0.4411, byte miss ratio 0.4411
result/tencentBlock.ns18781.oracleGeneral.zst FIFO cache size     3394, 3761353 req, miss ratio 0.3044, byte miss ratio 0.3044
result/tencentBlock.ns18781.oracleGeneral.zst FIFO cache size    10184, 3761353 req, miss ratio 0.2355, byte miss ratio 0.2355
result/tencentBlock.ns18781.oracleGeneral.zst FIFO cache size    33948, 3761353 req, miss ratio 0.1570, byte miss ratio 0.1570
result/tencentBlock.ns18781.oracleGeneral.zst FIFO cache size    67896, 3761353 req, miss ratio 0.1219, byte miss ratio 0.1219
result/tencentBlock.ns18781.oracleGeneral.zst FIFO cache size   135793, 3761353 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns18781.oracleGeneral.zst FIFO cache size   271586, 3761353 req, miss ratio 0.0962, byte miss ratio 0.0962
result/tencentBlock.ns18781.oracleGeneral.zst Clock cache size      339, 3761353 req, miss ratio 0.5219, byte miss ratio 0.5219
result/tencentBlock.ns18781.oracleGeneral.zst Clock cache size     1018, 3761353 req, miss ratio 0.3922, byte miss ratio 0.3922
result/tencentBlock.ns18781.oracleGeneral.zst Clock cache size     3394, 3761353 req, miss ratio 0.2473, byte miss ratio 0.2473
result/tencentBlock.ns18781.oracleGeneral.zst Clock cache size    10184, 3761353 req, miss ratio 0.2131, byte miss ratio 0.2131
result/tencentBlock.ns18781.oracleGeneral.zst Clock cache size    33948, 3761353 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns18781.oracleGeneral.zst Clock cache size    67896, 3761353 req, miss ratio 0.1167, byte miss ratio 0.1167
result/tencentBlock.ns18781.oracleGeneral.zst Clock cache size   135793, 3761353 req, miss ratio 0.0960, byte miss ratio 0.0960
result/tencentBlock.ns18781.oracleGeneral.zst Clock cache size   271586, 3761353 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns18781.oracleGeneral.zst LeCaR cache size      339, 3761353 req, miss ratio 0.5182, byte miss ratio 0.5182
result/tencentBlock.ns18781.oracleGeneral.zst LeCaR cache size     1018, 3761353 req, miss ratio 0.3928, byte miss ratio 0.3928
result/tencentBlock.ns18781.oracleGeneral.zst LeCaR cache size     3394, 3761353 req, miss ratio 0.2426, byte miss ratio 0.2426
result/tencentBlock.ns18781.oracleGeneral.zst LeCaR cache size    10184, 3761353 req, miss ratio 0.2131, byte miss ratio 0.2131
result/tencentBlock.ns18781.oracleGeneral.zst LeCaR cache size    33948, 3761353 req, miss ratio 0.1441, byte miss ratio 0.1441
result/tencentBlock.ns18781.oracleGeneral.zst LeCaR cache size    67896, 3761353 req, miss ratio 0.1137, byte miss ratio 0.1137
result/tencentBlock.ns18781.oracleGeneral.zst LeCaR cache size   135793, 3761353 req, miss ratio 0.0938, byte miss ratio 0.0938
result/tencentBlock.ns18781.oracleGeneral.zst LeCaR cache size   271586, 3761353 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns18781.oracleGeneral.zst LHD cache size      339, 3761353 req, miss ratio 0.5130, byte miss ratio 0.5130
result/tencentBlock.ns18781.oracleGeneral.zst LHD cache size     1018, 3761353 req, miss ratio 0.3783, byte miss ratio 0.3783
result/tencentBlock.ns18781.oracleGeneral.zst LHD cache size     3394, 3761353 req, miss ratio 0.2423, byte miss ratio 0.2423
result/tencentBlock.ns18781.oracleGeneral.zst LHD cache size    10184, 3761353 req, miss ratio 0.2081, byte miss ratio 0.2081
result/tencentBlock.ns18781.oracleGeneral.zst LHD cache size    33948, 3761353 req, miss ratio 0.1465, byte miss ratio 0.1465
result/tencentBlock.ns18781.oracleGeneral.zst LHD cache size    67896, 3761353 req, miss ratio 0.1097, byte miss ratio 0.1097
result/tencentBlock.ns18781.oracleGeneral.zst LHD cache size   135793, 3761353 req, miss ratio 0.0964, byte miss ratio 0.0964
result/tencentBlock.ns18781.oracleGeneral.zst LHD cache size   271586, 3761353 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns18781.oracleGeneral.zst ARC cache size      339, 3761353 req, miss ratio 0.5041, byte miss ratio 0.5041
result/tencentBlock.ns18781.oracleGeneral.zst ARC cache size     1018, 3761353 req, miss ratio 0.3457, byte miss ratio 0.3457
result/tencentBlock.ns18781.oracleGeneral.zst ARC cache size     3394, 3761353 req, miss ratio 0.2377, byte miss ratio 0.2377
result/tencentBlock.ns18781.oracleGeneral.zst ARC cache size    10184, 3761353 req, miss ratio 0.2063, byte miss ratio 0.2063
result/tencentBlock.ns18781.oracleGeneral.zst ARC cache size    33948, 3761353 req, miss ratio 0.1478, byte miss ratio 0.1478
result/tencentBlock.ns18781.oracleGeneral.zst ARC cache size    67896, 3761353 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns18781.oracleGeneral.zst ARC cache size   135793, 3761353 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns18781.oracleGeneral.zst ARC cache size   271586, 3761353 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns18781.oracleGeneral.zst clock2 cache size      339, 3761353 req, miss ratio 0.5213, byte miss ratio 0.5213
result/tencentBlock.ns18781.oracleGeneral.zst clock2 cache size     1018, 3761353 req, miss ratio 0.3906, byte miss ratio 0.3906
result/tencentBlock.ns18781.oracleGeneral.zst clock2 cache size     3394, 3761353 req, miss ratio 0.2406, byte miss ratio 0.2406
result/tencentBlock.ns18781.oracleGeneral.zst clock2 cache size    10184, 3761353 req, miss ratio 0.2139, byte miss ratio 0.2139
result/tencentBlock.ns18781.oracleGeneral.zst clock2 cache size    33948, 3761353 req, miss ratio 0.1540, byte miss ratio 0.1540
result/tencentBlock.ns18781.oracleGeneral.zst clock2 cache size    67896, 3761353 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns18781.oracleGeneral.zst clock2 cache size   135793, 3761353 req, miss ratio 0.0951, byte miss ratio 0.0951
result/tencentBlock.ns18781.oracleGeneral.zst clock2 cache size   271586, 3761353 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns18781.oracleGeneral.zst Cacheus cache size      339, 3761353 req, miss ratio 0.4997, byte miss ratio 0.4997
result/tencentBlock.ns18781.oracleGeneral.zst Cacheus cache size     1018, 3761353 req, miss ratio 0.3582, byte miss ratio 0.3582
result/tencentBlock.ns18781.oracleGeneral.zst Cacheus cache size     3394, 3761353 req, miss ratio 0.2390, byte miss ratio 0.2390
result/tencentBlock.ns18781.oracleGeneral.zst Cacheus cache size    10184, 3761353 req, miss ratio 0.2122, byte miss ratio 0.2122
result/tencentBlock.ns18781.oracleGeneral.zst Cacheus cache size    33948, 3761353 req, miss ratio 0.1465, byte miss ratio 0.1465
result/tencentBlock.ns18781.oracleGeneral.zst Cacheus cache size    67896, 3761353 req, miss ratio 0.1202, byte miss ratio 0.1202
result/tencentBlock.ns18781.oracleGeneral.zst Cacheus cache size   135793, 3761353 req, miss ratio 0.0935, byte miss ratio 0.0935
result/tencentBlock.ns18781.oracleGeneral.zst Cacheus cache size   271586, 3761353 req, miss ratio 0.0916, byte miss ratio 0.0916
result/tencentBlock.ns18781.oracleGeneral.zst S3FIFO-1 cache size      339, 3761353 req, miss ratio 0.5162, byte miss ratio 0.5162
result/tencentBlock.ns18781.oracleGeneral.zst S3FIFO-1 cache size     1018, 3761353 req, miss ratio 0.3319, byte miss ratio 0.3319
result/tencentBlock.ns18781.oracleGeneral.zst S3FIFO-1 cache size     3394, 3761353 req, miss ratio 0.2405, byte miss ratio 0.2405
result/tencentBlock.ns18781.oracleGeneral.zst S3FIFO-1 cache size    10184, 3761353 req, miss ratio 0.2048, byte miss ratio 0.2048
result/tencentBlock.ns18781.oracleGeneral.zst S3FIFO-1 cache size    33948, 3761353 req, miss ratio 0.1583, byte miss ratio 0.1583
result/tencentBlock.ns18781.oracleGeneral.zst S3FIFO-1 cache size    67896, 3761353 req, miss ratio 0.1183, byte miss ratio 0.1183
result/tencentBlock.ns18781.oracleGeneral.zst S3FIFO-1 cache size   135793, 3761353 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns18781.oracleGeneral.zst S3FIFO-1 cache size   271586, 3761353 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns18781.oracleGeneral.zst LIRS cache size      339, 3761353 req, miss ratio 0.5152, byte miss ratio 0.5152
result/tencentBlock.ns18781.oracleGeneral.zst LIRS cache size     1018, 3761353 req, miss ratio 0.3529, byte miss ratio 0.3529
result/tencentBlock.ns18781.oracleGeneral.zst LIRS cache size     3394, 3761353 req, miss ratio 0.2535, byte miss ratio 0.2535
result/tencentBlock.ns18781.oracleGeneral.zst LIRS cache size    10184, 3761353 req, miss ratio 0.2075, byte miss ratio 0.2075
result/tencentBlock.ns18781.oracleGeneral.zst LIRS cache size    33948, 3761353 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns18781.oracleGeneral.zst LIRS cache size    67896, 3761353 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns18781.oracleGeneral.zst LIRS cache size   135793, 3761353 req, miss ratio 0.1057, byte miss ratio 0.1057
result/tencentBlock.ns18781.oracleGeneral.zst LIRS cache size   271586, 3761353 req, miss ratio 0.0936, byte miss ratio 0.0936
result/tencentBlock.ns18781.oracleGeneral.zst LRU cache size      339, 3761353 req, miss ratio 0.5275, byte miss ratio 0.5275
