result/tencentBlock.ns5800.oracleGeneral.zst LeCaR cache size      194, 1515866 req, miss ratio 0.4969, byte miss ratio 0.4969
result/tencentBlock.ns5800.oracleGeneral.zst LeCaR cache size      584, 1515866 req, miss ratio 0.4801, byte miss ratio 0.4801
result/tencentBlock.ns5800.oracleGeneral.zst LeCaR cache size     1946, 1515866 req, miss ratio 0.4524, byte miss ratio 0.4524
result/tencentBlock.ns5800.oracleGeneral.zst LeCaR cache size     5840, 1515866 req, miss ratio 0.3984, byte miss ratio 0.3984
result/tencentBlock.ns5800.oracleGeneral.zst LeCaR cache size    19467, 1515866 req, miss ratio 0.3861, byte miss ratio 0.3861
result/tencentBlock.ns5800.oracleGeneral.zst LeCaR cache size    38934, 1515866 req, miss ratio 0.3127, byte miss ratio 0.3127
result/tencentBlock.ns5800.oracleGeneral.zst LeCaR cache size    77868, 1515866 req, miss ratio 0.1896, byte miss ratio 0.1896
result/tencentBlock.ns5800.oracleGeneral.zst LeCaR cache size   155737, 1515866 req, miss ratio 0.1286, byte miss ratio 0.1286
result/tencentBlock.ns5800.oracleGeneral.zst Clock cache size      194, 1515866 req, miss ratio 0.5018, byte miss ratio 0.5018
result/tencentBlock.ns5800.oracleGeneral.zst Clock cache size      584, 1515866 req, miss ratio 0.4797, byte miss ratio 0.4797
result/tencentBlock.ns5800.oracleGeneral.zst Clock cache size     1946, 1515866 req, miss ratio 0.4516, byte miss ratio 0.4516
result/tencentBlock.ns5800.oracleGeneral.zst Clock cache size     5840, 1515866 req, miss ratio 0.4111, byte miss ratio 0.4111
result/tencentBlock.ns5800.oracleGeneral.zst Clock cache size    19467, 1515866 req, miss ratio 0.3859, byte miss ratio 0.3859
result/tencentBlock.ns5800.oracleGeneral.zst Clock cache size    38934, 1515866 req, miss ratio 0.3194, byte miss ratio 0.3194
result/tencentBlock.ns5800.oracleGeneral.zst Clock cache size    77868, 1515866 req, miss ratio 0.1956, byte miss ratio 0.1956
result/tencentBlock.ns5800.oracleGeneral.zst Clock cache size   155737, 1515866 req, miss ratio 0.1286, byte miss ratio 0.1286
result/tencentBlock.ns5800.oracleGeneral.zst LIRS cache size      194, 1515866 req, miss ratio 0.5204, byte miss ratio 0.5204
result/tencentBlock.ns5800.oracleGeneral.zst LIRS cache size      584, 1515866 req, miss ratio 0.5000, byte miss ratio 0.5000
result/tencentBlock.ns5800.oracleGeneral.zst LIRS cache size     1946, 1515866 req, miss ratio 0.4249, byte miss ratio 0.4249
result/tencentBlock.ns5800.oracleGeneral.zst LIRS cache size     5840, 1515866 req, miss ratio 0.3890, byte miss ratio 0.3890
result/tencentBlock.ns5800.oracleGeneral.zst LIRS cache size    19467, 1515866 req, miss ratio 0.3349, byte miss ratio 0.3349
result/tencentBlock.ns5800.oracleGeneral.zst LIRS cache size    38934, 1515866 req, miss ratio 0.2720, byte miss ratio 0.2720
result/tencentBlock.ns5800.oracleGeneral.zst LIRS cache size    77868, 1515866 req, miss ratio 0.1700, byte miss ratio 0.1700
result/tencentBlock.ns5800.oracleGeneral.zst LIRS cache size   155737, 1515866 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns5800.oracleGeneral.zst LHD cache size      194, 1515866 req, miss ratio 0.4976, byte miss ratio 0.4976
result/tencentBlock.ns5800.oracleGeneral.zst LHD cache size      584, 1515866 req, miss ratio 0.4778, byte miss ratio 0.4778
result/tencentBlock.ns5800.oracleGeneral.zst LHD cache size     1946, 1515866 req, miss ratio 0.4489, byte miss ratio 0.4489
result/tencentBlock.ns5800.oracleGeneral.zst LHD cache size     5840, 1515866 req, miss ratio 0.4059, byte miss ratio 0.4059
result/tencentBlock.ns5800.oracleGeneral.zst LHD cache size    19467, 1515866 req, miss ratio 0.3659, byte miss ratio 0.3659
result/tencentBlock.ns5800.oracleGeneral.zst LHD cache size    38934, 1515866 req, miss ratio 0.3044, byte miss ratio 0.3044
result/tencentBlock.ns5800.oracleGeneral.zst LHD cache size    77868, 1515866 req, miss ratio 0.1895, byte miss ratio 0.1895
result/tencentBlock.ns5800.oracleGeneral.zst LHD cache size   155737, 1515866 req, miss ratio 0.1293, byte miss ratio 0.1293
