result/tencentBlock.ns19841.oracleGeneral.zst LRU cache size      142, 2288397 req, miss ratio 0.3300, byte miss ratio 0.3300
result/tencentBlock.ns19841.oracleGeneral.zst LRU cache size      428, 2288397 req, miss ratio 0.2844, byte miss ratio 0.2844
result/tencentBlock.ns19841.oracleGeneral.zst LRU cache size     1429, 2288397 req, miss ratio 0.2721, byte miss ratio 0.2721
result/tencentBlock.ns19841.oracleGeneral.zst LRU cache size     4288, 2288397 req, miss ratio 0.2655, byte miss ratio 0.2655
result/tencentBlock.ns19841.oracleGeneral.zst LRU cache size    14293, 2288397 req, miss ratio 0.2643, byte miss ratio 0.2643
result/tencentBlock.ns19841.oracleGeneral.zst LRU cache size    28587, 2288397 req, miss ratio 0.2234, byte miss ratio 0.2234
result/tencentBlock.ns19841.oracleGeneral.zst LRU cache size    57174, 2288397 req, miss ratio 0.1376, byte miss ratio 0.1376
result/tencentBlock.ns19841.oracleGeneral.zst LRU cache size   114348, 2288397 req, miss ratio 0.0738, byte miss ratio 0.0738
result/tencentBlock.ns19841.oracleGeneral.zst LeCaR cache size      142, 2288397 req, miss ratio 0.3210, byte miss ratio 0.3210
result/tencentBlock.ns19841.oracleGeneral.zst LeCaR cache size      428, 2288397 req, miss ratio 0.2820, byte miss ratio 0.2820
result/tencentBlock.ns19841.oracleGeneral.zst LeCaR cache size     1429, 2288397 req, miss ratio 0.2701, byte miss ratio 0.2701
result/tencentBlock.ns19841.oracleGeneral.zst LeCaR cache size     4288, 2288397 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns19841.oracleGeneral.zst LeCaR cache size    14293, 2288397 req, miss ratio 0.2644, byte miss ratio 0.2644
result/tencentBlock.ns19841.oracleGeneral.zst LeCaR cache size    28587, 2288397 req, miss ratio 0.2178, byte miss ratio 0.2178
result/tencentBlock.ns19841.oracleGeneral.zst LeCaR cache size    57174, 2288397 req, miss ratio 0.1373, byte miss ratio 0.1373
result/tencentBlock.ns19841.oracleGeneral.zst LeCaR cache size   114348, 2288397 req, miss ratio 0.0734, byte miss ratio 0.0734
result/tencentBlock.ns19841.oracleGeneral.zst Clock cache size      142, 2288397 req, miss ratio 0.3250, byte miss ratio 0.3250
result/tencentBlock.ns19841.oracleGeneral.zst Clock cache size      428, 2288397 req, miss ratio 0.2834, byte miss ratio 0.2834
result/tencentBlock.ns19841.oracleGeneral.zst Clock cache size     1429, 2288397 req, miss ratio 0.2716, byte miss ratio 0.2716
