result/tencentBlock.ns2266.oracleGeneral.zst Cacheus cache size      336, 2586673 req, miss ratio 0.3998, byte miss ratio 0.3998
result/tencentBlock.ns2266.oracleGeneral.zst Cacheus cache size     1009, 2586673 req, miss ratio 0.3952, byte miss ratio 0.3952
result/tencentBlock.ns2266.oracleGeneral.zst Cacheus cache size     3366, 2586673 req, miss ratio 0.3934, byte miss ratio 0.3934
result/tencentBlock.ns2266.oracleGeneral.zst Cacheus cache size    10099, 2586673 req, miss ratio 0.3454, byte miss ratio 0.3454
result/tencentBlock.ns2266.oracleGeneral.zst Cacheus cache size    33666, 2586673 req, miss ratio 0.3019, byte miss ratio 0.3019
result/tencentBlock.ns2266.oracleGeneral.zst Cacheus cache size    67333, 2586673 req, miss ratio 0.2455, byte miss ratio 0.2455
result/tencentBlock.ns2266.oracleGeneral.zst Cacheus cache size   134666, 2586673 req, miss ratio 0.1718, byte miss ratio 0.1718
result/tencentBlock.ns2266.oracleGeneral.zst Cacheus cache size   269332, 2586673 req, miss ratio 0.1326, byte miss ratio 0.1326
result/tencentBlock.ns2266.oracleGeneral.zst LeCaR cache size      336, 2586673 req, miss ratio 0.4029, byte miss ratio 0.4029
result/tencentBlock.ns2266.oracleGeneral.zst LeCaR cache size     1009, 2586673 req, miss ratio 0.3961, byte miss ratio 0.3961
result/tencentBlock.ns2266.oracleGeneral.zst LeCaR cache size     3366, 2586673 req, miss ratio 0.3942, byte miss ratio 0.3942
result/tencentBlock.ns2266.oracleGeneral.zst LeCaR cache size    10099, 2586673 req, miss ratio 0.3910, byte miss ratio 0.3910
result/tencentBlock.ns2266.oracleGeneral.zst LeCaR cache size    33666, 2586673 req, miss ratio 0.3009, byte miss ratio 0.3009
result/tencentBlock.ns2266.oracleGeneral.zst LeCaR cache size    67333, 2586673 req, miss ratio 0.2590, byte miss ratio 0.2590
result/tencentBlock.ns2266.oracleGeneral.zst LeCaR cache size   134666, 2586673 req, miss ratio 0.1578, byte miss ratio 0.1578
result/tencentBlock.ns2266.oracleGeneral.zst LeCaR cache size   269332, 2586673 req, miss ratio 0.1315, byte miss ratio 0.1315
