result/tencentBlock.ns13573.oracleGeneral.zst LeCaR cache size      317, 3606686 req, miss ratio 0.5319, byte miss ratio 0.5319
result/tencentBlock.ns13573.oracleGeneral.zst LeCaR cache size      951, 3606686 req, miss ratio 0.4077, byte miss ratio 0.4077
result/tencentBlock.ns13573.oracleGeneral.zst LeCaR cache size     3173, 3606686 req, miss ratio 0.2471, byte miss ratio 0.2471
result/tencentBlock.ns13573.oracleGeneral.zst LeCaR cache size     9519, 3606686 req, miss ratio 0.2189, byte miss ratio 0.2189
result/tencentBlock.ns13573.oracleGeneral.zst LeCaR cache size    31732, 3606686 req, miss ratio 0.1446, byte miss ratio 0.1446
result/tencentBlock.ns13573.oracleGeneral.zst LeCaR cache size    63464, 3606686 req, miss ratio 0.1103, byte miss ratio 0.1103
result/tencentBlock.ns13573.oracleGeneral.zst LeCaR cache size   126929, 3606686 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns13573.oracleGeneral.zst LeCaR cache size   253859, 3606686 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns13573.oracleGeneral.zst ARC cache size      317, 3606686 req, miss ratio 0.5122, byte miss ratio 0.5122
result/tencentBlock.ns13573.oracleGeneral.zst ARC cache size      951, 3606686 req, miss ratio 0.3636, byte miss ratio 0.3636
result/tencentBlock.ns13573.oracleGeneral.zst ARC cache size     3173, 3606686 req, miss ratio 0.2422, byte miss ratio 0.2422
result/tencentBlock.ns13573.oracleGeneral.zst ARC cache size     9519, 3606686 req, miss ratio 0.2091, byte miss ratio 0.2091
result/tencentBlock.ns13573.oracleGeneral.zst ARC cache size    31732, 3606686 req, miss ratio 0.1487, byte miss ratio 0.1487
result/tencentBlock.ns13573.oracleGeneral.zst ARC cache size    63464, 3606686 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns13573.oracleGeneral.zst ARC cache size   126929, 3606686 req, miss ratio 0.0909, byte miss ratio 0.0909
result/tencentBlock.ns13573.oracleGeneral.zst ARC cache size   253859, 3606686 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns13573.oracleGeneral.zst FIFO cache size      317, 3606686 req, miss ratio 0.6263, byte miss ratio 0.6263
result/tencentBlock.ns13573.oracleGeneral.zst FIFO cache size      951, 3606686 req, miss ratio 0.4553, byte miss ratio 0.4553
result/tencentBlock.ns13573.oracleGeneral.zst FIFO cache size     3173, 3606686 req, miss ratio 0.3146, byte miss ratio 0.3146
result/tencentBlock.ns13573.oracleGeneral.zst FIFO cache size     9519, 3606686 req, miss ratio 0.2432, byte miss ratio 0.2432
result/tencentBlock.ns13573.oracleGeneral.zst FIFO cache size    31732, 3606686 req, miss ratio 0.1585, byte miss ratio 0.1585
result/tencentBlock.ns13573.oracleGeneral.zst FIFO cache size    63464, 3606686 req, miss ratio 0.1198, byte miss ratio 0.1198
result/tencentBlock.ns13573.oracleGeneral.zst FIFO cache size   126929, 3606686 req, miss ratio 0.1016, byte miss ratio 0.1016
result/tencentBlock.ns13573.oracleGeneral.zst FIFO cache size   253859, 3606686 req, miss ratio 0.0925, byte miss ratio 0.0925
result/tencentBlock.ns13573.oracleGeneral.zst clock2 cache size      317, 3606686 req, miss ratio 0.5320, byte miss ratio 0.5320
result/tencentBlock.ns13573.oracleGeneral.zst clock2 cache size      951, 3606686 req, miss ratio 0.4055, byte miss ratio 0.4055
