result/tencentBlock.ns20671.oracleGeneral.zst Cacheus cache size      471, 4149115 req, miss ratio 0.5008, byte miss ratio 0.5008
result/tencentBlock.ns20671.oracleGeneral.zst Cacheus cache size     1415, 4149115 req, miss ratio 0.3951, byte miss ratio 0.3951
result/tencentBlock.ns20671.oracleGeneral.zst Cacheus cache size     4719, 4149115 req, miss ratio 0.3096, byte miss ratio 0.3096
result/tencentBlock.ns20671.oracleGeneral.zst Cacheus cache size    14159, 4149115 req, miss ratio 0.2739, byte miss ratio 0.2739
result/tencentBlock.ns20671.oracleGeneral.zst Cacheus cache size    47197, 4149115 req, miss ratio 0.2218, byte miss ratio 0.2218
result/tencentBlock.ns20671.oracleGeneral.zst Cacheus cache size    94394, 4149115 req, miss ratio 0.1808, byte miss ratio 0.1808
result/tencentBlock.ns20671.oracleGeneral.zst Cacheus cache size   188788, 4149115 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns20671.oracleGeneral.zst Cacheus cache size   377576, 4149115 req, miss ratio 0.1146, byte miss ratio 0.1146
result/tencentBlock.ns20671.oracleGeneral.zst clock2 cache size      471, 4149115 req, miss ratio 0.5198, byte miss ratio 0.5198
result/tencentBlock.ns20671.oracleGeneral.zst clock2 cache size     1415, 4149115 req, miss ratio 0.4284, byte miss ratio 0.4284
result/tencentBlock.ns20671.oracleGeneral.zst clock2 cache size     4719, 4149115 req, miss ratio 0.3135, byte miss ratio 0.3135
result/tencentBlock.ns20671.oracleGeneral.zst clock2 cache size    14159, 4149115 req, miss ratio 0.2931, byte miss ratio 0.2931
result/tencentBlock.ns20671.oracleGeneral.zst clock2 cache size    47197, 4149115 req, miss ratio 0.2299, byte miss ratio 0.2299
result/tencentBlock.ns20671.oracleGeneral.zst clock2 cache size    94394, 4149115 req, miss ratio 0.1997, byte miss ratio 0.1997
result/tencentBlock.ns20671.oracleGeneral.zst clock2 cache size   188788, 4149115 req, miss ratio 0.1337, byte miss ratio 0.1337
result/tencentBlock.ns20671.oracleGeneral.zst clock2 cache size   377576, 4149115 req, miss ratio 0.1148, byte miss ratio 0.1148
result/tencentBlock.ns20671.oracleGeneral.zst ARC cache size      471, 4149115 req, miss ratio 0.5037, byte miss ratio 0.5037
result/tencentBlock.ns20671.oracleGeneral.zst ARC cache size     1415, 4149115 req, miss ratio 0.3784, byte miss ratio 0.3784
result/tencentBlock.ns20671.oracleGeneral.zst ARC cache size     4719, 4149115 req, miss ratio 0.3093, byte miss ratio 0.3093
result/tencentBlock.ns20671.oracleGeneral.zst ARC cache size    14159, 4149115 req, miss ratio 0.2752, byte miss ratio 0.2752
result/tencentBlock.ns20671.oracleGeneral.zst ARC cache size    47197, 4149115 req, miss ratio 0.2223, byte miss ratio 0.2223
result/tencentBlock.ns20671.oracleGeneral.zst ARC cache size    94394, 4149115 req, miss ratio 0.1740, byte miss ratio 0.1740
