result/tencentBlock.ns4956.oracleGeneral.zst LRU cache size      165, 3921930 req, miss ratio 0.3438, byte miss ratio 0.3438
result/tencentBlock.ns4956.oracleGeneral.zst LRU cache size      497, 3921930 req, miss ratio 0.2199, byte miss ratio 0.2199
result/tencentBlock.ns4956.oracleGeneral.zst LRU cache size     1658, 3921930 req, miss ratio 0.1837, byte miss ratio 0.1837
result/tencentBlock.ns4956.oracleGeneral.zst LRU cache size     4974, 3921930 req, miss ratio 0.1660, byte miss ratio 0.1660
result/tencentBlock.ns4956.oracleGeneral.zst LRU cache size    16581, 3921930 req, miss ratio 0.1438, byte miss ratio 0.1438
result/tencentBlock.ns4956.oracleGeneral.zst LRU cache size    33162, 3921930 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns4956.oracleGeneral.zst LRU cache size    66325, 3921930 req, miss ratio 0.0706, byte miss ratio 0.0706
result/tencentBlock.ns4956.oracleGeneral.zst LRU cache size   132650, 3921930 req, miss ratio 0.0428, byte miss ratio 0.0428
result/tencentBlock.ns4956.oracleGeneral.zst FIFO cache size      165, 3921930 req, miss ratio 0.4046, byte miss ratio 0.4046
result/tencentBlock.ns4956.oracleGeneral.zst FIFO cache size      497, 3921930 req, miss ratio 0.2660, byte miss ratio 0.2660
result/tencentBlock.ns4956.oracleGeneral.zst FIFO cache size     1658, 3921930 req, miss ratio 0.2045, byte miss ratio 0.2045
result/tencentBlock.ns4956.oracleGeneral.zst FIFO cache size     4974, 3921930 req, miss ratio 0.1769, byte miss ratio 0.1769
result/tencentBlock.ns4956.oracleGeneral.zst FIFO cache size    16581, 3921930 req, miss ratio 0.1522, byte miss ratio 0.1522
result/tencentBlock.ns4956.oracleGeneral.zst FIFO cache size    33162, 3921930 req, miss ratio 0.1409, byte miss ratio 0.1409
result/tencentBlock.ns4956.oracleGeneral.zst FIFO cache size    66325, 3921930 req, miss ratio 0.0837, byte miss ratio 0.0837
result/tencentBlock.ns4956.oracleGeneral.zst FIFO cache size   132650, 3921930 req, miss ratio 0.0522, byte miss ratio 0.0522
result/tencentBlock.ns4956.oracleGeneral.zst Cacheus cache size      165, 3921930 req, miss ratio 0.3137, byte miss ratio 0.3137
result/tencentBlock.ns4956.oracleGeneral.zst Cacheus cache size      497, 3921930 req, miss ratio 0.2051, byte miss ratio 0.2051
result/tencentBlock.ns4956.oracleGeneral.zst Cacheus cache size     1658, 3921930 req, miss ratio 0.1746, byte miss ratio 0.1746
result/tencentBlock.ns4956.oracleGeneral.zst Cacheus cache size     4974, 3921930 req, miss ratio 0.1539, byte miss ratio 0.1539
result/tencentBlock.ns4956.oracleGeneral.zst Cacheus cache size    16581, 3921930 req, miss ratio 0.1380, byte miss ratio 0.1380
result/tencentBlock.ns4956.oracleGeneral.zst Cacheus cache size    33162, 3921930 req, miss ratio 0.1169, byte miss ratio 0.1169
result/tencentBlock.ns4956.oracleGeneral.zst Cacheus cache size    66325, 3921930 req, miss ratio 0.0695, byte miss ratio 0.0695
result/tencentBlock.ns4956.oracleGeneral.zst Cacheus cache size   132650, 3921930 req, miss ratio 0.0431, byte miss ratio 0.0431
result/tencentBlock.ns4956.oracleGeneral.zst Clock cache size      165, 3921930 req, miss ratio 0.3344, byte miss ratio 0.3344
result/tencentBlock.ns4956.oracleGeneral.zst Clock cache size      497, 3921930 req, miss ratio 0.2163, byte miss ratio 0.2163
result/tencentBlock.ns4956.oracleGeneral.zst Clock cache size     1658, 3921930 req, miss ratio 0.1823, byte miss ratio 0.1823
result/tencentBlock.ns4956.oracleGeneral.zst Clock cache size     4974, 3921930 req, miss ratio 0.1657, byte miss ratio 0.1657
