result/tencentBlock.ns19784.oracleGeneral.zst LIRS cache size      222, 1596793 req, miss ratio 0.5184, byte miss ratio 0.5184
result/tencentBlock.ns19784.oracleGeneral.zst LIRS cache size      666, 1596793 req, miss ratio 0.5093, byte miss ratio 0.5093
result/tencentBlock.ns19784.oracleGeneral.zst LIRS cache size     2223, 1596793 req, miss ratio 0.4967, byte miss ratio 0.4967
result/tencentBlock.ns19784.oracleGeneral.zst LIRS cache size     6669, 1596793 req, miss ratio 0.4526, byte miss ratio 0.4526
result/tencentBlock.ns19784.oracleGeneral.zst LIRS cache size    22231, 1596793 req, miss ratio 0.3527, byte miss ratio 0.3527
result/tencentBlock.ns19784.oracleGeneral.zst LIRS cache size    44462, 1596793 req, miss ratio 0.2346, byte miss ratio 0.2346
result/tencentBlock.ns19784.oracleGeneral.zst LIRS cache size    88924, 1596793 req, miss ratio 0.1544, byte miss ratio 0.1544
result/tencentBlock.ns19784.oracleGeneral.zst LIRS cache size   177848, 1596793 req, miss ratio 0.1410, byte miss ratio 0.1410
result/tencentBlock.ns19784.oracleGeneral.zst LHD cache size      222, 1596793 req, miss ratio 0.4952, byte miss ratio 0.4952
result/tencentBlock.ns19784.oracleGeneral.zst LHD cache size      666, 1596793 req, miss ratio 0.4660, byte miss ratio 0.4660
result/tencentBlock.ns19784.oracleGeneral.zst LHD cache size     2223, 1596793 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns19784.oracleGeneral.zst LHD cache size     6669, 1596793 req, miss ratio 0.4505, byte miss ratio 0.4505
result/tencentBlock.ns19784.oracleGeneral.zst LHD cache size    22231, 1596793 req, miss ratio 0.3991, byte miss ratio 0.3991
result/tencentBlock.ns19784.oracleGeneral.zst LHD cache size    44462, 1596793 req, miss ratio 0.2827, byte miss ratio 0.2827
result/tencentBlock.ns19784.oracleGeneral.zst LHD cache size    88924, 1596793 req, miss ratio 0.1603, byte miss ratio 0.1603
result/tencentBlock.ns19784.oracleGeneral.zst LHD cache size   177848, 1596793 req, miss ratio 0.1404, byte miss ratio 0.1404
result/tencentBlock.ns19784.oracleGeneral.zst LRU cache size      222, 1596793 req, miss ratio 0.5035, byte miss ratio 0.5035
result/tencentBlock.ns19784.oracleGeneral.zst LRU cache size      666, 1596793 req, miss ratio 0.4671, byte miss ratio 0.4671
result/tencentBlock.ns19784.oracleGeneral.zst LRU cache size     2223, 1596793 req, miss ratio 0.4574, byte miss ratio 0.4574
result/tencentBlock.ns19784.oracleGeneral.zst LRU cache size     6669, 1596793 req, miss ratio 0.4551, byte miss ratio 0.4551
result/tencentBlock.ns19784.oracleGeneral.zst LRU cache size    22231, 1596793 req, miss ratio 0.4128, byte miss ratio 0.4128
result/tencentBlock.ns19784.oracleGeneral.zst LRU cache size    44462, 1596793 req, miss ratio 0.2851, byte miss ratio 0.2851
result/tencentBlock.ns19784.oracleGeneral.zst LRU cache size    88924, 1596793 req, miss ratio 0.1605, byte miss ratio 0.1605
result/tencentBlock.ns19784.oracleGeneral.zst LRU cache size   177848, 1596793 req, miss ratio 0.1398, byte miss ratio 0.1398
result/tencentBlock.ns19784.oracleGeneral.zst ARC cache size      222, 1596793 req, miss ratio 0.4745, byte miss ratio 0.4745
result/tencentBlock.ns19784.oracleGeneral.zst ARC cache size      666, 1596793 req, miss ratio 0.4588, byte miss ratio 0.4588
result/tencentBlock.ns19784.oracleGeneral.zst ARC cache size     2223, 1596793 req, miss ratio 0.4563, byte miss ratio 0.4563
result/tencentBlock.ns19784.oracleGeneral.zst ARC cache size     6669, 1596793 req, miss ratio 0.4471, byte miss ratio 0.4471
result/tencentBlock.ns19784.oracleGeneral.zst ARC cache size    22231, 1596793 req, miss ratio 0.3676, byte miss ratio 0.3676
result/tencentBlock.ns19784.oracleGeneral.zst ARC cache size    44462, 1596793 req, miss ratio 0.2442, byte miss ratio 0.2442
result/tencentBlock.ns19784.oracleGeneral.zst ARC cache size    88924, 1596793 req, miss ratio 0.1536, byte miss ratio 0.1536
result/tencentBlock.ns19784.oracleGeneral.zst ARC cache size   177848, 1596793 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns19784.oracleGeneral.zst Cacheus cache size      222, 1596793 req, miss ratio 0.4770, byte miss ratio 0.4770
result/tencentBlock.ns19784.oracleGeneral.zst Cacheus cache size      666, 1596793 req, miss ratio 0.4587, byte miss ratio 0.4587
result/tencentBlock.ns19784.oracleGeneral.zst Cacheus cache size     2223, 1596793 req, miss ratio 0.4561, byte miss ratio 0.4561
result/tencentBlock.ns19784.oracleGeneral.zst Cacheus cache size     6669, 1596793 req, miss ratio 0.4490, byte miss ratio 0.4490
result/tencentBlock.ns19784.oracleGeneral.zst Cacheus cache size    22231, 1596793 req, miss ratio 0.3971, byte miss ratio 0.3971
result/tencentBlock.ns19784.oracleGeneral.zst Cacheus cache size    44462, 1596793 req, miss ratio 0.2574, byte miss ratio 0.2574
result/tencentBlock.ns19784.oracleGeneral.zst Cacheus cache size    88924, 1596793 req, miss ratio 0.1605, byte miss ratio 0.1605
result/tencentBlock.ns19784.oracleGeneral.zst Cacheus cache size   177848, 1596793 req, miss ratio 0.1405, byte miss ratio 0.1405
result/tencentBlock.ns19784.oracleGeneral.zst FIFO cache size      222, 1596793 req, miss ratio 0.6026, byte miss ratio 0.6026
result/tencentBlock.ns19784.oracleGeneral.zst FIFO cache size      666, 1596793 req, miss ratio 0.5088, byte miss ratio 0.5088
result/tencentBlock.ns19784.oracleGeneral.zst FIFO cache size     2223, 1596793 req, miss ratio 0.4718, byte miss ratio 0.4718
result/tencentBlock.ns19784.oracleGeneral.zst FIFO cache size     6669, 1596793 req, miss ratio 0.4602, byte miss ratio 0.4602
result/tencentBlock.ns19784.oracleGeneral.zst FIFO cache size    22231, 1596793 req, miss ratio 0.4182, byte miss ratio 0.4182
result/tencentBlock.ns19784.oracleGeneral.zst FIFO cache size    44462, 1596793 req, miss ratio 0.3212, byte miss ratio 0.3212
result/tencentBlock.ns19784.oracleGeneral.zst FIFO cache size    88924, 1596793 req, miss ratio 0.2076, byte miss ratio 0.2076
result/tencentBlock.ns19784.oracleGeneral.zst FIFO cache size   177848, 1596793 req, miss ratio 0.1580, byte miss ratio 0.1580
result/tencentBlock.ns19784.oracleGeneral.zst S3FIFO-1 cache size      222, 1596793 req, miss ratio 0.5054, byte miss ratio 0.5054
result/tencentBlock.ns19784.oracleGeneral.zst S3FIFO-1 cache size      666, 1596793 req, miss ratio 0.4654, byte miss ratio 0.4654
result/tencentBlock.ns19784.oracleGeneral.zst S3FIFO-1 cache size     2223, 1596793 req, miss ratio 0.4562, byte miss ratio 0.4562
result/tencentBlock.ns19784.oracleGeneral.zst S3FIFO-1 cache size     6669, 1596793 req, miss ratio 0.4445, byte miss ratio 0.4445
result/tencentBlock.ns19784.oracleGeneral.zst S3FIFO-1 cache size    22231, 1596793 req, miss ratio 0.3742, byte miss ratio 0.3742
result/tencentBlock.ns19784.oracleGeneral.zst S3FIFO-1 cache size    44462, 1596793 req, miss ratio 0.2507, byte miss ratio 0.2507
result/tencentBlock.ns19784.oracleGeneral.zst S3FIFO-1 cache size    88924, 1596793 req, miss ratio 0.1546, byte miss ratio 0.1546
result/tencentBlock.ns19784.oracleGeneral.zst S3FIFO-1 cache size   177848, 1596793 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns19784.oracleGeneral.zst Clock cache size      222, 1596793 req, miss ratio 0.5005, byte miss ratio 0.5005
result/tencentBlock.ns19784.oracleGeneral.zst Clock cache size      666, 1596793 req, miss ratio 0.4661, byte miss ratio 0.4661
result/tencentBlock.ns19784.oracleGeneral.zst Clock cache size     2223, 1596793 req, miss ratio 0.4571, byte miss ratio 0.4571
result/tencentBlock.ns19784.oracleGeneral.zst Clock cache size     6669, 1596793 req, miss ratio 0.4552, byte miss ratio 0.4552
result/tencentBlock.ns19784.oracleGeneral.zst Clock cache size    22231, 1596793 req, miss ratio 0.4129, byte miss ratio 0.4129
result/tencentBlock.ns19784.oracleGeneral.zst Clock cache size    44462, 1596793 req, miss ratio 0.2944, byte miss ratio 0.2944
result/tencentBlock.ns19784.oracleGeneral.zst Clock cache size    88924, 1596793 req, miss ratio 0.1616, byte miss ratio 0.1616
result/tencentBlock.ns19784.oracleGeneral.zst Clock cache size   177848, 1596793 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns19784.oracleGeneral.zst LeCaR cache size      222, 1596793 req, miss ratio 0.4971, byte miss ratio 0.4971
result/tencentBlock.ns19784.oracleGeneral.zst LeCaR cache size      666, 1596793 req, miss ratio 0.4647, byte miss ratio 0.4647
result/tencentBlock.ns19784.oracleGeneral.zst LeCaR cache size     2223, 1596793 req, miss ratio 0.4570, byte miss ratio 0.4570
result/tencentBlock.ns19784.oracleGeneral.zst LeCaR cache size     6669, 1596793 req, miss ratio 0.4551, byte miss ratio 0.4551
