result/tencentBlock.ns12351.oracleGeneral.zst LRU cache size      529, 5481855 req, miss ratio 0.5403, byte miss ratio 0.5403
result/tencentBlock.ns12351.oracleGeneral.zst LRU cache size     1587, 5481855 req, miss ratio 0.4601, byte miss ratio 0.4601
result/tencentBlock.ns12351.oracleGeneral.zst LRU cache size     5292, 5481855 req, miss ratio 0.3598, byte miss ratio 0.3598
result/tencentBlock.ns12351.oracleGeneral.zst LRU cache size    15876, 5481855 req, miss ratio 0.3174, byte miss ratio 0.3174
result/tencentBlock.ns12351.oracleGeneral.zst LRU cache size    52922, 5481855 req, miss ratio 0.2211, byte miss ratio 0.2211
result/tencentBlock.ns12351.oracleGeneral.zst LRU cache size   105845, 5481855 req, miss ratio 0.1525, byte miss ratio 0.1525
result/tencentBlock.ns12351.oracleGeneral.zst LRU cache size   211690, 5481855 req, miss ratio 0.1093, byte miss ratio 0.1093
result/tencentBlock.ns12351.oracleGeneral.zst LRU cache size   423381, 5481855 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns12351.oracleGeneral.zst FIFO cache size      529, 5481855 req, miss ratio 0.6058, byte miss ratio 0.6058
result/tencentBlock.ns12351.oracleGeneral.zst FIFO cache size     1587, 5481855 req, miss ratio 0.4959, byte miss ratio 0.4959
result/tencentBlock.ns12351.oracleGeneral.zst FIFO cache size     5292, 5481855 req, miss ratio 0.4012, byte miss ratio 0.4012
result/tencentBlock.ns12351.oracleGeneral.zst FIFO cache size    15876, 5481855 req, miss ratio 0.3382, byte miss ratio 0.3382
result/tencentBlock.ns12351.oracleGeneral.zst FIFO cache size    52922, 5481855 req, miss ratio 0.2427, byte miss ratio 0.2427
result/tencentBlock.ns12351.oracleGeneral.zst FIFO cache size   105845, 5481855 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns12351.oracleGeneral.zst FIFO cache size   211690, 5481855 req, miss ratio 0.1295, byte miss ratio 0.1295
result/tencentBlock.ns12351.oracleGeneral.zst FIFO cache size   423381, 5481855 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns12351.oracleGeneral.zst LeCaR cache size      529, 5481855 req, miss ratio 0.5365, byte miss ratio 0.5365
result/tencentBlock.ns12351.oracleGeneral.zst LeCaR cache size     1587, 5481855 req, miss ratio 0.4555, byte miss ratio 0.4555
result/tencentBlock.ns12351.oracleGeneral.zst LeCaR cache size     5292, 5481855 req, miss ratio 0.3484, byte miss ratio 0.3484
result/tencentBlock.ns12351.oracleGeneral.zst LeCaR cache size    15876, 5481855 req, miss ratio 0.3159, byte miss ratio 0.3159
result/tencentBlock.ns12351.oracleGeneral.zst LeCaR cache size    52922, 5481855 req, miss ratio 0.2183, byte miss ratio 0.2183
result/tencentBlock.ns12351.oracleGeneral.zst LeCaR cache size   105845, 5481855 req, miss ratio 0.1526, byte miss ratio 0.1526
result/tencentBlock.ns12351.oracleGeneral.zst LeCaR cache size   211690, 5481855 req, miss ratio 0.1118, byte miss ratio 0.1118
result/tencentBlock.ns12351.oracleGeneral.zst LeCaR cache size   423381, 5481855 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns12351.oracleGeneral.zst clock2 cache size      529, 5481855 req, miss ratio 0.5409, byte miss ratio 0.5409
result/tencentBlock.ns12351.oracleGeneral.zst clock2 cache size     1587, 5481855 req, miss ratio 0.4619, byte miss ratio 0.4619
result/tencentBlock.ns12351.oracleGeneral.zst clock2 cache size     5292, 5481855 req, miss ratio 0.3524, byte miss ratio 0.3524
result/tencentBlock.ns12351.oracleGeneral.zst clock2 cache size    15876, 5481855 req, miss ratio 0.3243, byte miss ratio 0.3243
result/tencentBlock.ns12351.oracleGeneral.zst clock2 cache size    52922, 5481855 req, miss ratio 0.2362, byte miss ratio 0.2362
result/tencentBlock.ns12351.oracleGeneral.zst clock2 cache size   105845, 5481855 req, miss ratio 0.1694, byte miss ratio 0.1694
result/tencentBlock.ns12351.oracleGeneral.zst clock2 cache size   211690, 5481855 req, miss ratio 0.1185, byte miss ratio 0.1185
result/tencentBlock.ns12351.oracleGeneral.zst clock2 cache size   423381, 5481855 req, miss ratio 0.0973, byte miss ratio 0.0973
result/tencentBlock.ns12351.oracleGeneral.zst S3FIFO-1 cache size      529, 5481855 req, miss ratio 0.5372, byte miss ratio 0.5372
