result/tencentBlock.ns15154.oracleGeneral.zst LIRS cache size      283, 1670627 req, miss ratio 0.6065, byte miss ratio 0.6065
result/tencentBlock.ns15154.oracleGeneral.zst LIRS cache size      851, 1670627 req, miss ratio 0.5554, byte miss ratio 0.5554
result/tencentBlock.ns15154.oracleGeneral.zst LIRS cache size     2836, 1670627 req, miss ratio 0.5375, byte miss ratio 0.5375
result/tencentBlock.ns15154.oracleGeneral.zst LIRS cache size     8510, 1670627 req, miss ratio 0.5233, byte miss ratio 0.5233
result/tencentBlock.ns15154.oracleGeneral.zst LIRS cache size    28369, 1670627 req, miss ratio 0.4287, byte miss ratio 0.4287
result/tencentBlock.ns15154.oracleGeneral.zst LIRS cache size    56738, 1670627 req, miss ratio 0.3273, byte miss ratio 0.3273
result/tencentBlock.ns15154.oracleGeneral.zst LIRS cache size   113477, 1670627 req, miss ratio 0.1869, byte miss ratio 0.1869
result/tencentBlock.ns15154.oracleGeneral.zst LIRS cache size   226954, 1670627 req, miss ratio 0.1708, byte miss ratio 0.1708
result/tencentBlock.ns15154.oracleGeneral.zst LeCaR cache size      283, 1670627 req, miss ratio 0.5394, byte miss ratio 0.5394
result/tencentBlock.ns15154.oracleGeneral.zst LeCaR cache size      851, 1670627 req, miss ratio 0.5349, byte miss ratio 0.5349
result/tencentBlock.ns15154.oracleGeneral.zst LeCaR cache size     2836, 1670627 req, miss ratio 0.5319, byte miss ratio 0.5319
result/tencentBlock.ns15154.oracleGeneral.zst LeCaR cache size     8510, 1670627 req, miss ratio 0.5312, byte miss ratio 0.5312
result/tencentBlock.ns15154.oracleGeneral.zst LeCaR cache size    28369, 1670627 req, miss ratio 0.4585, byte miss ratio 0.4585
result/tencentBlock.ns15154.oracleGeneral.zst LeCaR cache size    56738, 1670627 req, miss ratio 0.3353, byte miss ratio 0.3353
result/tencentBlock.ns15154.oracleGeneral.zst LeCaR cache size   113477, 1670627 req, miss ratio 0.1882, byte miss ratio 0.1882
result/tencentBlock.ns15154.oracleGeneral.zst LeCaR cache size   226954, 1670627 req, miss ratio 0.1698, byte miss ratio 0.1698
result/tencentBlock.ns15154.oracleGeneral.zst Clock cache size      283, 1670627 req, miss ratio 0.5408, byte miss ratio 0.5408
result/tencentBlock.ns15154.oracleGeneral.zst Clock cache size      851, 1670627 req, miss ratio 0.5351, byte miss ratio 0.5351
result/tencentBlock.ns15154.oracleGeneral.zst Clock cache size     2836, 1670627 req, miss ratio 0.5322, byte miss ratio 0.5322
result/tencentBlock.ns15154.oracleGeneral.zst Clock cache size     8510, 1670627 req, miss ratio 0.5313, byte miss ratio 0.5313
result/tencentBlock.ns15154.oracleGeneral.zst Clock cache size    28369, 1670627 req, miss ratio 0.4659, byte miss ratio 0.4659
result/tencentBlock.ns15154.oracleGeneral.zst Clock cache size    56738, 1670627 req, miss ratio 0.3976, byte miss ratio 0.3976
result/tencentBlock.ns15154.oracleGeneral.zst Clock cache size   113477, 1670627 req, miss ratio 0.2061, byte miss ratio 0.2061
result/tencentBlock.ns15154.oracleGeneral.zst Clock cache size   226954, 1670627 req, miss ratio 0.1698, byte miss ratio 0.1698
result/tencentBlock.ns15154.oracleGeneral.zst LHD cache size      283, 1670627 req, miss ratio 0.5417, byte miss ratio 0.5417
result/tencentBlock.ns15154.oracleGeneral.zst LHD cache size      851, 1670627 req, miss ratio 0.5349, byte miss ratio 0.5349
