result/tencentBlock.ns20326.oracleGeneral.zst FIFO cache size      116, 2619475 req, miss ratio 0.4531, byte miss ratio 0.4531
result/tencentBlock.ns20326.oracleGeneral.zst FIFO cache size      348, 2619475 req, miss ratio 0.3692, byte miss ratio 0.3692
result/tencentBlock.ns20326.oracleGeneral.zst FIFO cache size     1162, 2619475 req, miss ratio 0.3169, byte miss ratio 0.3169
result/tencentBlock.ns20326.oracleGeneral.zst FIFO cache size     3487, 2619475 req, miss ratio 0.2749, byte miss ratio 0.2749
result/tencentBlock.ns20326.oracleGeneral.zst FIFO cache size    11625, 2619475 req, miss ratio 0.2390, byte miss ratio 0.2390
result/tencentBlock.ns20326.oracleGeneral.zst FIFO cache size    23251, 2619475 req, miss ratio 0.1429, byte miss ratio 0.1429
result/tencentBlock.ns20326.oracleGeneral.zst FIFO cache size    46502, 2619475 req, miss ratio 0.0761, byte miss ratio 0.0761
result/tencentBlock.ns20326.oracleGeneral.zst FIFO cache size    93005, 2619475 req, miss ratio 0.0488, byte miss ratio 0.0488
result/tencentBlock.ns20326.oracleGeneral.zst LeCaR cache size      116, 2619475 req, miss ratio 0.3906, byte miss ratio 0.3906
result/tencentBlock.ns20326.oracleGeneral.zst LeCaR cache size      348, 2619475 req, miss ratio 0.3368, byte miss ratio 0.3368
result/tencentBlock.ns20326.oracleGeneral.zst LeCaR cache size     1162, 2619475 req, miss ratio 0.2944, byte miss ratio 0.2944
result/tencentBlock.ns20326.oracleGeneral.zst LeCaR cache size     3487, 2619475 req, miss ratio 0.2508, byte miss ratio 0.2508
result/tencentBlock.ns20326.oracleGeneral.zst LeCaR cache size    11625, 2619475 req, miss ratio 0.2218, byte miss ratio 0.2218
result/tencentBlock.ns20326.oracleGeneral.zst LeCaR cache size    23251, 2619475 req, miss ratio 0.1185, byte miss ratio 0.1185
result/tencentBlock.ns20326.oracleGeneral.zst LeCaR cache size    46502, 2619475 req, miss ratio 0.0627, byte miss ratio 0.0627
result/tencentBlock.ns20326.oracleGeneral.zst LeCaR cache size    93005, 2619475 req, miss ratio 0.0451, byte miss ratio 0.0451
result/tencentBlock.ns20326.oracleGeneral.zst clock2 cache size      116, 2619475 req, miss ratio 0.3946, byte miss ratio 0.3946
result/tencentBlock.ns20326.oracleGeneral.zst clock2 cache size      348, 2619475 req, miss ratio 0.3388, byte miss ratio 0.3388
result/tencentBlock.ns20326.oracleGeneral.zst clock2 cache size     1162, 2619475 req, miss ratio 0.2978, byte miss ratio 0.2978
result/tencentBlock.ns20326.oracleGeneral.zst clock2 cache size     3487, 2619475 req, miss ratio 0.2616, byte miss ratio 0.2616
result/tencentBlock.ns20326.oracleGeneral.zst clock2 cache size    11625, 2619475 req, miss ratio 0.2295, byte miss ratio 0.2295
