result/tencentBlock.ns12694.oracleGeneral.zst LRU cache size      248, 5563260 req, miss ratio 0.7349, byte miss ratio 0.7349
result/tencentBlock.ns12694.oracleGeneral.zst LRU cache size      744, 5563260 req, miss ratio 0.6975, byte miss ratio 0.6975
result/tencentBlock.ns12694.oracleGeneral.zst LRU cache size     2483, 5563260 req, miss ratio 0.6683, byte miss ratio 0.6683
result/tencentBlock.ns12694.oracleGeneral.zst LRU cache size     7449, 5563260 req, miss ratio 0.5957, byte miss ratio 0.5957
result/tencentBlock.ns12694.oracleGeneral.zst LRU cache size    24831, 5563260 req, miss ratio 0.1909, byte miss ratio 0.1909
result/tencentBlock.ns12694.oracleGeneral.zst LRU cache size    49663, 5563260 req, miss ratio 0.1389, byte miss ratio 0.1389
result/tencentBlock.ns12694.oracleGeneral.zst LRU cache size    99326, 5563260 req, miss ratio 0.0812, byte miss ratio 0.0812
result/tencentBlock.ns12694.oracleGeneral.zst LRU cache size   198652, 5563260 req, miss ratio 0.0477, byte miss ratio 0.0477
result/tencentBlock.ns12694.oracleGeneral.zst clock2 cache size      248, 5563260 req, miss ratio 0.7259, byte miss ratio 0.7259
result/tencentBlock.ns12694.oracleGeneral.zst clock2 cache size      744, 5563260 req, miss ratio 0.6938, byte miss ratio 0.6938
result/tencentBlock.ns12694.oracleGeneral.zst clock2 cache size     2483, 5563260 req, miss ratio 0.6596, byte miss ratio 0.6596
result/tencentBlock.ns12694.oracleGeneral.zst clock2 cache size     7449, 5563260 req, miss ratio 0.5643, byte miss ratio 0.5643
result/tencentBlock.ns12694.oracleGeneral.zst clock2 cache size    24831, 5563260 req, miss ratio 0.1885, byte miss ratio 0.1885
result/tencentBlock.ns12694.oracleGeneral.zst clock2 cache size    49663, 5563260 req, miss ratio 0.1363, byte miss ratio 0.1363
result/tencentBlock.ns12694.oracleGeneral.zst clock2 cache size    99326, 5563260 req, miss ratio 0.1000, byte miss ratio 0.1000
result/tencentBlock.ns12694.oracleGeneral.zst clock2 cache size   198652, 5563260 req, miss ratio 0.0465, byte miss ratio 0.0465
result/tencentBlock.ns12694.oracleGeneral.zst FIFO cache size      248, 5563260 req, miss ratio 0.7635, byte miss ratio 0.7635
