result/tencentBlock.ns14140.oracleGeneral.zst LIRS cache size      195, 1331367 req, miss ratio 0.5442, byte miss ratio 0.5442
result/tencentBlock.ns14140.oracleGeneral.zst LIRS cache size      587, 1331367 req, miss ratio 0.5191, byte miss ratio 0.5191
result/tencentBlock.ns14140.oracleGeneral.zst LIRS cache size     1958, 1331367 req, miss ratio 0.4845, byte miss ratio 0.4845
result/tencentBlock.ns14140.oracleGeneral.zst LIRS cache size     5875, 1331367 req, miss ratio 0.4729, byte miss ratio 0.4729
result/tencentBlock.ns14140.oracleGeneral.zst LIRS cache size    19584, 1331367 req, miss ratio 0.4166, byte miss ratio 0.4166
result/tencentBlock.ns14140.oracleGeneral.zst LIRS cache size    39169, 1331367 req, miss ratio 0.3389, byte miss ratio 0.3389
result/tencentBlock.ns14140.oracleGeneral.zst LIRS cache size    78338, 1331367 req, miss ratio 0.2170, byte miss ratio 0.2170
result/tencentBlock.ns14140.oracleGeneral.zst LIRS cache size   156677, 1331367 req, miss ratio 0.1484, byte miss ratio 0.1484
result/tencentBlock.ns14140.oracleGeneral.zst LHD cache size      195, 1331367 req, miss ratio 0.4905, byte miss ratio 0.4905
result/tencentBlock.ns14140.oracleGeneral.zst LHD cache size      587, 1331367 req, miss ratio 0.4814, byte miss ratio 0.4814
result/tencentBlock.ns14140.oracleGeneral.zst LHD cache size     1958, 1331367 req, miss ratio 0.4778, byte miss ratio 0.4778
result/tencentBlock.ns14140.oracleGeneral.zst LHD cache size     5875, 1331367 req, miss ratio 0.4769, byte miss ratio 0.4769
result/tencentBlock.ns14140.oracleGeneral.zst LHD cache size    19584, 1331367 req, miss ratio 0.4407, byte miss ratio 0.4407
result/tencentBlock.ns14140.oracleGeneral.zst LHD cache size    39169, 1331367 req, miss ratio 0.3761, byte miss ratio 0.3761
result/tencentBlock.ns14140.oracleGeneral.zst LHD cache size    78338, 1331367 req, miss ratio 0.2235, byte miss ratio 0.2235
result/tencentBlock.ns14140.oracleGeneral.zst LHD cache size   156677, 1331367 req, miss ratio 0.1483, byte miss ratio 0.1483
result/tencentBlock.ns14140.oracleGeneral.zst clock2 cache size      195, 1331367 req, miss ratio 0.4870, byte miss ratio 0.4870
result/tencentBlock.ns14140.oracleGeneral.zst clock2 cache size      587, 1331367 req, miss ratio 0.4817, byte miss ratio 0.4817
result/tencentBlock.ns14140.oracleGeneral.zst clock2 cache size     1958, 1331367 req, miss ratio 0.4784, byte miss ratio 0.4784
result/tencentBlock.ns14140.oracleGeneral.zst clock2 cache size     5875, 1331367 req, miss ratio 0.4771, byte miss ratio 0.4771
result/tencentBlock.ns14140.oracleGeneral.zst clock2 cache size    19584, 1331367 req, miss ratio 0.4762, byte miss ratio 0.4762
result/tencentBlock.ns14140.oracleGeneral.zst clock2 cache size    39169, 1331367 req, miss ratio 0.4030, byte miss ratio 0.4030
result/tencentBlock.ns14140.oracleGeneral.zst clock2 cache size    78338, 1331367 req, miss ratio 0.2550, byte miss ratio 0.2550
result/tencentBlock.ns14140.oracleGeneral.zst clock2 cache size   156677, 1331367 req, miss ratio 0.1489, byte miss ratio 0.1489
result/tencentBlock.ns14140.oracleGeneral.zst FIFO cache size      195, 1331367 req, miss ratio 0.5819, byte miss ratio 0.5819
result/tencentBlock.ns14140.oracleGeneral.zst FIFO cache size      587, 1331367 req, miss ratio 0.5156, byte miss ratio 0.5156
