result/tencentBlock.ns11488.oracleGeneral.zst S3FIFO-1 cache size      326, 3560052 req, miss ratio 0.5282, byte miss ratio 0.5282
result/tencentBlock.ns11488.oracleGeneral.zst S3FIFO-1 cache size      978, 3560052 req, miss ratio 0.3791, byte miss ratio 0.3791
result/tencentBlock.ns11488.oracleGeneral.zst S3FIFO-1 cache size     3262, 3560052 req, miss ratio 0.2928, byte miss ratio 0.2928
result/tencentBlock.ns11488.oracleGeneral.zst S3FIFO-1 cache size     9788, 3560052 req, miss ratio 0.2619, byte miss ratio 0.2619
result/tencentBlock.ns11488.oracleGeneral.zst S3FIFO-1 cache size    32628, 3560052 req, miss ratio 0.2198, byte miss ratio 0.2198
result/tencentBlock.ns11488.oracleGeneral.zst S3FIFO-1 cache size    65256, 3560052 req, miss ratio 0.1769, byte miss ratio 0.1769
result/tencentBlock.ns11488.oracleGeneral.zst S3FIFO-1 cache size   130512, 3560052 req, miss ratio 0.1138, byte miss ratio 0.1138
result/tencentBlock.ns11488.oracleGeneral.zst S3FIFO-1 cache size   261025, 3560052 req, miss ratio 0.0927, byte miss ratio 0.0927
result/tencentBlock.ns11488.oracleGeneral.zst LHD cache size      326, 3560052 req, miss ratio 0.5302, byte miss ratio 0.5302
result/tencentBlock.ns11488.oracleGeneral.zst LHD cache size      978, 3560052 req, miss ratio 0.4280, byte miss ratio 0.4280
result/tencentBlock.ns11488.oracleGeneral.zst LHD cache size     3262, 3560052 req, miss ratio 0.2989, byte miss ratio 0.2989
result/tencentBlock.ns11488.oracleGeneral.zst LHD cache size     9788, 3560052 req, miss ratio 0.2700, byte miss ratio 0.2700
result/tencentBlock.ns11488.oracleGeneral.zst LHD cache size    32628, 3560052 req, miss ratio 0.2190, byte miss ratio 0.2190
result/tencentBlock.ns11488.oracleGeneral.zst LHD cache size    65256, 3560052 req, miss ratio 0.1684, byte miss ratio 0.1684
result/tencentBlock.ns11488.oracleGeneral.zst LHD cache size   130512, 3560052 req, miss ratio 0.1128, byte miss ratio 0.1128
result/tencentBlock.ns11488.oracleGeneral.zst LHD cache size   261025, 3560052 req, miss ratio 0.0928, byte miss ratio 0.0928
result/tencentBlock.ns11488.oracleGeneral.zst clock2 cache size      326, 3560052 req, miss ratio 0.5340, byte miss ratio 0.5340
result/tencentBlock.ns11488.oracleGeneral.zst clock2 cache size      978, 3560052 req, miss ratio 0.4360, byte miss ratio 0.4360
result/tencentBlock.ns11488.oracleGeneral.zst clock2 cache size     3262, 3560052 req, miss ratio 0.3010, byte miss ratio 0.3010
result/tencentBlock.ns11488.oracleGeneral.zst clock2 cache size     9788, 3560052 req, miss ratio 0.2762, byte miss ratio 0.2762
result/tencentBlock.ns11488.oracleGeneral.zst clock2 cache size    32628, 3560052 req, miss ratio 0.2227, byte miss ratio 0.2227
result/tencentBlock.ns11488.oracleGeneral.zst clock2 cache size    65256, 3560052 req, miss ratio 0.1916, byte miss ratio 0.1916
result/tencentBlock.ns11488.oracleGeneral.zst clock2 cache size   130512, 3560052 req, miss ratio 0.1235, byte miss ratio 0.1235
result/tencentBlock.ns11488.oracleGeneral.zst clock2 cache size   261025, 3560052 req, miss ratio 0.0927, byte miss ratio 0.0927
result/tencentBlock.ns11488.oracleGeneral.zst FIFO cache size      326, 3560052 req, miss ratio 0.6359, byte miss ratio 0.6359
result/tencentBlock.ns11488.oracleGeneral.zst FIFO cache size      978, 3560052 req, miss ratio 0.4861, byte miss ratio 0.4861
result/tencentBlock.ns11488.oracleGeneral.zst FIFO cache size     3262, 3560052 req, miss ratio 0.3662, byte miss ratio 0.3662
result/tencentBlock.ns11488.oracleGeneral.zst FIFO cache size     9788, 3560052 req, miss ratio 0.3030, byte miss ratio 0.3030
result/tencentBlock.ns11488.oracleGeneral.zst FIFO cache size    32628, 3560052 req, miss ratio 0.2348, byte miss ratio 0.2348
result/tencentBlock.ns11488.oracleGeneral.zst FIFO cache size    65256, 3560052 req, miss ratio 0.1825, byte miss ratio 0.1825
result/tencentBlock.ns11488.oracleGeneral.zst FIFO cache size   130512, 3560052 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns11488.oracleGeneral.zst FIFO cache size   261025, 3560052 req, miss ratio 0.1016, byte miss ratio 0.1016
result/tencentBlock.ns11488.oracleGeneral.zst LRU cache size      326, 3560052 req, miss ratio 0.5452, byte miss ratio 0.5452
result/tencentBlock.ns11488.oracleGeneral.zst LRU cache size      978, 3560052 req, miss ratio 0.4417, byte miss ratio 0.4417
