result/tencentBlock.ns11867.oracleGeneral.zst LeCaR cache size      173, 5103417 req, miss ratio 0.4202, byte miss ratio 0.4202
result/tencentBlock.ns11867.oracleGeneral.zst LeCaR cache size      520, 5103417 req, miss ratio 0.1781, byte miss ratio 0.1781
result/tencentBlock.ns11867.oracleGeneral.zst LeCaR cache size     1736, 5103417 req, miss ratio 0.1306, byte miss ratio 0.1306
result/tencentBlock.ns11867.oracleGeneral.zst LeCaR cache size     5208, 5103417 req, miss ratio 0.1067, byte miss ratio 0.1067
result/tencentBlock.ns11867.oracleGeneral.zst LeCaR cache size    17361, 5103417 req, miss ratio 0.0850, byte miss ratio 0.0850
result/tencentBlock.ns11867.oracleGeneral.zst LeCaR cache size    34723, 5103417 req, miss ratio 0.0688, byte miss ratio 0.0688
result/tencentBlock.ns11867.oracleGeneral.zst LeCaR cache size    69447, 5103417 req, miss ratio 0.0484, byte miss ratio 0.0484
result/tencentBlock.ns11867.oracleGeneral.zst LeCaR cache size   138895, 5103417 req, miss ratio 0.0354, byte miss ratio 0.0354
result/tencentBlock.ns11867.oracleGeneral.zst LIRS cache size      173, 5103417 req, miss ratio 0.3124, byte miss ratio 0.3124
result/tencentBlock.ns11867.oracleGeneral.zst LIRS cache size      520, 5103417 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns11867.oracleGeneral.zst LIRS cache size     1736, 5103417 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns11867.oracleGeneral.zst LIRS cache size     5208, 5103417 req, miss ratio 0.1074, byte miss ratio 0.1074
result/tencentBlock.ns11867.oracleGeneral.zst LIRS cache size    17361, 5103417 req, miss ratio 0.0852, byte miss ratio 0.0852
result/tencentBlock.ns11867.oracleGeneral.zst LIRS cache size    34723, 5103417 req, miss ratio 0.0669, byte miss ratio 0.0669
result/tencentBlock.ns11867.oracleGeneral.zst LIRS cache size    69447, 5103417 req, miss ratio 0.0449, byte miss ratio 0.0449
result/tencentBlock.ns11867.oracleGeneral.zst LIRS cache size   138895, 5103417 req, miss ratio 0.0351, byte miss ratio 0.0351
result/tencentBlock.ns11867.oracleGeneral.zst FIFO cache size      173, 5103417 req, miss ratio 0.5224, byte miss ratio 0.5224
result/tencentBlock.ns11867.oracleGeneral.zst FIFO cache size      520, 5103417 req, miss ratio 0.2442, byte miss ratio 0.2442
result/tencentBlock.ns11867.oracleGeneral.zst FIFO cache size     1736, 5103417 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns11867.oracleGeneral.zst FIFO cache size     5208, 5103417 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns11867.oracleGeneral.zst FIFO cache size    17361, 5103417 req, miss ratio 0.0941, byte miss ratio 0.0941
result/tencentBlock.ns11867.oracleGeneral.zst FIFO cache size    34723, 5103417 req, miss ratio 0.0768, byte miss ratio 0.0768
result/tencentBlock.ns11867.oracleGeneral.zst FIFO cache size    69447, 5103417 req, miss ratio 0.0573, byte miss ratio 0.0573
result/tencentBlock.ns11867.oracleGeneral.zst FIFO cache size   138895, 5103417 req, miss ratio 0.0386, byte miss ratio 0.0386
result/tencentBlock.ns11867.oracleGeneral.zst ARC cache size      173, 5103417 req, miss ratio 0.3575, byte miss ratio 0.3575
result/tencentBlock.ns11867.oracleGeneral.zst ARC cache size      520, 5103417 req, miss ratio 0.1665, byte miss ratio 0.1665
result/tencentBlock.ns11867.oracleGeneral.zst ARC cache size     1736, 5103417 req, miss ratio 0.1241, byte miss ratio 0.1241
result/tencentBlock.ns11867.oracleGeneral.zst ARC cache size     5208, 5103417 req, miss ratio 0.1033, byte miss ratio 0.1033
result/tencentBlock.ns11867.oracleGeneral.zst ARC cache size    17361, 5103417 req, miss ratio 0.0837, byte miss ratio 0.0837
result/tencentBlock.ns11867.oracleGeneral.zst ARC cache size    34723, 5103417 req, miss ratio 0.0682, byte miss ratio 0.0682
result/tencentBlock.ns11867.oracleGeneral.zst ARC cache size    69447, 5103417 req, miss ratio 0.0467, byte miss ratio 0.0467
result/tencentBlock.ns11867.oracleGeneral.zst ARC cache size   138895, 5103417 req, miss ratio 0.0356, byte miss ratio 0.0356
result/tencentBlock.ns11867.oracleGeneral.zst LRU cache size      173, 5103417 req, miss ratio 0.4639, byte miss ratio 0.4639
result/tencentBlock.ns11867.oracleGeneral.zst LRU cache size      520, 5103417 req, miss ratio 0.1872, byte miss ratio 0.1872
result/tencentBlock.ns11867.oracleGeneral.zst LRU cache size     1736, 5103417 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns11867.oracleGeneral.zst LRU cache size     5208, 5103417 req, miss ratio 0.1084, byte miss ratio 0.1084
result/tencentBlock.ns11867.oracleGeneral.zst LRU cache size    17361, 5103417 req, miss ratio 0.0872, byte miss ratio 0.0872
result/tencentBlock.ns11867.oracleGeneral.zst LRU cache size    34723, 5103417 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns11867.oracleGeneral.zst LRU cache size    69447, 5103417 req, miss ratio 0.0541, byte miss ratio 0.0541
result/tencentBlock.ns11867.oracleGeneral.zst LRU cache size   138895, 5103417 req, miss ratio 0.0354, byte miss ratio 0.0354
result/tencentBlock.ns11867.oracleGeneral.zst S3FIFO-1 cache size      173, 5103417 req, miss ratio 0.3442, byte miss ratio 0.3442
result/tencentBlock.ns11867.oracleGeneral.zst S3FIFO-1 cache size      520, 5103417 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns11867.oracleGeneral.zst S3FIFO-1 cache size     1736, 5103417 req, miss ratio 0.1226, byte miss ratio 0.1226
result/tencentBlock.ns11867.oracleGeneral.zst S3FIFO-1 cache size     5208, 5103417 req, miss ratio 0.1033, byte miss ratio 0.1033
result/tencentBlock.ns11867.oracleGeneral.zst S3FIFO-1 cache size    17361, 5103417 req, miss ratio 0.0806, byte miss ratio 0.0806
result/tencentBlock.ns11867.oracleGeneral.zst S3FIFO-1 cache size    34723, 5103417 req, miss ratio 0.0686, byte miss ratio 0.0686
result/tencentBlock.ns11867.oracleGeneral.zst S3FIFO-1 cache size    69447, 5103417 req, miss ratio 0.0464, byte miss ratio 0.0464
result/tencentBlock.ns11867.oracleGeneral.zst S3FIFO-1 cache size   138895, 5103417 req, miss ratio 0.0356, byte miss ratio 0.0356
