result/tencentBlock.ns1774.oracleGeneral.zst ARC cache size      309, 5653129 req, miss ratio 0.5399, byte miss ratio 0.5399
result/tencentBlock.ns1774.oracleGeneral.zst ARC cache size      928, 5653129 req, miss ratio 0.5071, byte miss ratio 0.5071
result/tencentBlock.ns1774.oracleGeneral.zst ARC cache size     3093, 5653129 req, miss ratio 0.4082, byte miss ratio 0.4082
result/tencentBlock.ns1774.oracleGeneral.zst ARC cache size     9280, 5653129 req, miss ratio 0.2601, byte miss ratio 0.2601
result/tencentBlock.ns1774.oracleGeneral.zst ARC cache size    30934, 5653129 req, miss ratio 0.1616, byte miss ratio 0.1616
result/tencentBlock.ns1774.oracleGeneral.zst ARC cache size    61868, 5653129 req, miss ratio 0.0836, byte miss ratio 0.0836
result/tencentBlock.ns1774.oracleGeneral.zst ARC cache size   123737, 5653129 req, miss ratio 0.0626, byte miss ratio 0.0626
result/tencentBlock.ns1774.oracleGeneral.zst ARC cache size   247474, 5653129 req, miss ratio 0.0553, byte miss ratio 0.0553
result/tencentBlock.ns1774.oracleGeneral.zst FIFO cache size      309, 5653129 req, miss ratio 0.6020, byte miss ratio 0.6020
result/tencentBlock.ns1774.oracleGeneral.zst FIFO cache size      928, 5653129 req, miss ratio 0.5528, byte miss ratio 0.5528
result/tencentBlock.ns1774.oracleGeneral.zst FIFO cache size     3093, 5653129 req, miss ratio 0.5077, byte miss ratio 0.5077
result/tencentBlock.ns1774.oracleGeneral.zst FIFO cache size     9280, 5653129 req, miss ratio 0.3641, byte miss ratio 0.3641
result/tencentBlock.ns1774.oracleGeneral.zst FIFO cache size    30934, 5653129 req, miss ratio 0.2453, byte miss ratio 0.2453
result/tencentBlock.ns1774.oracleGeneral.zst FIFO cache size    61868, 5653129 req, miss ratio 0.1266, byte miss ratio 0.1266
result/tencentBlock.ns1774.oracleGeneral.zst FIFO cache size   123737, 5653129 req, miss ratio 0.0805, byte miss ratio 0.0805
result/tencentBlock.ns1774.oracleGeneral.zst FIFO cache size   247474, 5653129 req, miss ratio 0.0585, byte miss ratio 0.0585
result/tencentBlock.ns1774.oracleGeneral.zst clock2 cache size      309, 5653129 req, miss ratio 0.5639, byte miss ratio 0.5639
result/tencentBlock.ns1774.oracleGeneral.zst clock2 cache size      928, 5653129 req, miss ratio 0.5311, byte miss ratio 0.5311
result/tencentBlock.ns1774.oracleGeneral.zst clock2 cache size     3093, 5653129 req, miss ratio 0.4912, byte miss ratio 0.4912
result/tencentBlock.ns1774.oracleGeneral.zst clock2 cache size     9280, 5653129 req, miss ratio 0.3201, byte miss ratio 0.3201
result/tencentBlock.ns1774.oracleGeneral.zst clock2 cache size    30934, 5653129 req, miss ratio 0.1997, byte miss ratio 0.1997
result/tencentBlock.ns1774.oracleGeneral.zst clock2 cache size    61868, 5653129 req, miss ratio 0.0839, byte miss ratio 0.0839
result/tencentBlock.ns1774.oracleGeneral.zst clock2 cache size   123737, 5653129 req, miss ratio 0.0657, byte miss ratio 0.0657
result/tencentBlock.ns1774.oracleGeneral.zst clock2 cache size   247474, 5653129 req, miss ratio 0.0553, byte miss ratio 0.0553
result/tencentBlock.ns1774.oracleGeneral.zst Clock cache size      309, 5653129 req, miss ratio 0.5679, byte miss ratio 0.5679
result/tencentBlock.ns1774.oracleGeneral.zst Clock cache size      928, 5653129 req, miss ratio 0.5380, byte miss ratio 0.5380
result/tencentBlock.ns1774.oracleGeneral.zst Clock cache size     3093, 5653129 req, miss ratio 0.4933, byte miss ratio 0.4933
result/tencentBlock.ns1774.oracleGeneral.zst Clock cache size     9280, 5653129 req, miss ratio 0.3219, byte miss ratio 0.3219
result/tencentBlock.ns1774.oracleGeneral.zst Clock cache size    30934, 5653129 req, miss ratio 0.2064, byte miss ratio 0.2064
result/tencentBlock.ns1774.oracleGeneral.zst Clock cache size    61868, 5653129 req, miss ratio 0.0855, byte miss ratio 0.0855
result/tencentBlock.ns1774.oracleGeneral.zst Clock cache size   123737, 5653129 req, miss ratio 0.0648, byte miss ratio 0.0648
result/tencentBlock.ns1774.oracleGeneral.zst Clock cache size   247474, 5653129 req, miss ratio 0.0553, byte miss ratio 0.0553
result/tencentBlock.ns1774.oracleGeneral.zst LHD cache size      309, 5653129 req, miss ratio 0.5663, byte miss ratio 0.5663
result/tencentBlock.ns1774.oracleGeneral.zst LHD cache size      928, 5653129 req, miss ratio 0.5301, byte miss ratio 0.5301
result/tencentBlock.ns1774.oracleGeneral.zst LHD cache size     3093, 5653129 req, miss ratio 0.4307, byte miss ratio 0.4307
result/tencentBlock.ns1774.oracleGeneral.zst LHD cache size     9280, 5653129 req, miss ratio 0.2745, byte miss ratio 0.2745
result/tencentBlock.ns1774.oracleGeneral.zst LHD cache size    30934, 5653129 req, miss ratio 0.1606, byte miss ratio 0.1606
result/tencentBlock.ns1774.oracleGeneral.zst LHD cache size    61868, 5653129 req, miss ratio 0.0845, byte miss ratio 0.0845
result/tencentBlock.ns1774.oracleGeneral.zst LHD cache size   123737, 5653129 req, miss ratio 0.0643, byte miss ratio 0.0643
result/tencentBlock.ns1774.oracleGeneral.zst LHD cache size   247474, 5653129 req, miss ratio 0.0556, byte miss ratio 0.0556
result/tencentBlock.ns1774.oracleGeneral.zst LRU cache size      309, 5653129 req, miss ratio 0.5706, byte miss ratio 0.5706
result/tencentBlock.ns1774.oracleGeneral.zst LRU cache size      928, 5653129 req, miss ratio 0.5404, byte miss ratio 0.5404
result/tencentBlock.ns1774.oracleGeneral.zst LRU cache size     3093, 5653129 req, miss ratio 0.4970, byte miss ratio 0.4970
result/tencentBlock.ns1774.oracleGeneral.zst LRU cache size     9280, 5653129 req, miss ratio 0.3270, byte miss ratio 0.3270
result/tencentBlock.ns1774.oracleGeneral.zst LRU cache size    30934, 5653129 req, miss ratio 0.2150, byte miss ratio 0.2150
result/tencentBlock.ns1774.oracleGeneral.zst LRU cache size    61868, 5653129 req, miss ratio 0.0872, byte miss ratio 0.0872
result/tencentBlock.ns1774.oracleGeneral.zst LRU cache size   123737, 5653129 req, miss ratio 0.0645, byte miss ratio 0.0645
result/tencentBlock.ns1774.oracleGeneral.zst LRU cache size   247474, 5653129 req, miss ratio 0.0558, byte miss ratio 0.0558
result/tencentBlock.ns1774.oracleGeneral.zst S3FIFO-1 cache size      309, 5653129 req, miss ratio 0.5391, byte miss ratio 0.5391
result/tencentBlock.ns1774.oracleGeneral.zst S3FIFO-1 cache size      928, 5653129 req, miss ratio 0.5057, byte miss ratio 0.5057
result/tencentBlock.ns1774.oracleGeneral.zst S3FIFO-1 cache size     3093, 5653129 req, miss ratio 0.4105, byte miss ratio 0.4105
result/tencentBlock.ns1774.oracleGeneral.zst S3FIFO-1 cache size     9280, 5653129 req, miss ratio 0.2590, byte miss ratio 0.2590
result/tencentBlock.ns1774.oracleGeneral.zst S3FIFO-1 cache size    30934, 5653129 req, miss ratio 0.1633, byte miss ratio 0.1633
result/tencentBlock.ns1774.oracleGeneral.zst S3FIFO-1 cache size    61868, 5653129 req, miss ratio 0.0840, byte miss ratio 0.0840
result/tencentBlock.ns1774.oracleGeneral.zst S3FIFO-1 cache size   123737, 5653129 req, miss ratio 0.0630, byte miss ratio 0.0630
result/tencentBlock.ns1774.oracleGeneral.zst S3FIFO-1 cache size   247474, 5653129 req, miss ratio 0.0553, byte miss ratio 0.0553
result/tencentBlock.ns1774.oracleGeneral.zst LeCaR cache size      309, 5653129 req, miss ratio 0.5618, byte miss ratio 0.5618
result/tencentBlock.ns1774.oracleGeneral.zst LeCaR cache size      928, 5653129 req, miss ratio 0.5271, byte miss ratio 0.5271
result/tencentBlock.ns1774.oracleGeneral.zst LeCaR cache size     3093, 5653129 req, miss ratio 0.4844, byte miss ratio 0.4844
result/tencentBlock.ns1774.oracleGeneral.zst LeCaR cache size     9280, 5653129 req, miss ratio 0.3042, byte miss ratio 0.3042
result/tencentBlock.ns1774.oracleGeneral.zst LeCaR cache size    30934, 5653129 req, miss ratio 0.1946, byte miss ratio 0.1946
result/tencentBlock.ns1774.oracleGeneral.zst LeCaR cache size    61868, 5653129 req, miss ratio 0.0850, byte miss ratio 0.0850
result/tencentBlock.ns1774.oracleGeneral.zst LeCaR cache size   123737, 5653129 req, miss ratio 0.0638, byte miss ratio 0.0638
result/tencentBlock.ns1774.oracleGeneral.zst LeCaR cache size   247474, 5653129 req, miss ratio 0.0556, byte miss ratio 0.0556
result/tencentBlock.ns1774.oracleGeneral.zst LIRS cache size      309, 5653129 req, miss ratio 0.5482, byte miss ratio 0.5482
result/tencentBlock.ns1774.oracleGeneral.zst LIRS cache size      928, 5653129 req, miss ratio 0.5140, byte miss ratio 0.5140
result/tencentBlock.ns1774.oracleGeneral.zst LIRS cache size     3093, 5653129 req, miss ratio 0.3925, byte miss ratio 0.3925
result/tencentBlock.ns1774.oracleGeneral.zst LIRS cache size     9280, 5653129 req, miss ratio 0.2595, byte miss ratio 0.2595
result/tencentBlock.ns1774.oracleGeneral.zst LIRS cache size    30934, 5653129 req, miss ratio 0.1345, byte miss ratio 0.1345
result/tencentBlock.ns1774.oracleGeneral.zst LIRS cache size    61868, 5653129 req, miss ratio 0.0860, byte miss ratio 0.0860
result/tencentBlock.ns1774.oracleGeneral.zst LIRS cache size   123737, 5653129 req, miss ratio 0.0649, byte miss ratio 0.0649
result/tencentBlock.ns1774.oracleGeneral.zst LIRS cache size   247474, 5653129 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns1774.oracleGeneral.zst Cacheus cache size      309, 5653129 req, miss ratio 0.5439, byte miss ratio 0.5439
result/tencentBlock.ns1774.oracleGeneral.zst Cacheus cache size      928, 5653129 req, miss ratio 0.5133, byte miss ratio 0.5133
result/tencentBlock.ns1774.oracleGeneral.zst Cacheus cache size     3093, 5653129 req, miss ratio 0.4680, byte miss ratio 0.4680
