result/tencentBlock.ns3200.oracleGeneral.zst ARC cache size      296, 5639709 req, miss ratio 0.2829, byte miss ratio 0.2829
result/tencentBlock.ns3200.oracleGeneral.zst ARC cache size      888, 5639709 req, miss ratio 0.2420, byte miss ratio 0.2420
result/tencentBlock.ns3200.oracleGeneral.zst ARC cache size     2961, 5639709 req, miss ratio 0.2177, byte miss ratio 0.2177
result/tencentBlock.ns3200.oracleGeneral.zst ARC cache size     8884, 5639709 req, miss ratio 0.1904, byte miss ratio 0.1904
result/tencentBlock.ns3200.oracleGeneral.zst ARC cache size    29615, 5639709 req, miss ratio 0.1592, byte miss ratio 0.1592
result/tencentBlock.ns3200.oracleGeneral.zst ARC cache size    59230, 5639709 req, miss ratio 0.1347, byte miss ratio 0.1347
result/tencentBlock.ns3200.oracleGeneral.zst ARC cache size   118460, 5639709 req, miss ratio 0.0799, byte miss ratio 0.0799
result/tencentBlock.ns3200.oracleGeneral.zst ARC cache size   236920, 5639709 req, miss ratio 0.0530, byte miss ratio 0.0530
result/tencentBlock.ns3200.oracleGeneral.zst LHD cache size      296, 5639709 req, miss ratio 0.3013, byte miss ratio 0.3013
result/tencentBlock.ns3200.oracleGeneral.zst LHD cache size      888, 5639709 req, miss ratio 0.2476, byte miss ratio 0.2476
result/tencentBlock.ns3200.oracleGeneral.zst LHD cache size     2961, 5639709 req, miss ratio 0.2199, byte miss ratio 0.2199
result/tencentBlock.ns3200.oracleGeneral.zst LHD cache size     8884, 5639709 req, miss ratio 0.1933, byte miss ratio 0.1933
result/tencentBlock.ns3200.oracleGeneral.zst LHD cache size    29615, 5639709 req, miss ratio 0.1602, byte miss ratio 0.1602
result/tencentBlock.ns3200.oracleGeneral.zst LHD cache size    59230, 5639709 req, miss ratio 0.1277, byte miss ratio 0.1277
result/tencentBlock.ns3200.oracleGeneral.zst LHD cache size   118460, 5639709 req, miss ratio 0.0810, byte miss ratio 0.0810
result/tencentBlock.ns3200.oracleGeneral.zst LHD cache size   236920, 5639709 req, miss ratio 0.0536, byte miss ratio 0.0536
result/tencentBlock.ns3200.oracleGeneral.zst Clock cache size      296, 5639709 req, miss ratio 0.3078, byte miss ratio 0.3078
result/tencentBlock.ns3200.oracleGeneral.zst Clock cache size      888, 5639709 req, miss ratio 0.2516, byte miss ratio 0.2516
result/tencentBlock.ns3200.oracleGeneral.zst Clock cache size     2961, 5639709 req, miss ratio 0.2241, byte miss ratio 0.2241
result/tencentBlock.ns3200.oracleGeneral.zst Clock cache size     8884, 5639709 req, miss ratio 0.2044, byte miss ratio 0.2044
result/tencentBlock.ns3200.oracleGeneral.zst Clock cache size    29615, 5639709 req, miss ratio 0.1745, byte miss ratio 0.1745
result/tencentBlock.ns3200.oracleGeneral.zst Clock cache size    59230, 5639709 req, miss ratio 0.1417, byte miss ratio 0.1417
result/tencentBlock.ns3200.oracleGeneral.zst Clock cache size   118460, 5639709 req, miss ratio 0.0822, byte miss ratio 0.0822
result/tencentBlock.ns3200.oracleGeneral.zst Clock cache size   236920, 5639709 req, miss ratio 0.0530, byte miss ratio 0.0530
result/tencentBlock.ns3200.oracleGeneral.zst clock2 cache size      296, 5639709 req, miss ratio 0.2987, byte miss ratio 0.2987
result/tencentBlock.ns3200.oracleGeneral.zst clock2 cache size      888, 5639709 req, miss ratio 0.2493, byte miss ratio 0.2493
