result/tencentBlock.ns13016.oracleGeneral.zst LHD cache size      708, 3723091 req, miss ratio 0.5669, byte miss ratio 0.5669
result/tencentBlock.ns13016.oracleGeneral.zst LHD cache size     2124, 3723091 req, miss ratio 0.4965, byte miss ratio 0.4965
result/tencentBlock.ns13016.oracleGeneral.zst LHD cache size     7080, 3723091 req, miss ratio 0.4555, byte miss ratio 0.4555
result/tencentBlock.ns13016.oracleGeneral.zst LHD cache size    21241, 3723091 req, miss ratio 0.4223, byte miss ratio 0.4223
result/tencentBlock.ns13016.oracleGeneral.zst LHD cache size    70804, 3723091 req, miss ratio 0.3712, byte miss ratio 0.3712
result/tencentBlock.ns13016.oracleGeneral.zst LHD cache size   141608, 3723091 req, miss ratio 0.3207, byte miss ratio 0.3207
result/tencentBlock.ns13016.oracleGeneral.zst LHD cache size   283216, 3723091 req, miss ratio 0.2572, byte miss ratio 0.2572
result/tencentBlock.ns13016.oracleGeneral.zst LHD cache size   566432, 3723091 req, miss ratio 0.1923, byte miss ratio 0.1923
result/tencentBlock.ns13016.oracleGeneral.zst LRU cache size      708, 3723091 req, miss ratio 0.5632, byte miss ratio 0.5632
result/tencentBlock.ns13016.oracleGeneral.zst LRU cache size     2124, 3723091 req, miss ratio 0.5038, byte miss ratio 0.5038
result/tencentBlock.ns13016.oracleGeneral.zst LRU cache size     7080, 3723091 req, miss ratio 0.4634, byte miss ratio 0.4634
result/tencentBlock.ns13016.oracleGeneral.zst LRU cache size    21241, 3723091 req, miss ratio 0.4258, byte miss ratio 0.4258
result/tencentBlock.ns13016.oracleGeneral.zst LRU cache size    70804, 3723091 req, miss ratio 0.3866, byte miss ratio 0.3866
result/tencentBlock.ns13016.oracleGeneral.zst LRU cache size   141608, 3723091 req, miss ratio 0.3571, byte miss ratio 0.3571
result/tencentBlock.ns13016.oracleGeneral.zst LRU cache size   283216, 3723091 req, miss ratio 0.2981, byte miss ratio 0.2981
result/tencentBlock.ns13016.oracleGeneral.zst LRU cache size   566432, 3723091 req, miss ratio 0.1910, byte miss ratio 0.1910
result/tencentBlock.ns13016.oracleGeneral.zst FIFO cache size      708, 3723091 req, miss ratio 0.6122, byte miss ratio 0.6122
result/tencentBlock.ns13016.oracleGeneral.zst FIFO cache size     2124, 3723091 req, miss ratio 0.5251, byte miss ratio 0.5251
result/tencentBlock.ns13016.oracleGeneral.zst FIFO cache size     7080, 3723091 req, miss ratio 0.4795, byte miss ratio 0.4795
result/tencentBlock.ns13016.oracleGeneral.zst FIFO cache size    21241, 3723091 req, miss ratio 0.4393, byte miss ratio 0.4393
result/tencentBlock.ns13016.oracleGeneral.zst FIFO cache size    70804, 3723091 req, miss ratio 0.3976, byte miss ratio 0.3976
result/tencentBlock.ns13016.oracleGeneral.zst FIFO cache size   141608, 3723091 req, miss ratio 0.3680, byte miss ratio 0.3680
result/tencentBlock.ns13016.oracleGeneral.zst FIFO cache size   283216, 3723091 req, miss ratio 0.3175, byte miss ratio 0.3175
result/tencentBlock.ns13016.oracleGeneral.zst FIFO cache size   566432, 3723091 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns13016.oracleGeneral.zst ARC cache size      708, 3723091 req, miss ratio 0.5577, byte miss ratio 0.5577
result/tencentBlock.ns13016.oracleGeneral.zst ARC cache size     2124, 3723091 req, miss ratio 0.4826, byte miss ratio 0.4826
result/tencentBlock.ns13016.oracleGeneral.zst ARC cache size     7080, 3723091 req, miss ratio 0.4549, byte miss ratio 0.4549
result/tencentBlock.ns13016.oracleGeneral.zst ARC cache size    21241, 3723091 req, miss ratio 0.4263, byte miss ratio 0.4263
result/tencentBlock.ns13016.oracleGeneral.zst ARC cache size    70804, 3723091 req, miss ratio 0.3711, byte miss ratio 0.3711
result/tencentBlock.ns13016.oracleGeneral.zst ARC cache size   141608, 3723091 req, miss ratio 0.3225, byte miss ratio 0.3225
result/tencentBlock.ns13016.oracleGeneral.zst ARC cache size   283216, 3723091 req, miss ratio 0.2293, byte miss ratio 0.2293
result/tencentBlock.ns13016.oracleGeneral.zst ARC cache size   566432, 3723091 req, miss ratio 0.1908, byte miss ratio 0.1908
result/tencentBlock.ns13016.oracleGeneral.zst Cacheus cache size      708, 3723091 req, miss ratio 0.5616, byte miss ratio 0.5616
result/tencentBlock.ns13016.oracleGeneral.zst Cacheus cache size     2124, 3723091 req, miss ratio 0.4861, byte miss ratio 0.4861
result/tencentBlock.ns13016.oracleGeneral.zst Cacheus cache size     7080, 3723091 req, miss ratio 0.4556, byte miss ratio 0.4556
result/tencentBlock.ns13016.oracleGeneral.zst Cacheus cache size    21241, 3723091 req, miss ratio 0.4254, byte miss ratio 0.4254
result/tencentBlock.ns13016.oracleGeneral.zst Cacheus cache size    70804, 3723091 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns13016.oracleGeneral.zst Cacheus cache size   141608, 3723091 req, miss ratio 0.3511, byte miss ratio 0.3511
result/tencentBlock.ns13016.oracleGeneral.zst Cacheus cache size   283216, 3723091 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns13016.oracleGeneral.zst Cacheus cache size   566432, 3723091 req, miss ratio 0.1913, byte miss ratio 0.1913
result/tencentBlock.ns13016.oracleGeneral.zst LIRS cache size      708, 3723091 req, miss ratio 0.5898, byte miss ratio 0.5898
result/tencentBlock.ns13016.oracleGeneral.zst LIRS cache size     2124, 3723091 req, miss ratio 0.5375, byte miss ratio 0.5375
result/tencentBlock.ns13016.oracleGeneral.zst LIRS cache size     7080, 3723091 req, miss ratio 0.5091, byte miss ratio 0.5091
result/tencentBlock.ns13016.oracleGeneral.zst LIRS cache size    21241, 3723091 req, miss ratio 0.4710, byte miss ratio 0.4710
result/tencentBlock.ns13016.oracleGeneral.zst LIRS cache size    70804, 3723091 req, miss ratio 0.3795, byte miss ratio 0.3795
result/tencentBlock.ns13016.oracleGeneral.zst LIRS cache size   141608, 3723091 req, miss ratio 0.3195, byte miss ratio 0.3195
result/tencentBlock.ns13016.oracleGeneral.zst LIRS cache size   283216, 3723091 req, miss ratio 0.2209, byte miss ratio 0.2209
result/tencentBlock.ns13016.oracleGeneral.zst LIRS cache size   566432, 3723091 req, miss ratio 0.1916, byte miss ratio 0.1916
result/tencentBlock.ns13016.oracleGeneral.zst LeCaR cache size      708, 3723091 req, miss ratio 0.5605, byte miss ratio 0.5605
result/tencentBlock.ns13016.oracleGeneral.zst LeCaR cache size     2124, 3723091 req, miss ratio 0.5017, byte miss ratio 0.5017
result/tencentBlock.ns13016.oracleGeneral.zst LeCaR cache size     7080, 3723091 req, miss ratio 0.4569, byte miss ratio 0.4569
result/tencentBlock.ns13016.oracleGeneral.zst LeCaR cache size    21241, 3723091 req, miss ratio 0.4231, byte miss ratio 0.4231
result/tencentBlock.ns13016.oracleGeneral.zst LeCaR cache size    70804, 3723091 req, miss ratio 0.3848, byte miss ratio 0.3848
result/tencentBlock.ns13016.oracleGeneral.zst LeCaR cache size   141608, 3723091 req, miss ratio 0.3555, byte miss ratio 0.3555
result/tencentBlock.ns13016.oracleGeneral.zst LeCaR cache size   283216, 3723091 req, miss ratio 0.2465, byte miss ratio 0.2465
result/tencentBlock.ns13016.oracleGeneral.zst LeCaR cache size   566432, 3723091 req, miss ratio 0.1910, byte miss ratio 0.1910
result/tencentBlock.ns13016.oracleGeneral.zst S3FIFO-1 cache size      708, 3723091 req, miss ratio 0.5751, byte miss ratio 0.5751
result/tencentBlock.ns13016.oracleGeneral.zst S3FIFO-1 cache size     2124, 3723091 req, miss ratio 0.5044, byte miss ratio 0.5044
result/tencentBlock.ns13016.oracleGeneral.zst S3FIFO-1 cache size     7080, 3723091 req, miss ratio 0.4555, byte miss ratio 0.4555
result/tencentBlock.ns13016.oracleGeneral.zst S3FIFO-1 cache size    21241, 3723091 req, miss ratio 0.4257, byte miss ratio 0.4257
result/tencentBlock.ns13016.oracleGeneral.zst S3FIFO-1 cache size    70804, 3723091 req, miss ratio 0.3666, byte miss ratio 0.3666
