result/tencentBlock.ns17296.oracleGeneral.zst S3FIFO-1 cache size      223, 1417082 req, miss ratio 0.5369, byte miss ratio 0.5369
result/tencentBlock.ns17296.oracleGeneral.zst S3FIFO-1 cache size      669, 1417082 req, miss ratio 0.4664, byte miss ratio 0.4664
result/tencentBlock.ns17296.oracleGeneral.zst S3FIFO-1 cache size     2231, 1417082 req, miss ratio 0.4607, byte miss ratio 0.4607
result/tencentBlock.ns17296.oracleGeneral.zst S3FIFO-1 cache size     6695, 1417082 req, miss ratio 0.4563, byte miss ratio 0.4563
result/tencentBlock.ns17296.oracleGeneral.zst S3FIFO-1 cache size    22318, 1417082 req, miss ratio 0.3946, byte miss ratio 0.3946
result/tencentBlock.ns17296.oracleGeneral.zst S3FIFO-1 cache size    44637, 1417082 req, miss ratio 0.3472, byte miss ratio 0.3472
result/tencentBlock.ns17296.oracleGeneral.zst S3FIFO-1 cache size    89274, 1417082 req, miss ratio 0.2044, byte miss ratio 0.2044
result/tencentBlock.ns17296.oracleGeneral.zst S3FIFO-1 cache size   178548, 1417082 req, miss ratio 0.1585, byte miss ratio 0.1585
result/tencentBlock.ns17296.oracleGeneral.zst FIFO cache size      223, 1417082 req, miss ratio 0.6282, byte miss ratio 0.6282
result/tencentBlock.ns17296.oracleGeneral.zst FIFO cache size      669, 1417082 req, miss ratio 0.5328, byte miss ratio 0.5328
result/tencentBlock.ns17296.oracleGeneral.zst FIFO cache size     2231, 1417082 req, miss ratio 0.4822, byte miss ratio 0.4822
result/tencentBlock.ns17296.oracleGeneral.zst FIFO cache size     6695, 1417082 req, miss ratio 0.4643, byte miss ratio 0.4643
result/tencentBlock.ns17296.oracleGeneral.zst FIFO cache size    22318, 1417082 req, miss ratio 0.4159, byte miss ratio 0.4159
result/tencentBlock.ns17296.oracleGeneral.zst FIFO cache size    44637, 1417082 req, miss ratio 0.3892, byte miss ratio 0.3892
result/tencentBlock.ns17296.oracleGeneral.zst FIFO cache size    89274, 1417082 req, miss ratio 0.2523, byte miss ratio 0.2523
result/tencentBlock.ns17296.oracleGeneral.zst FIFO cache size   178548, 1417082 req, miss ratio 0.1819, byte miss ratio 0.1819
result/tencentBlock.ns17296.oracleGeneral.zst Clock cache size      223, 1417082 req, miss ratio 0.5516, byte miss ratio 0.5516
result/tencentBlock.ns17296.oracleGeneral.zst Clock cache size      669, 1417082 req, miss ratio 0.4878, byte miss ratio 0.4878
result/tencentBlock.ns17296.oracleGeneral.zst Clock cache size     2231, 1417082 req, miss ratio 0.4597, byte miss ratio 0.4597
