result/tencentBlock.ns17573.oracleGeneral.zst FIFO cache size      172, 1632062 req, miss ratio 0.5291, byte miss ratio 0.5291
result/tencentBlock.ns17573.oracleGeneral.zst FIFO cache size      517, 1632062 req, miss ratio 0.4915, byte miss ratio 0.4915
result/tencentBlock.ns17573.oracleGeneral.zst FIFO cache size     1725, 1632062 req, miss ratio 0.4724, byte miss ratio 0.4724
result/tencentBlock.ns17573.oracleGeneral.zst FIFO cache size     5175, 1632062 req, miss ratio 0.4644, byte miss ratio 0.4644
result/tencentBlock.ns17573.oracleGeneral.zst FIFO cache size    17251, 1632062 req, miss ratio 0.4271, byte miss ratio 0.4271
result/tencentBlock.ns17573.oracleGeneral.zst FIFO cache size    34503, 1632062 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns17573.oracleGeneral.zst FIFO cache size    69007, 1632062 req, miss ratio 0.2621, byte miss ratio 0.2621
result/tencentBlock.ns17573.oracleGeneral.zst FIFO cache size   138015, 1632062 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns17573.oracleGeneral.zst LeCaR cache size      172, 1632062 req, miss ratio 0.4829, byte miss ratio 0.4829
result/tencentBlock.ns17573.oracleGeneral.zst LeCaR cache size      517, 1632062 req, miss ratio 0.4698, byte miss ratio 0.4698
result/tencentBlock.ns17573.oracleGeneral.zst LeCaR cache size     1725, 1632062 req, miss ratio 0.4632, byte miss ratio 0.4632
result/tencentBlock.ns17573.oracleGeneral.zst LeCaR cache size     5175, 1632062 req, miss ratio 0.4598, byte miss ratio 0.4598
result/tencentBlock.ns17573.oracleGeneral.zst LeCaR cache size    17251, 1632062 req, miss ratio 0.4199, byte miss ratio 0.4199
result/tencentBlock.ns17573.oracleGeneral.zst LeCaR cache size    34503, 1632062 req, miss ratio 0.3658, byte miss ratio 0.3658
result/tencentBlock.ns17573.oracleGeneral.zst LeCaR cache size    69007, 1632062 req, miss ratio 0.2281, byte miss ratio 0.2281
result/tencentBlock.ns17573.oracleGeneral.zst LeCaR cache size   138015, 1632062 req, miss ratio 0.1153, byte miss ratio 0.1153
result/tencentBlock.ns17573.oracleGeneral.zst Cacheus cache size      172, 1632062 req, miss ratio 0.4796, byte miss ratio 0.4796
result/tencentBlock.ns17573.oracleGeneral.zst Cacheus cache size      517, 1632062 req, miss ratio 0.4667, byte miss ratio 0.4667
result/tencentBlock.ns17573.oracleGeneral.zst Cacheus cache size     1725, 1632062 req, miss ratio 0.4614, byte miss ratio 0.4614
result/tencentBlock.ns17573.oracleGeneral.zst Cacheus cache size     5175, 1632062 req, miss ratio 0.4591, byte miss ratio 0.4591
result/tencentBlock.ns17573.oracleGeneral.zst Cacheus cache size    17251, 1632062 req, miss ratio 0.4177, byte miss ratio 0.4177
result/tencentBlock.ns17573.oracleGeneral.zst Cacheus cache size    34503, 1632062 req, miss ratio 0.3672, byte miss ratio 0.3672
result/tencentBlock.ns17573.oracleGeneral.zst Cacheus cache size    69007, 1632062 req, miss ratio 0.2369, byte miss ratio 0.2369
result/tencentBlock.ns17573.oracleGeneral.zst Cacheus cache size   138015, 1632062 req, miss ratio 0.1141, byte miss ratio 0.1141
result/tencentBlock.ns17573.oracleGeneral.zst ARC cache size      172, 1632062 req, miss ratio 0.4767, byte miss ratio 0.4767
result/tencentBlock.ns17573.oracleGeneral.zst ARC cache size      517, 1632062 req, miss ratio 0.4666, byte miss ratio 0.4666
result/tencentBlock.ns17573.oracleGeneral.zst ARC cache size     1725, 1632062 req, miss ratio 0.4615, byte miss ratio 0.4615
result/tencentBlock.ns17573.oracleGeneral.zst ARC cache size     5175, 1632062 req, miss ratio 0.4592, byte miss ratio 0.4592
result/tencentBlock.ns17573.oracleGeneral.zst ARC cache size    17251, 1632062 req, miss ratio 0.4168, byte miss ratio 0.4168
result/tencentBlock.ns17573.oracleGeneral.zst ARC cache size    34503, 1632062 req, miss ratio 0.3479, byte miss ratio 0.3479
result/tencentBlock.ns17573.oracleGeneral.zst ARC cache size    69007, 1632062 req, miss ratio 0.2567, byte miss ratio 0.2567
result/tencentBlock.ns17573.oracleGeneral.zst ARC cache size   138015, 1632062 req, miss ratio 0.1145, byte miss ratio 0.1145
result/tencentBlock.ns17573.oracleGeneral.zst LIRS cache size      172, 1632062 req, miss ratio 0.5618, byte miss ratio 0.5618
result/tencentBlock.ns17573.oracleGeneral.zst LIRS cache size      517, 1632062 req, miss ratio 0.5233, byte miss ratio 0.5233
result/tencentBlock.ns17573.oracleGeneral.zst LIRS cache size     1725, 1632062 req, miss ratio 0.4634, byte miss ratio 0.4634
result/tencentBlock.ns17573.oracleGeneral.zst LIRS cache size     5175, 1632062 req, miss ratio 0.4588, byte miss ratio 0.4588
result/tencentBlock.ns17573.oracleGeneral.zst LIRS cache size    17251, 1632062 req, miss ratio 0.4032, byte miss ratio 0.4032
result/tencentBlock.ns17573.oracleGeneral.zst LIRS cache size    34503, 1632062 req, miss ratio 0.3460, byte miss ratio 0.3460
result/tencentBlock.ns17573.oracleGeneral.zst LIRS cache size    69007, 1632062 req, miss ratio 0.2253, byte miss ratio 0.2253
result/tencentBlock.ns17573.oracleGeneral.zst LIRS cache size   138015, 1632062 req, miss ratio 0.1145, byte miss ratio 0.1145
result/tencentBlock.ns17573.oracleGeneral.zst Clock cache size      172, 1632062 req, miss ratio 0.4847, byte miss ratio 0.4847
result/tencentBlock.ns17573.oracleGeneral.zst Clock cache size      517, 1632062 req, miss ratio 0.4708, byte miss ratio 0.4708
result/tencentBlock.ns17573.oracleGeneral.zst Clock cache size     1725, 1632062 req, miss ratio 0.4638, byte miss ratio 0.4638
result/tencentBlock.ns17573.oracleGeneral.zst Clock cache size     5175, 1632062 req, miss ratio 0.4602, byte miss ratio 0.4602
result/tencentBlock.ns17573.oracleGeneral.zst Clock cache size    17251, 1632062 req, miss ratio 0.4551, byte miss ratio 0.4551
result/tencentBlock.ns17573.oracleGeneral.zst Clock cache size    34503, 1632062 req, miss ratio 0.3821, byte miss ratio 0.3821
result/tencentBlock.ns17573.oracleGeneral.zst Clock cache size    69007, 1632062 req, miss ratio 0.2752, byte miss ratio 0.2752
result/tencentBlock.ns17573.oracleGeneral.zst Clock cache size   138015, 1632062 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns17573.oracleGeneral.zst LRU cache size      172, 1632062 req, miss ratio 0.4852, byte miss ratio 0.4852
result/tencentBlock.ns17573.oracleGeneral.zst LRU cache size      517, 1632062 req, miss ratio 0.4713, byte miss ratio 0.4713
result/tencentBlock.ns17573.oracleGeneral.zst LRU cache size     1725, 1632062 req, miss ratio 0.4639, byte miss ratio 0.4639
result/tencentBlock.ns17573.oracleGeneral.zst LRU cache size     5175, 1632062 req, miss ratio 0.4603, byte miss ratio 0.4603
result/tencentBlock.ns17573.oracleGeneral.zst LRU cache size    17251, 1632062 req, miss ratio 0.4157, byte miss ratio 0.4157
result/tencentBlock.ns17573.oracleGeneral.zst LRU cache size    34503, 1632062 req, miss ratio 0.3700, byte miss ratio 0.3700
result/tencentBlock.ns17573.oracleGeneral.zst LRU cache size    69007, 1632062 req, miss ratio 0.2305, byte miss ratio 0.2305
result/tencentBlock.ns17573.oracleGeneral.zst LRU cache size   138015, 1632062 req, miss ratio 0.1133, byte miss ratio 0.1133
result/tencentBlock.ns17573.oracleGeneral.zst S3FIFO-1 cache size      172, 1632062 req, miss ratio 0.4764, byte miss ratio 0.4764
result/tencentBlock.ns17573.oracleGeneral.zst S3FIFO-1 cache size      517, 1632062 req, miss ratio 0.4655, byte miss ratio 0.4655
result/tencentBlock.ns17573.oracleGeneral.zst S3FIFO-1 cache size     1725, 1632062 req, miss ratio 0.4603, byte miss ratio 0.4603
result/tencentBlock.ns17573.oracleGeneral.zst S3FIFO-1 cache size     5175, 1632062 req, miss ratio 0.4584, byte miss ratio 0.4584
