result/tencentBlock.ns12709.oracleGeneral.zst LeCaR cache size      115, 1236542 req, miss ratio 0.4262, byte miss ratio 0.4262
result/tencentBlock.ns12709.oracleGeneral.zst LeCaR cache size      347, 1236542 req, miss ratio 0.3892, byte miss ratio 0.3892
result/tencentBlock.ns12709.oracleGeneral.zst LeCaR cache size     1157, 1236542 req, miss ratio 0.3677, byte miss ratio 0.3677
result/tencentBlock.ns12709.oracleGeneral.zst LeCaR cache size     3472, 1236542 req, miss ratio 0.3181, byte miss ratio 0.3181
result/tencentBlock.ns12709.oracleGeneral.zst LeCaR cache size    11573, 1236542 req, miss ratio 0.2922, byte miss ratio 0.2922
result/tencentBlock.ns12709.oracleGeneral.zst LeCaR cache size    23147, 1236542 req, miss ratio 0.2126, byte miss ratio 0.2126
result/tencentBlock.ns12709.oracleGeneral.zst LeCaR cache size    46295, 1236542 req, miss ratio 0.1339, byte miss ratio 0.1339
result/tencentBlock.ns12709.oracleGeneral.zst LeCaR cache size    92591, 1236542 req, miss ratio 0.0950, byte miss ratio 0.0950
result/tencentBlock.ns12709.oracleGeneral.zst clock2 cache size      115, 1236542 req, miss ratio 0.4260, byte miss ratio 0.4260
result/tencentBlock.ns12709.oracleGeneral.zst clock2 cache size      347, 1236542 req, miss ratio 0.3891, byte miss ratio 0.3891
result/tencentBlock.ns12709.oracleGeneral.zst clock2 cache size     1157, 1236542 req, miss ratio 0.3678, byte miss ratio 0.3678
result/tencentBlock.ns12709.oracleGeneral.zst clock2 cache size     3472, 1236542 req, miss ratio 0.3207, byte miss ratio 0.3207
result/tencentBlock.ns12709.oracleGeneral.zst clock2 cache size    11573, 1236542 req, miss ratio 0.2909, byte miss ratio 0.2909
result/tencentBlock.ns12709.oracleGeneral.zst clock2 cache size    23147, 1236542 req, miss ratio 0.2218, byte miss ratio 0.2218
result/tencentBlock.ns12709.oracleGeneral.zst clock2 cache size    46295, 1236542 req, miss ratio 0.1432, byte miss ratio 0.1432
result/tencentBlock.ns12709.oracleGeneral.zst clock2 cache size    92591, 1236542 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns12709.oracleGeneral.zst ARC cache size      115, 1236542 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns12709.oracleGeneral.zst ARC cache size      347, 1236542 req, miss ratio 0.3850, byte miss ratio 0.3850
result/tencentBlock.ns12709.oracleGeneral.zst ARC cache size     1157, 1236542 req, miss ratio 0.3495, byte miss ratio 0.3495
result/tencentBlock.ns12709.oracleGeneral.zst ARC cache size     3472, 1236542 req, miss ratio 0.2984, byte miss ratio 0.2984
result/tencentBlock.ns12709.oracleGeneral.zst ARC cache size    11573, 1236542 req, miss ratio 0.2807, byte miss ratio 0.2807
result/tencentBlock.ns12709.oracleGeneral.zst ARC cache size    23147, 1236542 req, miss ratio 0.2142, byte miss ratio 0.2142
result/tencentBlock.ns12709.oracleGeneral.zst ARC cache size    46295, 1236542 req, miss ratio 0.1352, byte miss ratio 0.1352
result/tencentBlock.ns12709.oracleGeneral.zst ARC cache size    92591, 1236542 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns12709.oracleGeneral.zst FIFO cache size      115, 1236542 req, miss ratio 0.6548, byte miss ratio 0.6548
result/tencentBlock.ns12709.oracleGeneral.zst FIFO cache size      347, 1236542 req, miss ratio 0.4597, byte miss ratio 0.4597
result/tencentBlock.ns12709.oracleGeneral.zst FIFO cache size     1157, 1236542 req, miss ratio 0.3900, byte miss ratio 0.3900
result/tencentBlock.ns12709.oracleGeneral.zst FIFO cache size     3472, 1236542 req, miss ratio 0.3481, byte miss ratio 0.3481
result/tencentBlock.ns12709.oracleGeneral.zst FIFO cache size    11573, 1236542 req, miss ratio 0.3122, byte miss ratio 0.3122
result/tencentBlock.ns12709.oracleGeneral.zst FIFO cache size    23147, 1236542 req, miss ratio 0.2441, byte miss ratio 0.2441
result/tencentBlock.ns12709.oracleGeneral.zst FIFO cache size    46295, 1236542 req, miss ratio 0.1664, byte miss ratio 0.1664
result/tencentBlock.ns12709.oracleGeneral.zst FIFO cache size    92591, 1236542 req, miss ratio 0.1093, byte miss ratio 0.1093
result/tencentBlock.ns12709.oracleGeneral.zst LRU cache size      115, 1236542 req, miss ratio 0.4431, byte miss ratio 0.4431
result/tencentBlock.ns12709.oracleGeneral.zst LRU cache size      347, 1236542 req, miss ratio 0.3898, byte miss ratio 0.3898
result/tencentBlock.ns12709.oracleGeneral.zst LRU cache size     1157, 1236542 req, miss ratio 0.3678, byte miss ratio 0.3678
result/tencentBlock.ns12709.oracleGeneral.zst LRU cache size     3472, 1236542 req, miss ratio 0.3312, byte miss ratio 0.3312
result/tencentBlock.ns12709.oracleGeneral.zst LRU cache size    11573, 1236542 req, miss ratio 0.2941, byte miss ratio 0.2941
result/tencentBlock.ns12709.oracleGeneral.zst LRU cache size    23147, 1236542 req, miss ratio 0.2239, byte miss ratio 0.2239
result/tencentBlock.ns12709.oracleGeneral.zst LRU cache size    46295, 1236542 req, miss ratio 0.1379, byte miss ratio 0.1379
result/tencentBlock.ns12709.oracleGeneral.zst LRU cache size    92591, 1236542 req, miss ratio 0.0951, byte miss ratio 0.0951
result/tencentBlock.ns12709.oracleGeneral.zst LHD cache size      115, 1236542 req, miss ratio 0.4339, byte miss ratio 0.4339
result/tencentBlock.ns12709.oracleGeneral.zst LHD cache size      347, 1236542 req, miss ratio 0.3910, byte miss ratio 0.3910
result/tencentBlock.ns12709.oracleGeneral.zst LHD cache size     1157, 1236542 req, miss ratio 0.3661, byte miss ratio 0.3661
result/tencentBlock.ns12709.oracleGeneral.zst LHD cache size     3472, 1236542 req, miss ratio 0.3237, byte miss ratio 0.3237
result/tencentBlock.ns12709.oracleGeneral.zst LHD cache size    11573, 1236542 req, miss ratio 0.2855, byte miss ratio 0.2855
result/tencentBlock.ns12709.oracleGeneral.zst LHD cache size    23147, 1236542 req, miss ratio 0.2196, byte miss ratio 0.2196
result/tencentBlock.ns12709.oracleGeneral.zst LHD cache size    46295, 1236542 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns12709.oracleGeneral.zst LHD cache size    92591, 1236542 req, miss ratio 0.0956, byte miss ratio 0.0956
result/tencentBlock.ns12709.oracleGeneral.zst Cacheus cache size      115, 1236542 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns12709.oracleGeneral.zst Cacheus cache size      347, 1236542 req, miss ratio 0.3850, byte miss ratio 0.3850
result/tencentBlock.ns12709.oracleGeneral.zst Cacheus cache size     1157, 1236542 req, miss ratio 0.3540, byte miss ratio 0.3540
result/tencentBlock.ns12709.oracleGeneral.zst Cacheus cache size     3472, 1236542 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns12709.oracleGeneral.zst Cacheus cache size    11573, 1236542 req, miss ratio 0.2658, byte miss ratio 0.2658
result/tencentBlock.ns12709.oracleGeneral.zst Cacheus cache size    23147, 1236542 req, miss ratio 0.2233, byte miss ratio 0.2233
result/tencentBlock.ns12709.oracleGeneral.zst Cacheus cache size    46295, 1236542 req, miss ratio 0.1331, byte miss ratio 0.1331
result/tencentBlock.ns12709.oracleGeneral.zst Cacheus cache size    92591, 1236542 req, miss ratio 0.0951, byte miss ratio 0.0951
result/tencentBlock.ns12709.oracleGeneral.zst LIRS cache size      115, 1236542 req, miss ratio 0.4366, byte miss ratio 0.4366
result/tencentBlock.ns12709.oracleGeneral.zst LIRS cache size      347, 1236542 req, miss ratio 0.4192, byte miss ratio 0.4192
result/tencentBlock.ns12709.oracleGeneral.zst LIRS cache size     1157, 1236542 req, miss ratio 0.3702, byte miss ratio 0.3702
result/tencentBlock.ns12709.oracleGeneral.zst LIRS cache size     3472, 1236542 req, miss ratio 0.2986, byte miss ratio 0.2986
result/tencentBlock.ns12709.oracleGeneral.zst LIRS cache size    11573, 1236542 req, miss ratio 0.2562, byte miss ratio 0.2562
result/tencentBlock.ns12709.oracleGeneral.zst LIRS cache size    23147, 1236542 req, miss ratio 0.2041, byte miss ratio 0.2041
result/tencentBlock.ns12709.oracleGeneral.zst LIRS cache size    46295, 1236542 req, miss ratio 0.1279, byte miss ratio 0.1279
result/tencentBlock.ns12709.oracleGeneral.zst LIRS cache size    92591, 1236542 req, miss ratio 0.0944, byte miss ratio 0.0944
result/tencentBlock.ns12709.oracleGeneral.zst Clock cache size      115, 1236542 req, miss ratio 0.4322, byte miss ratio 0.4322
result/tencentBlock.ns12709.oracleGeneral.zst Clock cache size      347, 1236542 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns12709.oracleGeneral.zst Clock cache size     1157, 1236542 req, miss ratio 0.3678, byte miss ratio 0.3678
result/tencentBlock.ns12709.oracleGeneral.zst Clock cache size     3472, 1236542 req, miss ratio 0.3273, byte miss ratio 0.3273
result/tencentBlock.ns12709.oracleGeneral.zst Clock cache size    11573, 1236542 req, miss ratio 0.2921, byte miss ratio 0.2921
result/tencentBlock.ns12709.oracleGeneral.zst Clock cache size    23147, 1236542 req, miss ratio 0.2215, byte miss ratio 0.2215
result/tencentBlock.ns12709.oracleGeneral.zst Clock cache size    46295, 1236542 req, miss ratio 0.1430, byte miss ratio 0.1430
result/tencentBlock.ns12709.oracleGeneral.zst Clock cache size    92591, 1236542 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-1 cache size      115, 1236542 req, miss ratio 0.4284, byte miss ratio 0.4284
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-1 cache size      347, 1236542 req, miss ratio 0.3911, byte miss ratio 0.3911
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-1 cache size     1157, 1236542 req, miss ratio 0.3355, byte miss ratio 0.3355
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-1 cache size     3472, 1236542 req, miss ratio 0.2962, byte miss ratio 0.2962
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-1 cache size    11573, 1236542 req, miss ratio 0.2625, byte miss ratio 0.2625
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-1 cache size    23147, 1236542 req, miss ratio 0.2102, byte miss ratio 0.2102
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-1 cache size    46295, 1236542 req, miss ratio 0.1281, byte miss ratio 0.1281
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-1 cache size    92591, 1236542 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-d-1 cache size      115, 1236542 req, miss ratio 0.4094, byte miss ratio 0.4094
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-d-1 cache size      347, 1236542 req, miss ratio 0.3851, byte miss ratio 0.3851
result/tencentBlock.ns12709.oracleGeneral.zst S3FIFO-d-1 cache size     1157, 1236542 req, miss ratio 0.3352, byte miss ratio 0.3352
