result/tencentBlock.ns21209.oracleGeneral.zst FIFO cache size      319, 3336402 req, miss ratio 0.6410, byte miss ratio 0.6410
result/tencentBlock.ns21209.oracleGeneral.zst FIFO cache size      958, 3336402 req, miss ratio 0.5362, byte miss ratio 0.5362
result/tencentBlock.ns21209.oracleGeneral.zst FIFO cache size     3195, 3336402 req, miss ratio 0.4715, byte miss ratio 0.4715
result/tencentBlock.ns21209.oracleGeneral.zst FIFO cache size     9587, 3336402 req, miss ratio 0.4258, byte miss ratio 0.4258
result/tencentBlock.ns21209.oracleGeneral.zst FIFO cache size    31958, 3336402 req, miss ratio 0.3688, byte miss ratio 0.3688
result/tencentBlock.ns21209.oracleGeneral.zst FIFO cache size    63916, 3336402 req, miss ratio 0.2959, byte miss ratio 0.2959
result/tencentBlock.ns21209.oracleGeneral.zst FIFO cache size   127832, 3336402 req, miss ratio 0.1958, byte miss ratio 0.1958
result/tencentBlock.ns21209.oracleGeneral.zst FIFO cache size   255664, 3336402 req, miss ratio 0.1191, byte miss ratio 0.1191
result/tencentBlock.ns21209.oracleGeneral.zst S3FIFO-1 cache size      319, 3336402 req, miss ratio 0.5118, byte miss ratio 0.5118
result/tencentBlock.ns21209.oracleGeneral.zst S3FIFO-1 cache size      958, 3336402 req, miss ratio 0.4779, byte miss ratio 0.4779
result/tencentBlock.ns21209.oracleGeneral.zst S3FIFO-1 cache size     3195, 3336402 req, miss ratio 0.4107, byte miss ratio 0.4107
result/tencentBlock.ns21209.oracleGeneral.zst S3FIFO-1 cache size     9587, 3336402 req, miss ratio 0.3918, byte miss ratio 0.3918
result/tencentBlock.ns21209.oracleGeneral.zst S3FIFO-1 cache size    31958, 3336402 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns21209.oracleGeneral.zst S3FIFO-1 cache size    63916, 3336402 req, miss ratio 0.2728, byte miss ratio 0.2728
result/tencentBlock.ns21209.oracleGeneral.zst S3FIFO-1 cache size   127832, 3336402 req, miss ratio 0.1571, byte miss ratio 0.1571
result/tencentBlock.ns21209.oracleGeneral.zst S3FIFO-1 cache size   255664, 3336402 req, miss ratio 0.1000, byte miss ratio 0.1000
result/tencentBlock.ns21209.oracleGeneral.zst ARC cache size      319, 3336402 req, miss ratio 0.5031, byte miss ratio 0.5031
result/tencentBlock.ns21209.oracleGeneral.zst ARC cache size      958, 3336402 req, miss ratio 0.4807, byte miss ratio 0.4807
result/tencentBlock.ns21209.oracleGeneral.zst ARC cache size     3195, 3336402 req, miss ratio 0.4224, byte miss ratio 0.4224
result/tencentBlock.ns21209.oracleGeneral.zst ARC cache size     9587, 3336402 req, miss ratio 0.3945, byte miss ratio 0.3945
result/tencentBlock.ns21209.oracleGeneral.zst ARC cache size    31958, 3336402 req, miss ratio 0.3545, byte miss ratio 0.3545
result/tencentBlock.ns21209.oracleGeneral.zst ARC cache size    63916, 3336402 req, miss ratio 0.2740, byte miss ratio 0.2740
result/tencentBlock.ns21209.oracleGeneral.zst ARC cache size   127832, 3336402 req, miss ratio 0.1557, byte miss ratio 0.1557
result/tencentBlock.ns21209.oracleGeneral.zst ARC cache size   255664, 3336402 req, miss ratio 0.1001, byte miss ratio 0.1001
result/tencentBlock.ns21209.oracleGeneral.zst LeCaR cache size      319, 3336402 req, miss ratio 0.5228, byte miss ratio 0.5228
result/tencentBlock.ns21209.oracleGeneral.zst LeCaR cache size      958, 3336402 req, miss ratio 0.4879, byte miss ratio 0.4879
result/tencentBlock.ns21209.oracleGeneral.zst LeCaR cache size     3195, 3336402 req, miss ratio 0.4497, byte miss ratio 0.4497
result/tencentBlock.ns21209.oracleGeneral.zst LeCaR cache size     9587, 3336402 req, miss ratio 0.4010, byte miss ratio 0.4010
result/tencentBlock.ns21209.oracleGeneral.zst LeCaR cache size    31958, 3336402 req, miss ratio 0.3515, byte miss ratio 0.3515
result/tencentBlock.ns21209.oracleGeneral.zst LeCaR cache size    63916, 3336402 req, miss ratio 0.2711, byte miss ratio 0.2711
result/tencentBlock.ns21209.oracleGeneral.zst LeCaR cache size   127832, 3336402 req, miss ratio 0.1476, byte miss ratio 0.1476
result/tencentBlock.ns21209.oracleGeneral.zst LeCaR cache size   255664, 3336402 req, miss ratio 0.0983, byte miss ratio 0.0983
result/tencentBlock.ns21209.oracleGeneral.zst LRU cache size      319, 3336402 req, miss ratio 0.5365, byte miss ratio 0.5365
result/tencentBlock.ns21209.oracleGeneral.zst LRU cache size      958, 3336402 req, miss ratio 0.4882, byte miss ratio 0.4882
result/tencentBlock.ns21209.oracleGeneral.zst LRU cache size     3195, 3336402 req, miss ratio 0.4506, byte miss ratio 0.4506
result/tencentBlock.ns21209.oracleGeneral.zst LRU cache size     9587, 3336402 req, miss ratio 0.4059, byte miss ratio 0.4059
result/tencentBlock.ns21209.oracleGeneral.zst LRU cache size    31958, 3336402 req, miss ratio 0.3539, byte miss ratio 0.3539
result/tencentBlock.ns21209.oracleGeneral.zst LRU cache size    63916, 3336402 req, miss ratio 0.2768, byte miss ratio 0.2768
result/tencentBlock.ns21209.oracleGeneral.zst LRU cache size   127832, 3336402 req, miss ratio 0.1457, byte miss ratio 0.1457
result/tencentBlock.ns21209.oracleGeneral.zst LRU cache size   255664, 3336402 req, miss ratio 0.0980, byte miss ratio 0.0980
result/tencentBlock.ns21209.oracleGeneral.zst LHD cache size      319, 3336402 req, miss ratio 0.5197, byte miss ratio 0.5197
result/tencentBlock.ns21209.oracleGeneral.zst LHD cache size      958, 3336402 req, miss ratio 0.4872, byte miss ratio 0.4872
result/tencentBlock.ns21209.oracleGeneral.zst LHD cache size     3195, 3336402 req, miss ratio 0.4381, byte miss ratio 0.4381
