result/tencentBlock.ns14346.oracleGeneral.zst LeCaR cache size      187, 2189523 req, miss ratio 0.4326, byte miss ratio 0.4326
result/tencentBlock.ns14346.oracleGeneral.zst LeCaR cache size      561, 2189523 req, miss ratio 0.3860, byte miss ratio 0.3860
result/tencentBlock.ns14346.oracleGeneral.zst LeCaR cache size     1871, 2189523 req, miss ratio 0.2894, byte miss ratio 0.2894
result/tencentBlock.ns14346.oracleGeneral.zst LeCaR cache size     5613, 2189523 req, miss ratio 0.2420, byte miss ratio 0.2420
result/tencentBlock.ns14346.oracleGeneral.zst LeCaR cache size    18713, 2189523 req, miss ratio 0.1902, byte miss ratio 0.1902
result/tencentBlock.ns14346.oracleGeneral.zst LeCaR cache size    37426, 2189523 req, miss ratio 0.1422, byte miss ratio 0.1422
result/tencentBlock.ns14346.oracleGeneral.zst LeCaR cache size    74852, 2189523 req, miss ratio 0.0937, byte miss ratio 0.0937
result/tencentBlock.ns14346.oracleGeneral.zst LeCaR cache size   149705, 2189523 req, miss ratio 0.0863, byte miss ratio 0.0863
result/tencentBlock.ns14346.oracleGeneral.zst Cacheus cache size      187, 2189523 req, miss ratio 0.4231, byte miss ratio 0.4231
result/tencentBlock.ns14346.oracleGeneral.zst Cacheus cache size      561, 2189523 req, miss ratio 0.3702, byte miss ratio 0.3702
result/tencentBlock.ns14346.oracleGeneral.zst Cacheus cache size     1871, 2189523 req, miss ratio 0.2699, byte miss ratio 0.2699
result/tencentBlock.ns14346.oracleGeneral.zst Cacheus cache size     5613, 2189523 req, miss ratio 0.2390, byte miss ratio 0.2390
result/tencentBlock.ns14346.oracleGeneral.zst Cacheus cache size    18713, 2189523 req, miss ratio 0.1937, byte miss ratio 0.1937
result/tencentBlock.ns14346.oracleGeneral.zst Cacheus cache size    37426, 2189523 req, miss ratio 0.1471, byte miss ratio 0.1471
result/tencentBlock.ns14346.oracleGeneral.zst Cacheus cache size    74852, 2189523 req, miss ratio 0.0974, byte miss ratio 0.0974
result/tencentBlock.ns14346.oracleGeneral.zst Cacheus cache size   149705, 2189523 req, miss ratio 0.0869, byte miss ratio 0.0869
result/tencentBlock.ns14346.oracleGeneral.zst ARC cache size      187, 2189523 req, miss ratio 0.4158, byte miss ratio 0.4158
result/tencentBlock.ns14346.oracleGeneral.zst ARC cache size      561, 2189523 req, miss ratio 0.3654, byte miss ratio 0.3654
result/tencentBlock.ns14346.oracleGeneral.zst ARC cache size     1871, 2189523 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns14346.oracleGeneral.zst ARC cache size     5613, 2189523 req, miss ratio 0.2391, byte miss ratio 0.2391
result/tencentBlock.ns14346.oracleGeneral.zst ARC cache size    18713, 2189523 req, miss ratio 0.1913, byte miss ratio 0.1913
result/tencentBlock.ns14346.oracleGeneral.zst ARC cache size    37426, 2189523 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns14346.oracleGeneral.zst ARC cache size    74852, 2189523 req, miss ratio 0.0936, byte miss ratio 0.0936
result/tencentBlock.ns14346.oracleGeneral.zst ARC cache size   149705, 2189523 req, miss ratio 0.0869, byte miss ratio 0.0869
result/tencentBlock.ns14346.oracleGeneral.zst LHD cache size      187, 2189523 req, miss ratio 0.4266, byte miss ratio 0.4266
result/tencentBlock.ns14346.oracleGeneral.zst LHD cache size      561, 2189523 req, miss ratio 0.3829, byte miss ratio 0.3829
result/tencentBlock.ns14346.oracleGeneral.zst LHD cache size     1871, 2189523 req, miss ratio 0.2870, byte miss ratio 0.2870
result/tencentBlock.ns14346.oracleGeneral.zst LHD cache size     5613, 2189523 req, miss ratio 0.2403, byte miss ratio 0.2403
result/tencentBlock.ns14346.oracleGeneral.zst LHD cache size    18713, 2189523 req, miss ratio 0.1932, byte miss ratio 0.1932
result/tencentBlock.ns14346.oracleGeneral.zst LHD cache size    37426, 2189523 req, miss ratio 0.1439, byte miss ratio 0.1439
result/tencentBlock.ns14346.oracleGeneral.zst LHD cache size    74852, 2189523 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns14346.oracleGeneral.zst LHD cache size   149705, 2189523 req, miss ratio 0.0866, byte miss ratio 0.0866
result/tencentBlock.ns14346.oracleGeneral.zst LIRS cache size      187, 2189523 req, miss ratio 0.4268, byte miss ratio 0.4268
result/tencentBlock.ns14346.oracleGeneral.zst LIRS cache size      561, 2189523 req, miss ratio 0.3710, byte miss ratio 0.3710
result/tencentBlock.ns14346.oracleGeneral.zst LIRS cache size     1871, 2189523 req, miss ratio 0.2606, byte miss ratio 0.2606
result/tencentBlock.ns14346.oracleGeneral.zst LIRS cache size     5613, 2189523 req, miss ratio 0.2377, byte miss ratio 0.2377
result/tencentBlock.ns14346.oracleGeneral.zst LIRS cache size    18713, 2189523 req, miss ratio 0.1891, byte miss ratio 0.1891
result/tencentBlock.ns14346.oracleGeneral.zst LIRS cache size    37426, 2189523 req, miss ratio 0.1420, byte miss ratio 0.1420
result/tencentBlock.ns14346.oracleGeneral.zst LIRS cache size    74852, 2189523 req, miss ratio 0.1008, byte miss ratio 0.1008
result/tencentBlock.ns14346.oracleGeneral.zst LIRS cache size   149705, 2189523 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns14346.oracleGeneral.zst FIFO cache size      187, 2189523 req, miss ratio 0.5962, byte miss ratio 0.5962
result/tencentBlock.ns14346.oracleGeneral.zst FIFO cache size      561, 2189523 req, miss ratio 0.4407, byte miss ratio 0.4407
result/tencentBlock.ns14346.oracleGeneral.zst FIFO cache size     1871, 2189523 req, miss ratio 0.3396, byte miss ratio 0.3396
result/tencentBlock.ns14346.oracleGeneral.zst FIFO cache size     5613, 2189523 req, miss ratio 0.2787, byte miss ratio 0.2787
result/tencentBlock.ns14346.oracleGeneral.zst FIFO cache size    18713, 2189523 req, miss ratio 0.2087, byte miss ratio 0.2087
result/tencentBlock.ns14346.oracleGeneral.zst FIFO cache size    37426, 2189523 req, miss ratio 0.1568, byte miss ratio 0.1568
