result/tencentBlock.ns22583.oracleGeneral.zst S3FIFO-1 cache size      170, 1011279 req, miss ratio 0.3971, byte miss ratio 0.3971
result/tencentBlock.ns22583.oracleGeneral.zst S3FIFO-1 cache size      512, 1011279 req, miss ratio 0.3926, byte miss ratio 0.3926
result/tencentBlock.ns22583.oracleGeneral.zst S3FIFO-1 cache size     1709, 1011279 req, miss ratio 0.3906, byte miss ratio 0.3906
result/tencentBlock.ns22583.oracleGeneral.zst S3FIFO-1 cache size     5127, 1011279 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns22583.oracleGeneral.zst S3FIFO-1 cache size    17093, 1011279 req, miss ratio 0.3252, byte miss ratio 0.3252
result/tencentBlock.ns22583.oracleGeneral.zst S3FIFO-1 cache size    34186, 1011279 req, miss ratio 0.2610, byte miss ratio 0.2610
result/tencentBlock.ns22583.oracleGeneral.zst S3FIFO-1 cache size    68372, 1011279 req, miss ratio 0.1938, byte miss ratio 0.1938
result/tencentBlock.ns22583.oracleGeneral.zst S3FIFO-1 cache size   136744, 1011279 req, miss ratio 0.1702, byte miss ratio 0.1702
result/tencentBlock.ns22583.oracleGeneral.zst clock2 cache size      170, 1011279 req, miss ratio 0.4061, byte miss ratio 0.4061
result/tencentBlock.ns22583.oracleGeneral.zst clock2 cache size      512, 1011279 req, miss ratio 0.3930, byte miss ratio 0.3930
result/tencentBlock.ns22583.oracleGeneral.zst clock2 cache size     1709, 1011279 req, miss ratio 0.3917, byte miss ratio 0.3917
result/tencentBlock.ns22583.oracleGeneral.zst clock2 cache size     5127, 1011279 req, miss ratio 0.3900, byte miss ratio 0.3900
result/tencentBlock.ns22583.oracleGeneral.zst clock2 cache size    17093, 1011279 req, miss ratio 0.3730, byte miss ratio 0.3730
result/tencentBlock.ns22583.oracleGeneral.zst clock2 cache size    34186, 1011279 req, miss ratio 0.3032, byte miss ratio 0.3032
result/tencentBlock.ns22583.oracleGeneral.zst clock2 cache size    68372, 1011279 req, miss ratio 0.2103, byte miss ratio 0.2103
result/tencentBlock.ns22583.oracleGeneral.zst clock2 cache size   136744, 1011279 req, miss ratio 0.1702, byte miss ratio 0.1702
result/tencentBlock.ns22583.oracleGeneral.zst LIRS cache size      170, 1011279 req, miss ratio 0.4863, byte miss ratio 0.4863
result/tencentBlock.ns22583.oracleGeneral.zst LIRS cache size      512, 1011279 req, miss ratio 0.4212, byte miss ratio 0.4212
result/tencentBlock.ns22583.oracleGeneral.zst LIRS cache size     1709, 1011279 req, miss ratio 0.3944, byte miss ratio 0.3944
