result/tencentBlock.ns13444.oracleGeneral.zst clock2 cache size      152, 2833982 req, miss ratio 0.4005, byte miss ratio 0.4005
result/tencentBlock.ns13444.oracleGeneral.zst clock2 cache size      457, 2833982 req, miss ratio 0.3825, byte miss ratio 0.3825
result/tencentBlock.ns13444.oracleGeneral.zst clock2 cache size     1525, 2833982 req, miss ratio 0.3755, byte miss ratio 0.3755
result/tencentBlock.ns13444.oracleGeneral.zst clock2 cache size     4577, 2833982 req, miss ratio 0.3733, byte miss ratio 0.3733
result/tencentBlock.ns13444.oracleGeneral.zst clock2 cache size    15257, 2833982 req, miss ratio 0.3724, byte miss ratio 0.3724
result/tencentBlock.ns13444.oracleGeneral.zst clock2 cache size    30514, 2833982 req, miss ratio 0.2898, byte miss ratio 0.2898
result/tencentBlock.ns13444.oracleGeneral.zst clock2 cache size    61028, 2833982 req, miss ratio 0.1955, byte miss ratio 0.1955
result/tencentBlock.ns13444.oracleGeneral.zst clock2 cache size   122057, 2833982 req, miss ratio 0.0588, byte miss ratio 0.0588
result/tencentBlock.ns13444.oracleGeneral.zst LeCaR cache size      152, 2833982 req, miss ratio 0.3973, byte miss ratio 0.3973
result/tencentBlock.ns13444.oracleGeneral.zst LeCaR cache size      457, 2833982 req, miss ratio 0.3833, byte miss ratio 0.3833
result/tencentBlock.ns13444.oracleGeneral.zst LeCaR cache size     1525, 2833982 req, miss ratio 0.3751, byte miss ratio 0.3751
result/tencentBlock.ns13444.oracleGeneral.zst LeCaR cache size     4577, 2833982 req, miss ratio 0.3733, byte miss ratio 0.3733
result/tencentBlock.ns13444.oracleGeneral.zst LeCaR cache size    15257, 2833982 req, miss ratio 0.3724, byte miss ratio 0.3724
result/tencentBlock.ns13444.oracleGeneral.zst LeCaR cache size    30514, 2833982 req, miss ratio 0.2599, byte miss ratio 0.2599
result/tencentBlock.ns13444.oracleGeneral.zst LeCaR cache size    61028, 2833982 req, miss ratio 0.1496, byte miss ratio 0.1496
result/tencentBlock.ns13444.oracleGeneral.zst LeCaR cache size   122057, 2833982 req, miss ratio 0.0582, byte miss ratio 0.0582
result/tencentBlock.ns13444.oracleGeneral.zst S3FIFO-1 cache size      152, 2833982 req, miss ratio 0.3886, byte miss ratio 0.3886
result/tencentBlock.ns13444.oracleGeneral.zst S3FIFO-1 cache size      457, 2833982 req, miss ratio 0.3782, byte miss ratio 0.3782
result/tencentBlock.ns13444.oracleGeneral.zst S3FIFO-1 cache size     1525, 2833982 req, miss ratio 0.3735, byte miss ratio 0.3735
result/tencentBlock.ns13444.oracleGeneral.zst S3FIFO-1 cache size     4577, 2833982 req, miss ratio 0.3727, byte miss ratio 0.3727
result/tencentBlock.ns13444.oracleGeneral.zst S3FIFO-1 cache size    15257, 2833982 req, miss ratio 0.3202, byte miss ratio 0.3202
result/tencentBlock.ns13444.oracleGeneral.zst S3FIFO-1 cache size    30514, 2833982 req, miss ratio 0.2681, byte miss ratio 0.2681
result/tencentBlock.ns13444.oracleGeneral.zst S3FIFO-1 cache size    61028, 2833982 req, miss ratio 0.1527, byte miss ratio 0.1527
result/tencentBlock.ns13444.oracleGeneral.zst S3FIFO-1 cache size   122057, 2833982 req, miss ratio 0.0608, byte miss ratio 0.0608
result/tencentBlock.ns13444.oracleGeneral.zst Cacheus cache size      152, 2833982 req, miss ratio 0.3924, byte miss ratio 0.3924
result/tencentBlock.ns13444.oracleGeneral.zst Cacheus cache size      457, 2833982 req, miss ratio 0.3761, byte miss ratio 0.3761
result/tencentBlock.ns13444.oracleGeneral.zst Cacheus cache size     1525, 2833982 req, miss ratio 0.3735, byte miss ratio 0.3735
result/tencentBlock.ns13444.oracleGeneral.zst Cacheus cache size     4577, 2833982 req, miss ratio 0.3726, byte miss ratio 0.3726
result/tencentBlock.ns13444.oracleGeneral.zst Cacheus cache size    15257, 2833982 req, miss ratio 0.3331, byte miss ratio 0.3331
result/tencentBlock.ns13444.oracleGeneral.zst Cacheus cache size    30514, 2833982 req, miss ratio 0.2693, byte miss ratio 0.2693
result/tencentBlock.ns13444.oracleGeneral.zst Cacheus cache size    61028, 2833982 req, miss ratio 0.1837, byte miss ratio 0.1837
result/tencentBlock.ns13444.oracleGeneral.zst Cacheus cache size   122057, 2833982 req, miss ratio 0.0583, byte miss ratio 0.0583
result/tencentBlock.ns13444.oracleGeneral.zst LRU cache size      152, 2833982 req, miss ratio 0.3985, byte miss ratio 0.3985
result/tencentBlock.ns13444.oracleGeneral.zst LRU cache size      457, 2833982 req, miss ratio 0.3843, byte miss ratio 0.3843
result/tencentBlock.ns13444.oracleGeneral.zst LRU cache size     1525, 2833982 req, miss ratio 0.3758, byte miss ratio 0.3758
result/tencentBlock.ns13444.oracleGeneral.zst LRU cache size     4577, 2833982 req, miss ratio 0.3735, byte miss ratio 0.3735
result/tencentBlock.ns13444.oracleGeneral.zst LRU cache size    15257, 2833982 req, miss ratio 0.3724, byte miss ratio 0.3724
result/tencentBlock.ns13444.oracleGeneral.zst LRU cache size    30514, 2833982 req, miss ratio 0.2896, byte miss ratio 0.2896
