result/tencentBlock.ns15415.oracleGeneral.zst LHD cache size      292, 3165131 req, miss ratio 0.4950, byte miss ratio 0.4950
result/tencentBlock.ns15415.oracleGeneral.zst LHD cache size      878, 3165131 req, miss ratio 0.4028, byte miss ratio 0.4028
result/tencentBlock.ns15415.oracleGeneral.zst LHD cache size     2928, 3165131 req, miss ratio 0.2666, byte miss ratio 0.2666
result/tencentBlock.ns15415.oracleGeneral.zst LHD cache size     8785, 3165131 req, miss ratio 0.2271, byte miss ratio 0.2271
result/tencentBlock.ns15415.oracleGeneral.zst LHD cache size    29286, 3165131 req, miss ratio 0.1650, byte miss ratio 0.1650
result/tencentBlock.ns15415.oracleGeneral.zst LHD cache size    58572, 3165131 req, miss ratio 0.1218, byte miss ratio 0.1218
result/tencentBlock.ns15415.oracleGeneral.zst LHD cache size   117144, 3165131 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns15415.oracleGeneral.zst LHD cache size   234288, 3165131 req, miss ratio 0.0938, byte miss ratio 0.0938
result/tencentBlock.ns15415.oracleGeneral.zst S3FIFO-1 cache size      292, 3165131 req, miss ratio 0.4938, byte miss ratio 0.4938
result/tencentBlock.ns15415.oracleGeneral.zst S3FIFO-1 cache size      878, 3165131 req, miss ratio 0.3650, byte miss ratio 0.3650
result/tencentBlock.ns15415.oracleGeneral.zst S3FIFO-1 cache size     2928, 3165131 req, miss ratio 0.2565, byte miss ratio 0.2565
result/tencentBlock.ns15415.oracleGeneral.zst S3FIFO-1 cache size     8785, 3165131 req, miss ratio 0.2237, byte miss ratio 0.2237
result/tencentBlock.ns15415.oracleGeneral.zst S3FIFO-1 cache size    29286, 3165131 req, miss ratio 0.1749, byte miss ratio 0.1749
result/tencentBlock.ns15415.oracleGeneral.zst S3FIFO-1 cache size    58572, 3165131 req, miss ratio 0.1318, byte miss ratio 0.1318
result/tencentBlock.ns15415.oracleGeneral.zst S3FIFO-1 cache size   117144, 3165131 req, miss ratio 0.1019, byte miss ratio 0.1019
result/tencentBlock.ns15415.oracleGeneral.zst S3FIFO-1 cache size   234288, 3165131 req, miss ratio 0.0937, byte miss ratio 0.0937
result/tencentBlock.ns15415.oracleGeneral.zst Cacheus cache size      292, 3165131 req, miss ratio 0.4832, byte miss ratio 0.4832
result/tencentBlock.ns15415.oracleGeneral.zst Cacheus cache size      878, 3165131 req, miss ratio 0.3866, byte miss ratio 0.3866
result/tencentBlock.ns15415.oracleGeneral.zst Cacheus cache size     2928, 3165131 req, miss ratio 0.2612, byte miss ratio 0.2612
result/tencentBlock.ns15415.oracleGeneral.zst Cacheus cache size     8785, 3165131 req, miss ratio 0.2257, byte miss ratio 0.2257
result/tencentBlock.ns15415.oracleGeneral.zst Cacheus cache size    29286, 3165131 req, miss ratio 0.1650, byte miss ratio 0.1650
result/tencentBlock.ns15415.oracleGeneral.zst Cacheus cache size    58572, 3165131 req, miss ratio 0.1339, byte miss ratio 0.1339
result/tencentBlock.ns15415.oracleGeneral.zst Cacheus cache size   117144, 3165131 req, miss ratio 0.1026, byte miss ratio 0.1026
result/tencentBlock.ns15415.oracleGeneral.zst Cacheus cache size   234288, 3165131 req, miss ratio 0.0944, byte miss ratio 0.0944
result/tencentBlock.ns15415.oracleGeneral.zst FIFO cache size      292, 3165131 req, miss ratio 0.6116, byte miss ratio 0.6116
result/tencentBlock.ns15415.oracleGeneral.zst FIFO cache size      878, 3165131 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns15415.oracleGeneral.zst FIFO cache size     2928, 3165131 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns15415.oracleGeneral.zst FIFO cache size     8785, 3165131 req, miss ratio 0.2594, byte miss ratio 0.2594
result/tencentBlock.ns15415.oracleGeneral.zst FIFO cache size    29286, 3165131 req, miss ratio 0.1758, byte miss ratio 0.1758
result/tencentBlock.ns15415.oracleGeneral.zst FIFO cache size    58572, 3165131 req, miss ratio 0.1372, byte miss ratio 0.1372
