result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-1 cache size      487, 7595320 req, miss ratio 0.4102, byte miss ratio 0.4102
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-1 cache size     1462, 7595320 req, miss ratio 0.3596, byte miss ratio 0.3596
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-1 cache size     4875, 7595320 req, miss ratio 0.3449, byte miss ratio 0.3449
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-1 cache size    14625, 7595320 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-1 cache size    48751, 7595320 req, miss ratio 0.2118, byte miss ratio 0.2118
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-1 cache size    97503, 7595320 req, miss ratio 0.1448, byte miss ratio 0.1448
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-1 cache size   195006, 7595320 req, miss ratio 0.0849, byte miss ratio 0.0849
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-1 cache size   390012, 7595320 req, miss ratio 0.0652, byte miss ratio 0.0652
result/tencentBlock.ns7464.oracleGeneral.zst FIFO cache size      487, 7595320 req, miss ratio 0.5075, byte miss ratio 0.5075
result/tencentBlock.ns7464.oracleGeneral.zst FIFO cache size     1462, 7595320 req, miss ratio 0.4166, byte miss ratio 0.4166
result/tencentBlock.ns7464.oracleGeneral.zst FIFO cache size     4875, 7595320 req, miss ratio 0.3747, byte miss ratio 0.3747
result/tencentBlock.ns7464.oracleGeneral.zst FIFO cache size    14625, 7595320 req, miss ratio 0.3226, byte miss ratio 0.3226
result/tencentBlock.ns7464.oracleGeneral.zst FIFO cache size    48751, 7595320 req, miss ratio 0.2490, byte miss ratio 0.2490
result/tencentBlock.ns7464.oracleGeneral.zst FIFO cache size    97503, 7595320 req, miss ratio 0.1907, byte miss ratio 0.1907
result/tencentBlock.ns7464.oracleGeneral.zst FIFO cache size   195006, 7595320 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns7464.oracleGeneral.zst FIFO cache size   390012, 7595320 req, miss ratio 0.0767, byte miss ratio 0.0767
result/tencentBlock.ns7464.oracleGeneral.zst Cacheus cache size      487, 7595320 req, miss ratio 0.4144, byte miss ratio 0.4144
result/tencentBlock.ns7464.oracleGeneral.zst Cacheus cache size     1462, 7595320 req, miss ratio 0.3626, byte miss ratio 0.3626
result/tencentBlock.ns7464.oracleGeneral.zst Cacheus cache size     4875, 7595320 req, miss ratio 0.3467, byte miss ratio 0.3467
result/tencentBlock.ns7464.oracleGeneral.zst Cacheus cache size    14625, 7595320 req, miss ratio 0.2723, byte miss ratio 0.2723
result/tencentBlock.ns7464.oracleGeneral.zst Cacheus cache size    48751, 7595320 req, miss ratio 0.2200, byte miss ratio 0.2200
result/tencentBlock.ns7464.oracleGeneral.zst Cacheus cache size    97503, 7595320 req, miss ratio 0.1621, byte miss ratio 0.1621
result/tencentBlock.ns7464.oracleGeneral.zst Cacheus cache size   195006, 7595320 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns7464.oracleGeneral.zst Cacheus cache size   390012, 7595320 req, miss ratio 0.0710, byte miss ratio 0.0710
result/tencentBlock.ns7464.oracleGeneral.zst LRU cache size      487, 7595320 req, miss ratio 0.4540, byte miss ratio 0.4540
result/tencentBlock.ns7464.oracleGeneral.zst LRU cache size     1462, 7595320 req, miss ratio 0.3792, byte miss ratio 0.3792
result/tencentBlock.ns7464.oracleGeneral.zst LRU cache size     4875, 7595320 req, miss ratio 0.3576, byte miss ratio 0.3576
result/tencentBlock.ns7464.oracleGeneral.zst LRU cache size    14625, 7595320 req, miss ratio 0.2935, byte miss ratio 0.2935
result/tencentBlock.ns7464.oracleGeneral.zst LRU cache size    48751, 7595320 req, miss ratio 0.2322, byte miss ratio 0.2322
result/tencentBlock.ns7464.oracleGeneral.zst LRU cache size    97503, 7595320 req, miss ratio 0.1717, byte miss ratio 0.1717
result/tencentBlock.ns7464.oracleGeneral.zst LRU cache size   195006, 7595320 req, miss ratio 0.0870, byte miss ratio 0.0870
result/tencentBlock.ns7464.oracleGeneral.zst LRU cache size   390012, 7595320 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns7464.oracleGeneral.zst clock2 cache size      487, 7595320 req, miss ratio 0.4436, byte miss ratio 0.4436
result/tencentBlock.ns7464.oracleGeneral.zst clock2 cache size     1462, 7595320 req, miss ratio 0.3709, byte miss ratio 0.3709
result/tencentBlock.ns7464.oracleGeneral.zst clock2 cache size     4875, 7595320 req, miss ratio 0.3555, byte miss ratio 0.3555
result/tencentBlock.ns7464.oracleGeneral.zst clock2 cache size    14625, 7595320 req, miss ratio 0.2946, byte miss ratio 0.2946
result/tencentBlock.ns7464.oracleGeneral.zst clock2 cache size    48751, 7595320 req, miss ratio 0.2361, byte miss ratio 0.2361
result/tencentBlock.ns7464.oracleGeneral.zst clock2 cache size    97503, 7595320 req, miss ratio 0.1747, byte miss ratio 0.1747
result/tencentBlock.ns7464.oracleGeneral.zst clock2 cache size   195006, 7595320 req, miss ratio 0.0966, byte miss ratio 0.0966
result/tencentBlock.ns7464.oracleGeneral.zst clock2 cache size   390012, 7595320 req, miss ratio 0.0652, byte miss ratio 0.0652
result/tencentBlock.ns7464.oracleGeneral.zst ARC cache size      487, 7595320 req, miss ratio 0.4081, byte miss ratio 0.4081
result/tencentBlock.ns7464.oracleGeneral.zst ARC cache size     1462, 7595320 req, miss ratio 0.3618, byte miss ratio 0.3618
result/tencentBlock.ns7464.oracleGeneral.zst ARC cache size     4875, 7595320 req, miss ratio 0.3465, byte miss ratio 0.3465
result/tencentBlock.ns7464.oracleGeneral.zst ARC cache size    14625, 7595320 req, miss ratio 0.2695, byte miss ratio 0.2695
result/tencentBlock.ns7464.oracleGeneral.zst ARC cache size    48751, 7595320 req, miss ratio 0.2112, byte miss ratio 0.2112
result/tencentBlock.ns7464.oracleGeneral.zst ARC cache size    97503, 7595320 req, miss ratio 0.1574, byte miss ratio 0.1574
result/tencentBlock.ns7464.oracleGeneral.zst ARC cache size   195006, 7595320 req, miss ratio 0.0854, byte miss ratio 0.0854
result/tencentBlock.ns7464.oracleGeneral.zst ARC cache size   390012, 7595320 req, miss ratio 0.0652, byte miss ratio 0.0652
result/tencentBlock.ns7464.oracleGeneral.zst LHD cache size      487, 7595320 req, miss ratio 0.4530, byte miss ratio 0.4530
result/tencentBlock.ns7464.oracleGeneral.zst LHD cache size     1462, 7595320 req, miss ratio 0.3825, byte miss ratio 0.3825
result/tencentBlock.ns7464.oracleGeneral.zst LHD cache size     4875, 7595320 req, miss ratio 0.3496, byte miss ratio 0.3496
result/tencentBlock.ns7464.oracleGeneral.zst LHD cache size    14625, 7595320 req, miss ratio 0.2760, byte miss ratio 0.2760
result/tencentBlock.ns7464.oracleGeneral.zst LHD cache size    48751, 7595320 req, miss ratio 0.2182, byte miss ratio 0.2182
result/tencentBlock.ns7464.oracleGeneral.zst LHD cache size    97503, 7595320 req, miss ratio 0.1421, byte miss ratio 0.1421
result/tencentBlock.ns7464.oracleGeneral.zst LHD cache size   195006, 7595320 req, miss ratio 0.0831, byte miss ratio 0.0831
result/tencentBlock.ns7464.oracleGeneral.zst LHD cache size   390012, 7595320 req, miss ratio 0.0650, byte miss ratio 0.0650
result/tencentBlock.ns7464.oracleGeneral.zst Clock cache size      487, 7595320 req, miss ratio 0.4488, byte miss ratio 0.4488
result/tencentBlock.ns7464.oracleGeneral.zst Clock cache size     1462, 7595320 req, miss ratio 0.3761, byte miss ratio 0.3761
result/tencentBlock.ns7464.oracleGeneral.zst Clock cache size     4875, 7595320 req, miss ratio 0.3569, byte miss ratio 0.3569
result/tencentBlock.ns7464.oracleGeneral.zst Clock cache size    14625, 7595320 req, miss ratio 0.2955, byte miss ratio 0.2955
result/tencentBlock.ns7464.oracleGeneral.zst Clock cache size    48751, 7595320 req, miss ratio 0.2331, byte miss ratio 0.2331
result/tencentBlock.ns7464.oracleGeneral.zst Clock cache size    97503, 7595320 req, miss ratio 0.1718, byte miss ratio 0.1718
result/tencentBlock.ns7464.oracleGeneral.zst Clock cache size   195006, 7595320 req, miss ratio 0.0931, byte miss ratio 0.0931
result/tencentBlock.ns7464.oracleGeneral.zst Clock cache size   390012, 7595320 req, miss ratio 0.0652, byte miss ratio 0.0652
result/tencentBlock.ns7464.oracleGeneral.zst LIRS cache size      487, 7595320 req, miss ratio 0.4246, byte miss ratio 0.4246
result/tencentBlock.ns7464.oracleGeneral.zst LIRS cache size     1462, 7595320 req, miss ratio 0.3755, byte miss ratio 0.3755
result/tencentBlock.ns7464.oracleGeneral.zst LIRS cache size     4875, 7595320 req, miss ratio 0.3550, byte miss ratio 0.3550
result/tencentBlock.ns7464.oracleGeneral.zst LIRS cache size    14625, 7595320 req, miss ratio 0.2679, byte miss ratio 0.2679
result/tencentBlock.ns7464.oracleGeneral.zst LIRS cache size    48751, 7595320 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns7464.oracleGeneral.zst LIRS cache size    97503, 7595320 req, miss ratio 0.1435, byte miss ratio 0.1435
result/tencentBlock.ns7464.oracleGeneral.zst LIRS cache size   195006, 7595320 req, miss ratio 0.0856, byte miss ratio 0.0856
result/tencentBlock.ns7464.oracleGeneral.zst LIRS cache size   390012, 7595320 req, miss ratio 0.0666, byte miss ratio 0.0666
result/tencentBlock.ns7464.oracleGeneral.zst LeCaR cache size      487, 7595320 req, miss ratio 0.4339, byte miss ratio 0.4339
result/tencentBlock.ns7464.oracleGeneral.zst LeCaR cache size     1462, 7595320 req, miss ratio 0.3696, byte miss ratio 0.3696
result/tencentBlock.ns7464.oracleGeneral.zst LeCaR cache size     4875, 7595320 req, miss ratio 0.3542, byte miss ratio 0.3542
result/tencentBlock.ns7464.oracleGeneral.zst LeCaR cache size    14625, 7595320 req, miss ratio 0.2866, byte miss ratio 0.2866
result/tencentBlock.ns7464.oracleGeneral.zst LeCaR cache size    48751, 7595320 req, miss ratio 0.2250, byte miss ratio 0.2250
result/tencentBlock.ns7464.oracleGeneral.zst LeCaR cache size    97503, 7595320 req, miss ratio 0.1595, byte miss ratio 0.1595
result/tencentBlock.ns7464.oracleGeneral.zst LeCaR cache size   195006, 7595320 req, miss ratio 0.0843, byte miss ratio 0.0843
result/tencentBlock.ns7464.oracleGeneral.zst LeCaR cache size   390012, 7595320 req, miss ratio 0.0652, byte miss ratio 0.0652
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-d-1 cache size      487, 7595320 req, miss ratio 0.3952, byte miss ratio 0.3952
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-d-1 cache size     1462, 7595320 req, miss ratio 0.3585, byte miss ratio 0.3585
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-d-1 cache size     4875, 7595320 req, miss ratio 0.3449, byte miss ratio 0.3449
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-d-1 cache size    14625, 7595320 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-d-1 cache size    48751, 7595320 req, miss ratio 0.2066, byte miss ratio 0.2066
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-d-1 cache size    97503, 7595320 req, miss ratio 0.1446, byte miss ratio 0.1446
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-d-1 cache size   195006, 7595320 req, miss ratio 0.0849, byte miss ratio 0.0849
result/tencentBlock.ns7464.oracleGeneral.zst S3FIFO-d-1 cache size   390012, 7595320 req, miss ratio 0.0652, byte miss ratio 0.0652
result/tencentBlock.ns7464.oracleGeneral.zst LRB cache size      487, 7595320 req, miss ratio 0.4283, byte miss ratio 0.4283
result/tencentBlock.ns7464.oracleGeneral.zst LRB cache size     1462, 7595320 req, miss ratio 0.3706, byte miss ratio 0.3706
result/tencentBlock.ns7464.oracleGeneral.zst LRB cache size     4875, 7595320 req, miss ratio 0.2954, byte miss ratio 0.2954
result/tencentBlock.ns7464.oracleGeneral.zst LRB cache size    14625, 7595320 req, miss ratio 0.2552, byte miss ratio 0.2552
result/tencentBlock.ns7464.oracleGeneral.zst LRB cache size    48751, 7595320 req, miss ratio 0.1808, byte miss ratio 0.1808
result/tencentBlock.ns7464.oracleGeneral.zst LRB cache size    97503, 7595320 req, miss ratio 0.1284, byte miss ratio 0.1284
result/tencentBlock.ns7464.oracleGeneral.zst LRB cache size   195006, 7595320 req, miss ratio 0.0866, byte miss ratio 0.0866
result/tencentBlock.ns7464.oracleGeneral.zst LRB cache size   390012, 7595320 req, miss ratio 0.0661, byte miss ratio 0.0661
result/tencentBlock.ns7464.oracleGeneral.zst TwoQ cache size      487, 7595320 req, miss ratio 0.4119, byte miss ratio 0.4119
result/tencentBlock.ns7464.oracleGeneral.zst TwoQ cache size     1462, 7595320 req, miss ratio 0.3578, byte miss ratio 0.3578
result/tencentBlock.ns7464.oracleGeneral.zst TwoQ cache size     4875, 7595320 req, miss ratio 0.3453, byte miss ratio 0.3453
result/tencentBlock.ns7464.oracleGeneral.zst TwoQ cache size    14625, 7595320 req, miss ratio 0.2602, byte miss ratio 0.2602
result/tencentBlock.ns7464.oracleGeneral.zst TwoQ cache size    48751, 7595320 req, miss ratio 0.1992, byte miss ratio 0.1992
result/tencentBlock.ns7464.oracleGeneral.zst TwoQ cache size    97503, 7595320 req, miss ratio 0.1453, byte miss ratio 0.1453
result/tencentBlock.ns7464.oracleGeneral.zst TwoQ cache size   195006, 7595320 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns7464.oracleGeneral.zst TwoQ cache size   390012, 7595320 req, miss ratio 0.0767, byte miss ratio 0.0767
result/tencentBlock.ns7464.oracleGeneral.zst S4LRU(25:25:25:25) cache size      487, 7595320 req, miss ratio 0.4498, byte miss ratio 0.4498
result/tencentBlock.ns7464.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1462, 7595320 req, miss ratio 0.3757, byte miss ratio 0.3757
result/tencentBlock.ns7464.oracleGeneral.zst S4LRU(25:25:25:25) cache size     4875, 7595320 req, miss ratio 0.3523, byte miss ratio 0.3523
result/tencentBlock.ns7464.oracleGeneral.zst S4LRU(25:25:25:25) cache size    14625, 7595320 req, miss ratio 0.2845, byte miss ratio 0.2845
result/tencentBlock.ns7464.oracleGeneral.zst S4LRU(25:25:25:25) cache size    48751, 7595320 req, miss ratio 0.2305, byte miss ratio 0.2305
result/tencentBlock.ns7464.oracleGeneral.zst S4LRU(25:25:25:25) cache size    97503, 7595320 req, miss ratio 0.1579, byte miss ratio 0.1579
result/tencentBlock.ns7464.oracleGeneral.zst S4LRU(25:25:25:25) cache size   195006, 7595320 req, miss ratio 0.0930, byte miss ratio 0.0930
