result/tencentBlock.ns23687.oracleGeneral.zst LHD cache size      177, 1005339 req, miss ratio 0.4162, byte miss ratio 0.4162
result/tencentBlock.ns23687.oracleGeneral.zst LHD cache size      531, 1005339 req, miss ratio 0.3958, byte miss ratio 0.3958
result/tencentBlock.ns23687.oracleGeneral.zst LHD cache size     1773, 1005339 req, miss ratio 0.3934, byte miss ratio 0.3934
result/tencentBlock.ns23687.oracleGeneral.zst LHD cache size     5319, 1005339 req, miss ratio 0.3926, byte miss ratio 0.3926
result/tencentBlock.ns23687.oracleGeneral.zst LHD cache size    17730, 1005339 req, miss ratio 0.3333, byte miss ratio 0.3333
result/tencentBlock.ns23687.oracleGeneral.zst LHD cache size    35460, 1005339 req, miss ratio 0.2708, byte miss ratio 0.2708
result/tencentBlock.ns23687.oracleGeneral.zst LHD cache size    70920, 1005339 req, miss ratio 0.1984, byte miss ratio 0.1984
result/tencentBlock.ns23687.oracleGeneral.zst LHD cache size   141840, 1005339 req, miss ratio 0.1770, byte miss ratio 0.1770
result/tencentBlock.ns23687.oracleGeneral.zst Cacheus cache size      177, 1005339 req, miss ratio 0.3977, byte miss ratio 0.3977
result/tencentBlock.ns23687.oracleGeneral.zst Cacheus cache size      531, 1005339 req, miss ratio 0.3948, byte miss ratio 0.3948
result/tencentBlock.ns23687.oracleGeneral.zst Cacheus cache size     1773, 1005339 req, miss ratio 0.3929, byte miss ratio 0.3929
result/tencentBlock.ns23687.oracleGeneral.zst Cacheus cache size     5319, 1005339 req, miss ratio 0.3924, byte miss ratio 0.3924
result/tencentBlock.ns23687.oracleGeneral.zst Cacheus cache size    17730, 1005339 req, miss ratio 0.3367, byte miss ratio 0.3367
result/tencentBlock.ns23687.oracleGeneral.zst Cacheus cache size    35460, 1005339 req, miss ratio 0.2791, byte miss ratio 0.2791
result/tencentBlock.ns23687.oracleGeneral.zst Cacheus cache size    70920, 1005339 req, miss ratio 0.1980, byte miss ratio 0.1980
result/tencentBlock.ns23687.oracleGeneral.zst Cacheus cache size   141840, 1005339 req, miss ratio 0.1777, byte miss ratio 0.1777
result/tencentBlock.ns23687.oracleGeneral.zst LRU cache size      177, 1005339 req, miss ratio 0.4049, byte miss ratio 0.4049
result/tencentBlock.ns23687.oracleGeneral.zst LRU cache size      531, 1005339 req, miss ratio 0.3959, byte miss ratio 0.3959
result/tencentBlock.ns23687.oracleGeneral.zst LRU cache size     1773, 1005339 req, miss ratio 0.3934, byte miss ratio 0.3934
result/tencentBlock.ns23687.oracleGeneral.zst LRU cache size     5319, 1005339 req, miss ratio 0.3926, byte miss ratio 0.3926
result/tencentBlock.ns23687.oracleGeneral.zst LRU cache size    17730, 1005339 req, miss ratio 0.3277, byte miss ratio 0.3277
result/tencentBlock.ns23687.oracleGeneral.zst LRU cache size    35460, 1005339 req, miss ratio 0.2612, byte miss ratio 0.2612
result/tencentBlock.ns23687.oracleGeneral.zst LRU cache size    70920, 1005339 req, miss ratio 0.1910, byte miss ratio 0.1910
result/tencentBlock.ns23687.oracleGeneral.zst LRU cache size   141840, 1005339 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns23687.oracleGeneral.zst S3FIFO-1 cache size      177, 1005339 req, miss ratio 0.4001, byte miss ratio 0.4001
result/tencentBlock.ns23687.oracleGeneral.zst S3FIFO-1 cache size      531, 1005339 req, miss ratio 0.3949, byte miss ratio 0.3949
result/tencentBlock.ns23687.oracleGeneral.zst S3FIFO-1 cache size     1773, 1005339 req, miss ratio 0.3930, byte miss ratio 0.3930
result/tencentBlock.ns23687.oracleGeneral.zst S3FIFO-1 cache size     5319, 1005339 req, miss ratio 0.3923, byte miss ratio 0.3923
result/tencentBlock.ns23687.oracleGeneral.zst S3FIFO-1 cache size    17730, 1005339 req, miss ratio 0.3248, byte miss ratio 0.3248
result/tencentBlock.ns23687.oracleGeneral.zst S3FIFO-1 cache size    35460, 1005339 req, miss ratio 0.2575, byte miss ratio 0.2575
result/tencentBlock.ns23687.oracleGeneral.zst S3FIFO-1 cache size    70920, 1005339 req, miss ratio 0.1941, byte miss ratio 0.1941
result/tencentBlock.ns23687.oracleGeneral.zst S3FIFO-1 cache size   141840, 1005339 req, miss ratio 0.1770, byte miss ratio 0.1770
result/tencentBlock.ns23687.oracleGeneral.zst FIFO cache size      177, 1005339 req, miss ratio 0.4557, byte miss ratio 0.4557
result/tencentBlock.ns23687.oracleGeneral.zst FIFO cache size      531, 1005339 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns23687.oracleGeneral.zst FIFO cache size     1773, 1005339 req, miss ratio 0.3998, byte miss ratio 0.3998
result/tencentBlock.ns23687.oracleGeneral.zst FIFO cache size     5319, 1005339 req, miss ratio 0.3950, byte miss ratio 0.3950
result/tencentBlock.ns23687.oracleGeneral.zst FIFO cache size    17730, 1005339 req, miss ratio 0.3444, byte miss ratio 0.3444
result/tencentBlock.ns23687.oracleGeneral.zst FIFO cache size    35460, 1005339 req, miss ratio 0.2787, byte miss ratio 0.2787
result/tencentBlock.ns23687.oracleGeneral.zst FIFO cache size    70920, 1005339 req, miss ratio 0.2249, byte miss ratio 0.2249
result/tencentBlock.ns23687.oracleGeneral.zst FIFO cache size   141840, 1005339 req, miss ratio 0.1881, byte miss ratio 0.1881
result/tencentBlock.ns23687.oracleGeneral.zst LeCaR cache size      177, 1005339 req, miss ratio 0.4034, byte miss ratio 0.4034
result/tencentBlock.ns23687.oracleGeneral.zst LeCaR cache size      531, 1005339 req, miss ratio 0.3957, byte miss ratio 0.3957
result/tencentBlock.ns23687.oracleGeneral.zst LeCaR cache size     1773, 1005339 req, miss ratio 0.3934, byte miss ratio 0.3934
result/tencentBlock.ns23687.oracleGeneral.zst LeCaR cache size     5319, 1005339 req, miss ratio 0.3927, byte miss ratio 0.3927
result/tencentBlock.ns23687.oracleGeneral.zst LeCaR cache size    17730, 1005339 req, miss ratio 0.3219, byte miss ratio 0.3219
result/tencentBlock.ns23687.oracleGeneral.zst LeCaR cache size    35460, 1005339 req, miss ratio 0.2583, byte miss ratio 0.2583
result/tencentBlock.ns23687.oracleGeneral.zst LeCaR cache size    70920, 1005339 req, miss ratio 0.1893, byte miss ratio 0.1893
result/tencentBlock.ns23687.oracleGeneral.zst LeCaR cache size   141840, 1005339 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns23687.oracleGeneral.zst ARC cache size      177, 1005339 req, miss ratio 0.3977, byte miss ratio 0.3977
result/tencentBlock.ns23687.oracleGeneral.zst ARC cache size      531, 1005339 req, miss ratio 0.3949, byte miss ratio 0.3949
result/tencentBlock.ns23687.oracleGeneral.zst ARC cache size     1773, 1005339 req, miss ratio 0.3932, byte miss ratio 0.3932
result/tencentBlock.ns23687.oracleGeneral.zst ARC cache size     5319, 1005339 req, miss ratio 0.3927, byte miss ratio 0.3927
result/tencentBlock.ns23687.oracleGeneral.zst ARC cache size    17730, 1005339 req, miss ratio 0.3328, byte miss ratio 0.3328
result/tencentBlock.ns23687.oracleGeneral.zst ARC cache size    35460, 1005339 req, miss ratio 0.2595, byte miss ratio 0.2595
result/tencentBlock.ns23687.oracleGeneral.zst ARC cache size    70920, 1005339 req, miss ratio 0.1890, byte miss ratio 0.1890
result/tencentBlock.ns23687.oracleGeneral.zst ARC cache size   141840, 1005339 req, miss ratio 0.1770, byte miss ratio 0.1770
result/tencentBlock.ns23687.oracleGeneral.zst clock2 cache size      177, 1005339 req, miss ratio 0.4061, byte miss ratio 0.4061
