result/tencentBlock.ns5971.oracleGeneral.zst ARC cache size      295, 1247141 req, miss ratio 0.5557, byte miss ratio 0.5557
result/tencentBlock.ns5971.oracleGeneral.zst ARC cache size      885, 1247141 req, miss ratio 0.5122, byte miss ratio 0.5122
result/tencentBlock.ns5971.oracleGeneral.zst ARC cache size     2952, 1247141 req, miss ratio 0.4365, byte miss ratio 0.4365
result/tencentBlock.ns5971.oracleGeneral.zst ARC cache size     8856, 1247141 req, miss ratio 0.3578, byte miss ratio 0.3578
result/tencentBlock.ns5971.oracleGeneral.zst ARC cache size    29523, 1247141 req, miss ratio 0.3217, byte miss ratio 0.3217
result/tencentBlock.ns5971.oracleGeneral.zst ARC cache size    59046, 1247141 req, miss ratio 0.2879, byte miss ratio 0.2879
result/tencentBlock.ns5971.oracleGeneral.zst ARC cache size   118092, 1247141 req, miss ratio 0.2478, byte miss ratio 0.2478
result/tencentBlock.ns5971.oracleGeneral.zst ARC cache size   236184, 1247141 req, miss ratio 0.2375, byte miss ratio 0.2375
result/tencentBlock.ns5971.oracleGeneral.zst LHD cache size      295, 1247141 req, miss ratio 0.6249, byte miss ratio 0.6249
result/tencentBlock.ns5971.oracleGeneral.zst LHD cache size      885, 1247141 req, miss ratio 0.5613, byte miss ratio 0.5613
result/tencentBlock.ns5971.oracleGeneral.zst LHD cache size     2952, 1247141 req, miss ratio 0.5018, byte miss ratio 0.5018
result/tencentBlock.ns5971.oracleGeneral.zst LHD cache size     8856, 1247141 req, miss ratio 0.4175, byte miss ratio 0.4175
result/tencentBlock.ns5971.oracleGeneral.zst LHD cache size    29523, 1247141 req, miss ratio 0.3417, byte miss ratio 0.3417
result/tencentBlock.ns5971.oracleGeneral.zst LHD cache size    59046, 1247141 req, miss ratio 0.2987, byte miss ratio 0.2987
result/tencentBlock.ns5971.oracleGeneral.zst LHD cache size   118092, 1247141 req, miss ratio 0.2531, byte miss ratio 0.2531
result/tencentBlock.ns5971.oracleGeneral.zst LHD cache size   236184, 1247141 req, miss ratio 0.2378, byte miss ratio 0.2378
result/tencentBlock.ns5971.oracleGeneral.zst LeCaR cache size      295, 1247141 req, miss ratio 0.6100, byte miss ratio 0.6100
result/tencentBlock.ns5971.oracleGeneral.zst LeCaR cache size      885, 1247141 req, miss ratio 0.5416, byte miss ratio 0.5416
result/tencentBlock.ns5971.oracleGeneral.zst LeCaR cache size     2952, 1247141 req, miss ratio 0.4999, byte miss ratio 0.4999
result/tencentBlock.ns5971.oracleGeneral.zst LeCaR cache size     8856, 1247141 req, miss ratio 0.4157, byte miss ratio 0.4157
result/tencentBlock.ns5971.oracleGeneral.zst LeCaR cache size    29523, 1247141 req, miss ratio 0.3386, byte miss ratio 0.3386
result/tencentBlock.ns5971.oracleGeneral.zst LeCaR cache size    59046, 1247141 req, miss ratio 0.2970, byte miss ratio 0.2970
result/tencentBlock.ns5971.oracleGeneral.zst LeCaR cache size   118092, 1247141 req, miss ratio 0.2524, byte miss ratio 0.2524
result/tencentBlock.ns5971.oracleGeneral.zst LeCaR cache size   236184, 1247141 req, miss ratio 0.2377, byte miss ratio 0.2377
result/tencentBlock.ns5971.oracleGeneral.zst clock2 cache size      295, 1247141 req, miss ratio 0.6542, byte miss ratio 0.6542
result/tencentBlock.ns5971.oracleGeneral.zst clock2 cache size      885, 1247141 req, miss ratio 0.5518, byte miss ratio 0.5518
