result/tencentBlock.ns8209.oracleGeneral.zst S3FIFO-1 cache size      118, 2644452 req, miss ratio 0.2412, byte miss ratio 0.2412
result/tencentBlock.ns8209.oracleGeneral.zst S3FIFO-1 cache size      354, 2644452 req, miss ratio 0.1848, byte miss ratio 0.1848
result/tencentBlock.ns8209.oracleGeneral.zst S3FIFO-1 cache size     1182, 2644452 req, miss ratio 0.1400, byte miss ratio 0.1400
result/tencentBlock.ns8209.oracleGeneral.zst S3FIFO-1 cache size     3547, 2644452 req, miss ratio 0.1253, byte miss ratio 0.1253
result/tencentBlock.ns8209.oracleGeneral.zst S3FIFO-1 cache size    11824, 2644452 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns8209.oracleGeneral.zst S3FIFO-1 cache size    23649, 2644452 req, miss ratio 0.0835, byte miss ratio 0.0835
result/tencentBlock.ns8209.oracleGeneral.zst S3FIFO-1 cache size    47298, 2644452 req, miss ratio 0.0508, byte miss ratio 0.0508
result/tencentBlock.ns8209.oracleGeneral.zst S3FIFO-1 cache size    94596, 2644452 req, miss ratio 0.0448, byte miss ratio 0.0448
result/tencentBlock.ns8209.oracleGeneral.zst Cacheus cache size      118, 2644452 req, miss ratio 0.2432, byte miss ratio 0.2432
result/tencentBlock.ns8209.oracleGeneral.zst Cacheus cache size      354, 2644452 req, miss ratio 0.1925, byte miss ratio 0.1925
result/tencentBlock.ns8209.oracleGeneral.zst Cacheus cache size     1182, 2644452 req, miss ratio 0.1504, byte miss ratio 0.1504
result/tencentBlock.ns8209.oracleGeneral.zst Cacheus cache size     3547, 2644452 req, miss ratio 0.1273, byte miss ratio 0.1273
result/tencentBlock.ns8209.oracleGeneral.zst Cacheus cache size    11824, 2644452 req, miss ratio 0.1160, byte miss ratio 0.1160
result/tencentBlock.ns8209.oracleGeneral.zst Cacheus cache size    23649, 2644452 req, miss ratio 0.0849, byte miss ratio 0.0849
result/tencentBlock.ns8209.oracleGeneral.zst Cacheus cache size    47298, 2644452 req, miss ratio 0.0498, byte miss ratio 0.0498
result/tencentBlock.ns8209.oracleGeneral.zst Cacheus cache size    94596, 2644452 req, miss ratio 0.0449, byte miss ratio 0.0449
result/tencentBlock.ns8209.oracleGeneral.zst LRU cache size      118, 2644452 req, miss ratio 0.2842, byte miss ratio 0.2842
result/tencentBlock.ns8209.oracleGeneral.zst LRU cache size      354, 2644452 req, miss ratio 0.2027, byte miss ratio 0.2027
result/tencentBlock.ns8209.oracleGeneral.zst LRU cache size     1182, 2644452 req, miss ratio 0.1629, byte miss ratio 0.1629
result/tencentBlock.ns8209.oracleGeneral.zst LRU cache size     3547, 2644452 req, miss ratio 0.1354, byte miss ratio 0.1354
result/tencentBlock.ns8209.oracleGeneral.zst LRU cache size    11824, 2644452 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns8209.oracleGeneral.zst LRU cache size    23649, 2644452 req, miss ratio 0.0912, byte miss ratio 0.0912
result/tencentBlock.ns8209.oracleGeneral.zst LRU cache size    47298, 2644452 req, miss ratio 0.0516, byte miss ratio 0.0516
result/tencentBlock.ns8209.oracleGeneral.zst LRU cache size    94596, 2644452 req, miss ratio 0.0448, byte miss ratio 0.0448
result/tencentBlock.ns8209.oracleGeneral.zst LIRS cache size      118, 2644452 req, miss ratio 0.2320, byte miss ratio 0.2320
result/tencentBlock.ns8209.oracleGeneral.zst LIRS cache size      354, 2644452 req, miss ratio 0.1895, byte miss ratio 0.1895
result/tencentBlock.ns8209.oracleGeneral.zst LIRS cache size     1182, 2644452 req, miss ratio 0.1430, byte miss ratio 0.1430
result/tencentBlock.ns8209.oracleGeneral.zst LIRS cache size     3547, 2644452 req, miss ratio 0.1260, byte miss ratio 0.1260
result/tencentBlock.ns8209.oracleGeneral.zst LIRS cache size    11824, 2644452 req, miss ratio 0.1041, byte miss ratio 0.1041
result/tencentBlock.ns8209.oracleGeneral.zst LIRS cache size    23649, 2644452 req, miss ratio 0.0769, byte miss ratio 0.0769
result/tencentBlock.ns8209.oracleGeneral.zst LIRS cache size    47298, 2644452 req, miss ratio 0.0521, byte miss ratio 0.0521
result/tencentBlock.ns8209.oracleGeneral.zst LIRS cache size    94596, 2644452 req, miss ratio 0.0468, byte miss ratio 0.0468
result/tencentBlock.ns8209.oracleGeneral.zst ARC cache size      118, 2644452 req, miss ratio 0.2311, byte miss ratio 0.2311
result/tencentBlock.ns8209.oracleGeneral.zst ARC cache size      354, 2644452 req, miss ratio 0.1886, byte miss ratio 0.1886
result/tencentBlock.ns8209.oracleGeneral.zst ARC cache size     1182, 2644452 req, miss ratio 0.1411, byte miss ratio 0.1411
result/tencentBlock.ns8209.oracleGeneral.zst ARC cache size     3547, 2644452 req, miss ratio 0.1255, byte miss ratio 0.1255
result/tencentBlock.ns8209.oracleGeneral.zst ARC cache size    11824, 2644452 req, miss ratio 0.1095, byte miss ratio 0.1095
result/tencentBlock.ns8209.oracleGeneral.zst ARC cache size    23649, 2644452 req, miss ratio 0.0806, byte miss ratio 0.0806
result/tencentBlock.ns8209.oracleGeneral.zst ARC cache size    47298, 2644452 req, miss ratio 0.0508, byte miss ratio 0.0508
result/tencentBlock.ns8209.oracleGeneral.zst ARC cache size    94596, 2644452 req, miss ratio 0.0448, byte miss ratio 0.0448
result/tencentBlock.ns8209.oracleGeneral.zst clock2 cache size      118, 2644452 req, miss ratio 0.2671, byte miss ratio 0.2671
result/tencentBlock.ns8209.oracleGeneral.zst clock2 cache size      354, 2644452 req, miss ratio 0.1981, byte miss ratio 0.1981
result/tencentBlock.ns8209.oracleGeneral.zst clock2 cache size     1182, 2644452 req, miss ratio 0.1584, byte miss ratio 0.1584
result/tencentBlock.ns8209.oracleGeneral.zst clock2 cache size     3547, 2644452 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns8209.oracleGeneral.zst clock2 cache size    11824, 2644452 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns8209.oracleGeneral.zst clock2 cache size    23649, 2644452 req, miss ratio 0.0920, byte miss ratio 0.0920
result/tencentBlock.ns8209.oracleGeneral.zst clock2 cache size    47298, 2644452 req, miss ratio 0.0528, byte miss ratio 0.0528
result/tencentBlock.ns8209.oracleGeneral.zst clock2 cache size    94596, 2644452 req, miss ratio 0.0448, byte miss ratio 0.0448
