result/tencentBlock.ns10252.oracleGeneral.zst LRU cache size      244, 6018455 req, miss ratio 0.3545, byte miss ratio 0.3545
result/tencentBlock.ns10252.oracleGeneral.zst LRU cache size      734, 6018455 req, miss ratio 0.1668, byte miss ratio 0.1668
result/tencentBlock.ns10252.oracleGeneral.zst LRU cache size     2448, 6018455 req, miss ratio 0.1360, byte miss ratio 0.1360
result/tencentBlock.ns10252.oracleGeneral.zst LRU cache size     7345, 6018455 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns10252.oracleGeneral.zst LRU cache size    24484, 6018455 req, miss ratio 0.0747, byte miss ratio 0.0747
result/tencentBlock.ns10252.oracleGeneral.zst LRU cache size    48969, 6018455 req, miss ratio 0.0585, byte miss ratio 0.0585
result/tencentBlock.ns10252.oracleGeneral.zst LRU cache size    97939, 6018455 req, miss ratio 0.0435, byte miss ratio 0.0435
result/tencentBlock.ns10252.oracleGeneral.zst LRU cache size   195878, 6018455 req, miss ratio 0.0407, byte miss ratio 0.0407
result/tencentBlock.ns10252.oracleGeneral.zst ARC cache size      244, 6018455 req, miss ratio 0.2903, byte miss ratio 0.2903
result/tencentBlock.ns10252.oracleGeneral.zst ARC cache size      734, 6018455 req, miss ratio 0.1562, byte miss ratio 0.1562
result/tencentBlock.ns10252.oracleGeneral.zst ARC cache size     2448, 6018455 req, miss ratio 0.1302, byte miss ratio 0.1302
result/tencentBlock.ns10252.oracleGeneral.zst ARC cache size     7345, 6018455 req, miss ratio 0.1068, byte miss ratio 0.1068
result/tencentBlock.ns10252.oracleGeneral.zst ARC cache size    24484, 6018455 req, miss ratio 0.0748, byte miss ratio 0.0748
result/tencentBlock.ns10252.oracleGeneral.zst ARC cache size    48969, 6018455 req, miss ratio 0.0573, byte miss ratio 0.0573
result/tencentBlock.ns10252.oracleGeneral.zst ARC cache size    97939, 6018455 req, miss ratio 0.0440, byte miss ratio 0.0440
result/tencentBlock.ns10252.oracleGeneral.zst ARC cache size   195878, 6018455 req, miss ratio 0.0408, byte miss ratio 0.0408
result/tencentBlock.ns10252.oracleGeneral.zst S3FIFO-1 cache size      244, 6018455 req, miss ratio 0.2760, byte miss ratio 0.2760
result/tencentBlock.ns10252.oracleGeneral.zst S3FIFO-1 cache size      734, 6018455 req, miss ratio 0.1561, byte miss ratio 0.1561
result/tencentBlock.ns10252.oracleGeneral.zst S3FIFO-1 cache size     2448, 6018455 req, miss ratio 0.1301, byte miss ratio 0.1301
result/tencentBlock.ns10252.oracleGeneral.zst S3FIFO-1 cache size     7345, 6018455 req, miss ratio 0.1039, byte miss ratio 0.1039
result/tencentBlock.ns10252.oracleGeneral.zst S3FIFO-1 cache size    24484, 6018455 req, miss ratio 0.0747, byte miss ratio 0.0747
result/tencentBlock.ns10252.oracleGeneral.zst S3FIFO-1 cache size    48969, 6018455 req, miss ratio 0.0583, byte miss ratio 0.0583
