result/tencentBlock.ns22157.oracleGeneral.zst S3FIFO-1 cache size      558, 5444814 req, miss ratio 0.4837, byte miss ratio 0.4837
result/tencentBlock.ns22157.oracleGeneral.zst S3FIFO-1 cache size     1674, 5444814 req, miss ratio 0.3419, byte miss ratio 0.3419
result/tencentBlock.ns22157.oracleGeneral.zst S3FIFO-1 cache size     5582, 5444814 req, miss ratio 0.3099, byte miss ratio 0.3099
result/tencentBlock.ns22157.oracleGeneral.zst S3FIFO-1 cache size    16747, 5444814 req, miss ratio 0.2758, byte miss ratio 0.2758
result/tencentBlock.ns22157.oracleGeneral.zst S3FIFO-1 cache size    55824, 5444814 req, miss ratio 0.2206, byte miss ratio 0.2206
result/tencentBlock.ns22157.oracleGeneral.zst S3FIFO-1 cache size   111649, 5444814 req, miss ratio 0.1666, byte miss ratio 0.1666
result/tencentBlock.ns22157.oracleGeneral.zst S3FIFO-1 cache size   223298, 5444814 req, miss ratio 0.1278, byte miss ratio 0.1278
result/tencentBlock.ns22157.oracleGeneral.zst S3FIFO-1 cache size   446597, 5444814 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns22157.oracleGeneral.zst FIFO cache size      558, 5444814 req, miss ratio 0.5528, byte miss ratio 0.5528
result/tencentBlock.ns22157.oracleGeneral.zst FIFO cache size     1674, 5444814 req, miss ratio 0.4379, byte miss ratio 0.4379
result/tencentBlock.ns22157.oracleGeneral.zst FIFO cache size     5582, 5444814 req, miss ratio 0.3548, byte miss ratio 0.3548
result/tencentBlock.ns22157.oracleGeneral.zst FIFO cache size    16747, 5444814 req, miss ratio 0.3022, byte miss ratio 0.3022
result/tencentBlock.ns22157.oracleGeneral.zst FIFO cache size    55824, 5444814 req, miss ratio 0.2227, byte miss ratio 0.2227
result/tencentBlock.ns22157.oracleGeneral.zst FIFO cache size   111649, 5444814 req, miss ratio 0.1734, byte miss ratio 0.1734
result/tencentBlock.ns22157.oracleGeneral.zst FIFO cache size   223298, 5444814 req, miss ratio 0.1386, byte miss ratio 0.1386
result/tencentBlock.ns22157.oracleGeneral.zst FIFO cache size   446597, 5444814 req, miss ratio 0.1112, byte miss ratio 0.1112
result/tencentBlock.ns22157.oracleGeneral.zst Cacheus cache size      558, 5444814 req, miss ratio 0.4740, byte miss ratio 0.4740
result/tencentBlock.ns22157.oracleGeneral.zst Cacheus cache size     1674, 5444814 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns22157.oracleGeneral.zst Cacheus cache size     5582, 5444814 req, miss ratio 0.3111, byte miss ratio 0.3111
result/tencentBlock.ns22157.oracleGeneral.zst Cacheus cache size    16747, 5444814 req, miss ratio 0.2788, byte miss ratio 0.2788
result/tencentBlock.ns22157.oracleGeneral.zst Cacheus cache size    55824, 5444814 req, miss ratio 0.2135, byte miss ratio 0.2135
result/tencentBlock.ns22157.oracleGeneral.zst Cacheus cache size   111649, 5444814 req, miss ratio 0.1581, byte miss ratio 0.1581
result/tencentBlock.ns22157.oracleGeneral.zst Cacheus cache size   223298, 5444814 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns22157.oracleGeneral.zst Cacheus cache size   446597, 5444814 req, miss ratio 0.1036, byte miss ratio 0.1036
