result/tencentBlock.ns7207.oracleGeneral.zst LHD cache size      312, 2399121 req, miss ratio 0.5366, byte miss ratio 0.5366
result/tencentBlock.ns7207.oracleGeneral.zst LHD cache size      938, 2399121 req, miss ratio 0.5236, byte miss ratio 0.5236
result/tencentBlock.ns7207.oracleGeneral.zst LHD cache size     3127, 2399121 req, miss ratio 0.4992, byte miss ratio 0.4992
result/tencentBlock.ns7207.oracleGeneral.zst LHD cache size     9382, 2399121 req, miss ratio 0.4456, byte miss ratio 0.4456
result/tencentBlock.ns7207.oracleGeneral.zst LHD cache size    31274, 2399121 req, miss ratio 0.3688, byte miss ratio 0.3688
result/tencentBlock.ns7207.oracleGeneral.zst LHD cache size    62549, 2399121 req, miss ratio 0.2958, byte miss ratio 0.2958
result/tencentBlock.ns7207.oracleGeneral.zst LHD cache size   125098, 2399121 req, miss ratio 0.1727, byte miss ratio 0.1727
result/tencentBlock.ns7207.oracleGeneral.zst LHD cache size   250196, 2399121 req, miss ratio 0.1342, byte miss ratio 0.1342
result/tencentBlock.ns7207.oracleGeneral.zst LRU cache size      312, 2399121 req, miss ratio 0.5490, byte miss ratio 0.5490
result/tencentBlock.ns7207.oracleGeneral.zst LRU cache size      938, 2399121 req, miss ratio 0.5245, byte miss ratio 0.5245
result/tencentBlock.ns7207.oracleGeneral.zst LRU cache size     3127, 2399121 req, miss ratio 0.5034, byte miss ratio 0.5034
result/tencentBlock.ns7207.oracleGeneral.zst LRU cache size     9382, 2399121 req, miss ratio 0.4769, byte miss ratio 0.4769
result/tencentBlock.ns7207.oracleGeneral.zst LRU cache size    31274, 2399121 req, miss ratio 0.3761, byte miss ratio 0.3761
result/tencentBlock.ns7207.oracleGeneral.zst LRU cache size    62549, 2399121 req, miss ratio 0.3192, byte miss ratio 0.3192
result/tencentBlock.ns7207.oracleGeneral.zst LRU cache size   125098, 2399121 req, miss ratio 0.1839, byte miss ratio 0.1839
result/tencentBlock.ns7207.oracleGeneral.zst LRU cache size   250196, 2399121 req, miss ratio 0.1325, byte miss ratio 0.1325
result/tencentBlock.ns7207.oracleGeneral.zst FIFO cache size      312, 2399121 req, miss ratio 0.6098, byte miss ratio 0.6098
result/tencentBlock.ns7207.oracleGeneral.zst FIFO cache size      938, 2399121 req, miss ratio 0.5530, byte miss ratio 0.5530
result/tencentBlock.ns7207.oracleGeneral.zst FIFO cache size     3127, 2399121 req, miss ratio 0.5169, byte miss ratio 0.5169
result/tencentBlock.ns7207.oracleGeneral.zst FIFO cache size     9382, 2399121 req, miss ratio 0.4874, byte miss ratio 0.4874
result/tencentBlock.ns7207.oracleGeneral.zst FIFO cache size    31274, 2399121 req, miss ratio 0.3939, byte miss ratio 0.3939
result/tencentBlock.ns7207.oracleGeneral.zst FIFO cache size    62549, 2399121 req, miss ratio 0.3400, byte miss ratio 0.3400
result/tencentBlock.ns7207.oracleGeneral.zst FIFO cache size   125098, 2399121 req, miss ratio 0.2163, byte miss ratio 0.2163
result/tencentBlock.ns7207.oracleGeneral.zst FIFO cache size   250196, 2399121 req, miss ratio 0.1489, byte miss ratio 0.1489
result/tencentBlock.ns7207.oracleGeneral.zst clock2 cache size      312, 2399121 req, miss ratio 0.5421, byte miss ratio 0.5421
result/tencentBlock.ns7207.oracleGeneral.zst clock2 cache size      938, 2399121 req, miss ratio 0.5228, byte miss ratio 0.5228
result/tencentBlock.ns7207.oracleGeneral.zst clock2 cache size     3127, 2399121 req, miss ratio 0.5059, byte miss ratio 0.5059
result/tencentBlock.ns7207.oracleGeneral.zst clock2 cache size     9382, 2399121 req, miss ratio 0.4767, byte miss ratio 0.4767
result/tencentBlock.ns7207.oracleGeneral.zst clock2 cache size    31274, 2399121 req, miss ratio 0.3846, byte miss ratio 0.3846
result/tencentBlock.ns7207.oracleGeneral.zst clock2 cache size    62549, 2399121 req, miss ratio 0.3266, byte miss ratio 0.3266
result/tencentBlock.ns7207.oracleGeneral.zst clock2 cache size   125098, 2399121 req, miss ratio 0.2070, byte miss ratio 0.2070
result/tencentBlock.ns7207.oracleGeneral.zst clock2 cache size   250196, 2399121 req, miss ratio 0.1323, byte miss ratio 0.1323
result/tencentBlock.ns7207.oracleGeneral.zst LIRS cache size      312, 2399121 req, miss ratio 0.5634, byte miss ratio 0.5634
result/tencentBlock.ns7207.oracleGeneral.zst LIRS cache size      938, 2399121 req, miss ratio 0.5366, byte miss ratio 0.5366
result/tencentBlock.ns7207.oracleGeneral.zst LIRS cache size     3127, 2399121 req, miss ratio 0.4986, byte miss ratio 0.4986
result/tencentBlock.ns7207.oracleGeneral.zst LIRS cache size     9382, 2399121 req, miss ratio 0.4397, byte miss ratio 0.4397
result/tencentBlock.ns7207.oracleGeneral.zst LIRS cache size    31274, 2399121 req, miss ratio 0.3723, byte miss ratio 0.3723
result/tencentBlock.ns7207.oracleGeneral.zst LIRS cache size    62549, 2399121 req, miss ratio 0.2893, byte miss ratio 0.2893
result/tencentBlock.ns7207.oracleGeneral.zst LIRS cache size   125098, 2399121 req, miss ratio 0.1845, byte miss ratio 0.1845
result/tencentBlock.ns7207.oracleGeneral.zst LIRS cache size   250196, 2399121 req, miss ratio 0.1347, byte miss ratio 0.1347
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-1 cache size      312, 2399121 req, miss ratio 0.5303, byte miss ratio 0.5303
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-1 cache size      938, 2399121 req, miss ratio 0.5214, byte miss ratio 0.5214
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-1 cache size     3127, 2399121 req, miss ratio 0.4928, byte miss ratio 0.4928
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-1 cache size     9382, 2399121 req, miss ratio 0.4382, byte miss ratio 0.4382
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-1 cache size    31274, 2399121 req, miss ratio 0.3665, byte miss ratio 0.3665
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-1 cache size    62549, 2399121 req, miss ratio 0.3039, byte miss ratio 0.3039
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-1 cache size   125098, 2399121 req, miss ratio 0.1785, byte miss ratio 0.1785
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-1 cache size   250196, 2399121 req, miss ratio 0.1324, byte miss ratio 0.1324
result/tencentBlock.ns7207.oracleGeneral.zst ARC cache size      312, 2399121 req, miss ratio 0.5275, byte miss ratio 0.5275
result/tencentBlock.ns7207.oracleGeneral.zst ARC cache size      938, 2399121 req, miss ratio 0.5206, byte miss ratio 0.5206
result/tencentBlock.ns7207.oracleGeneral.zst ARC cache size     3127, 2399121 req, miss ratio 0.4965, byte miss ratio 0.4965
result/tencentBlock.ns7207.oracleGeneral.zst ARC cache size     9382, 2399121 req, miss ratio 0.4492, byte miss ratio 0.4492
result/tencentBlock.ns7207.oracleGeneral.zst ARC cache size    31274, 2399121 req, miss ratio 0.3686, byte miss ratio 0.3686
result/tencentBlock.ns7207.oracleGeneral.zst ARC cache size    62549, 2399121 req, miss ratio 0.3166, byte miss ratio 0.3166
result/tencentBlock.ns7207.oracleGeneral.zst ARC cache size   125098, 2399121 req, miss ratio 0.1798, byte miss ratio 0.1798
result/tencentBlock.ns7207.oracleGeneral.zst ARC cache size   250196, 2399121 req, miss ratio 0.1322, byte miss ratio 0.1322
result/tencentBlock.ns7207.oracleGeneral.zst Clock cache size      312, 2399121 req, miss ratio 0.5443, byte miss ratio 0.5443
result/tencentBlock.ns7207.oracleGeneral.zst Clock cache size      938, 2399121 req, miss ratio 0.5236, byte miss ratio 0.5236
result/tencentBlock.ns7207.oracleGeneral.zst Clock cache size     3127, 2399121 req, miss ratio 0.5038, byte miss ratio 0.5038
result/tencentBlock.ns7207.oracleGeneral.zst Clock cache size     9382, 2399121 req, miss ratio 0.4767, byte miss ratio 0.4767
result/tencentBlock.ns7207.oracleGeneral.zst Clock cache size    31274, 2399121 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns7207.oracleGeneral.zst Clock cache size    62549, 2399121 req, miss ratio 0.3202, byte miss ratio 0.3202
result/tencentBlock.ns7207.oracleGeneral.zst Clock cache size   125098, 2399121 req, miss ratio 0.1910, byte miss ratio 0.1910
result/tencentBlock.ns7207.oracleGeneral.zst Clock cache size   250196, 2399121 req, miss ratio 0.1337, byte miss ratio 0.1337
result/tencentBlock.ns7207.oracleGeneral.zst Cacheus cache size      312, 2399121 req, miss ratio 0.5272, byte miss ratio 0.5272
result/tencentBlock.ns7207.oracleGeneral.zst Cacheus cache size      938, 2399121 req, miss ratio 0.5197, byte miss ratio 0.5197
result/tencentBlock.ns7207.oracleGeneral.zst Cacheus cache size     3127, 2399121 req, miss ratio 0.4926, byte miss ratio 0.4926
result/tencentBlock.ns7207.oracleGeneral.zst Cacheus cache size     9382, 2399121 req, miss ratio 0.4411, byte miss ratio 0.4411
result/tencentBlock.ns7207.oracleGeneral.zst Cacheus cache size    31274, 2399121 req, miss ratio 0.3700, byte miss ratio 0.3700
result/tencentBlock.ns7207.oracleGeneral.zst Cacheus cache size    62549, 2399121 req, miss ratio 0.3156, byte miss ratio 0.3156
result/tencentBlock.ns7207.oracleGeneral.zst Cacheus cache size   125098, 2399121 req, miss ratio 0.1882, byte miss ratio 0.1882
result/tencentBlock.ns7207.oracleGeneral.zst Cacheus cache size   250196, 2399121 req, miss ratio 0.1329, byte miss ratio 0.1329
result/tencentBlock.ns7207.oracleGeneral.zst LeCaR cache size      312, 2399121 req, miss ratio 0.5375, byte miss ratio 0.5375
result/tencentBlock.ns7207.oracleGeneral.zst LeCaR cache size      938, 2399121 req, miss ratio 0.5228, byte miss ratio 0.5228
result/tencentBlock.ns7207.oracleGeneral.zst LeCaR cache size     3127, 2399121 req, miss ratio 0.5027, byte miss ratio 0.5027
result/tencentBlock.ns7207.oracleGeneral.zst LeCaR cache size     9382, 2399121 req, miss ratio 0.4758, byte miss ratio 0.4758
result/tencentBlock.ns7207.oracleGeneral.zst LeCaR cache size    31274, 2399121 req, miss ratio 0.3754, byte miss ratio 0.3754
result/tencentBlock.ns7207.oracleGeneral.zst LeCaR cache size    62549, 2399121 req, miss ratio 0.3158, byte miss ratio 0.3158
result/tencentBlock.ns7207.oracleGeneral.zst LeCaR cache size   125098, 2399121 req, miss ratio 0.1799, byte miss ratio 0.1799
result/tencentBlock.ns7207.oracleGeneral.zst LeCaR cache size   250196, 2399121 req, miss ratio 0.1323, byte miss ratio 0.1323
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-d-1 cache size      312, 2399121 req, miss ratio 0.5258, byte miss ratio 0.5258
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-d-1 cache size      938, 2399121 req, miss ratio 0.5207, byte miss ratio 0.5207
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-d-1 cache size     3127, 2399121 req, miss ratio 0.4925, byte miss ratio 0.4925
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-d-1 cache size     9382, 2399121 req, miss ratio 0.4381, byte miss ratio 0.4381
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-d-1 cache size    31274, 2399121 req, miss ratio 0.3673, byte miss ratio 0.3673
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-d-1 cache size    62549, 2399121 req, miss ratio 0.3034, byte miss ratio 0.3034
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-d-1 cache size   125098, 2399121 req, miss ratio 0.1788, byte miss ratio 0.1788
result/tencentBlock.ns7207.oracleGeneral.zst S3FIFO-d-1 cache size   250196, 2399121 req, miss ratio 0.1324, byte miss ratio 0.1324
result/tencentBlock.ns7207.oracleGeneral.zst LRB cache size      312, 2399121 req, miss ratio 0.5671, byte miss ratio 0.5671
result/tencentBlock.ns7207.oracleGeneral.zst LRB cache size      938, 2399121 req, miss ratio 0.5237, byte miss ratio 0.5237
result/tencentBlock.ns7207.oracleGeneral.zst LRB cache size     3127, 2399121 req, miss ratio 0.4744, byte miss ratio 0.4744
result/tencentBlock.ns7207.oracleGeneral.zst LRB cache size     9382, 2399121 req, miss ratio 0.4455, byte miss ratio 0.4455
result/tencentBlock.ns7207.oracleGeneral.zst LRB cache size    31274, 2399121 req, miss ratio 0.3586, byte miss ratio 0.3586
result/tencentBlock.ns7207.oracleGeneral.zst LRB cache size    62549, 2399121 req, miss ratio 0.2692, byte miss ratio 0.2692
result/tencentBlock.ns7207.oracleGeneral.zst LRB cache size   125098, 2399121 req, miss ratio 0.1647, byte miss ratio 0.1647
