result/tencentBlock.ns14644.oracleGeneral.zst LIRS cache size      199, 1206549 req, miss ratio 0.5555, byte miss ratio 0.5555
result/tencentBlock.ns14644.oracleGeneral.zst LIRS cache size      598, 1206549 req, miss ratio 0.5287, byte miss ratio 0.5287
result/tencentBlock.ns14644.oracleGeneral.zst LIRS cache size     1994, 1206549 req, miss ratio 0.4938, byte miss ratio 0.4938
result/tencentBlock.ns14644.oracleGeneral.zst LIRS cache size     5983, 1206549 req, miss ratio 0.4809, byte miss ratio 0.4809
result/tencentBlock.ns14644.oracleGeneral.zst LIRS cache size    19945, 1206549 req, miss ratio 0.4247, byte miss ratio 0.4247
result/tencentBlock.ns14644.oracleGeneral.zst LIRS cache size    39891, 1206549 req, miss ratio 0.3440, byte miss ratio 0.3440
result/tencentBlock.ns14644.oracleGeneral.zst LIRS cache size    79783, 1206549 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns14644.oracleGeneral.zst LIRS cache size   159566, 1206549 req, miss ratio 0.1670, byte miss ratio 0.1670
result/tencentBlock.ns14644.oracleGeneral.zst LeCaR cache size      199, 1206549 req, miss ratio 0.4962, byte miss ratio 0.4962
result/tencentBlock.ns14644.oracleGeneral.zst LeCaR cache size      598, 1206549 req, miss ratio 0.4898, byte miss ratio 0.4898
result/tencentBlock.ns14644.oracleGeneral.zst LeCaR cache size     1994, 1206549 req, miss ratio 0.4866, byte miss ratio 0.4866
result/tencentBlock.ns14644.oracleGeneral.zst LeCaR cache size     5983, 1206549 req, miss ratio 0.4849, byte miss ratio 0.4849
result/tencentBlock.ns14644.oracleGeneral.zst LeCaR cache size    19945, 1206549 req, miss ratio 0.4484, byte miss ratio 0.4484
result/tencentBlock.ns14644.oracleGeneral.zst LeCaR cache size    39891, 1206549 req, miss ratio 0.3860, byte miss ratio 0.3860
result/tencentBlock.ns14644.oracleGeneral.zst LeCaR cache size    79783, 1206549 req, miss ratio 0.2263, byte miss ratio 0.2263
