result/tencentBlock.ns14372.oracleGeneral.zst Cacheus cache size      165, 1515814 req, miss ratio 0.4857, byte miss ratio 0.4857
result/tencentBlock.ns14372.oracleGeneral.zst Cacheus cache size      497, 1515814 req, miss ratio 0.4792, byte miss ratio 0.4792
result/tencentBlock.ns14372.oracleGeneral.zst Cacheus cache size     1657, 1515814 req, miss ratio 0.4751, byte miss ratio 0.4751
result/tencentBlock.ns14372.oracleGeneral.zst Cacheus cache size     4971, 1515814 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns14372.oracleGeneral.zst Cacheus cache size    16570, 1515814 req, miss ratio 0.4398, byte miss ratio 0.4398
result/tencentBlock.ns14372.oracleGeneral.zst Cacheus cache size    33141, 1515814 req, miss ratio 0.3860, byte miss ratio 0.3860
result/tencentBlock.ns14372.oracleGeneral.zst Cacheus cache size    66283, 1515814 req, miss ratio 0.2703, byte miss ratio 0.2703
result/tencentBlock.ns14372.oracleGeneral.zst Cacheus cache size   132566, 1515814 req, miss ratio 0.1375, byte miss ratio 0.1375
result/tencentBlock.ns14372.oracleGeneral.zst LeCaR cache size      165, 1515814 req, miss ratio 0.4907, byte miss ratio 0.4907
result/tencentBlock.ns14372.oracleGeneral.zst LeCaR cache size      497, 1515814 req, miss ratio 0.4807, byte miss ratio 0.4807
result/tencentBlock.ns14372.oracleGeneral.zst LeCaR cache size     1657, 1515814 req, miss ratio 0.4767, byte miss ratio 0.4767
result/tencentBlock.ns14372.oracleGeneral.zst LeCaR cache size     4971, 1515814 req, miss ratio 0.4744, byte miss ratio 0.4744
result/tencentBlock.ns14372.oracleGeneral.zst LeCaR cache size    16570, 1515814 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns14372.oracleGeneral.zst LeCaR cache size    33141, 1515814 req, miss ratio 0.3856, byte miss ratio 0.3856
result/tencentBlock.ns14372.oracleGeneral.zst LeCaR cache size    66283, 1515814 req, miss ratio 0.2624, byte miss ratio 0.2624
result/tencentBlock.ns14372.oracleGeneral.zst LeCaR cache size   132566, 1515814 req, miss ratio 0.1316, byte miss ratio 0.1316
result/tencentBlock.ns14372.oracleGeneral.zst LHD cache size      165, 1515814 req, miss ratio 0.5093, byte miss ratio 0.5093
result/tencentBlock.ns14372.oracleGeneral.zst LHD cache size      497, 1515814 req, miss ratio 0.4817, byte miss ratio 0.4817
result/tencentBlock.ns14372.oracleGeneral.zst LHD cache size     1657, 1515814 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns14372.oracleGeneral.zst LHD cache size     4971, 1515814 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns14372.oracleGeneral.zst LHD cache size    16570, 1515814 req, miss ratio 0.4306, byte miss ratio 0.4306
result/tencentBlock.ns14372.oracleGeneral.zst LHD cache size    33141, 1515814 req, miss ratio 0.3703, byte miss ratio 0.3703
result/tencentBlock.ns14372.oracleGeneral.zst LHD cache size    66283, 1515814 req, miss ratio 0.2490, byte miss ratio 0.2490
result/tencentBlock.ns14372.oracleGeneral.zst LHD cache size   132566, 1515814 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns14372.oracleGeneral.zst ARC cache size      165, 1515814 req, miss ratio 0.4850, byte miss ratio 0.4850
result/tencentBlock.ns14372.oracleGeneral.zst ARC cache size      497, 1515814 req, miss ratio 0.4793, byte miss ratio 0.4793
result/tencentBlock.ns14372.oracleGeneral.zst ARC cache size     1657, 1515814 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns14372.oracleGeneral.zst ARC cache size     4971, 1515814 req, miss ratio 0.4740, byte miss ratio 0.4740
result/tencentBlock.ns14372.oracleGeneral.zst ARC cache size    16570, 1515814 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns14372.oracleGeneral.zst ARC cache size    33141, 1515814 req, miss ratio 0.3658, byte miss ratio 0.3658
result/tencentBlock.ns14372.oracleGeneral.zst ARC cache size    66283, 1515814 req, miss ratio 0.2696, byte miss ratio 0.2696
result/tencentBlock.ns14372.oracleGeneral.zst ARC cache size   132566, 1515814 req, miss ratio 0.1295, byte miss ratio 0.1295
result/tencentBlock.ns14372.oracleGeneral.zst FIFO cache size      165, 1515814 req, miss ratio 0.5450, byte miss ratio 0.5450
