result/tencentBlock.ns4586.oracleGeneral.zst ARC cache size      279, 4155308 req, miss ratio 0.4030, byte miss ratio 0.4030
result/tencentBlock.ns4586.oracleGeneral.zst ARC cache size      838, 4155308 req, miss ratio 0.3527, byte miss ratio 0.3527
result/tencentBlock.ns4586.oracleGeneral.zst ARC cache size     2793, 4155308 req, miss ratio 0.3358, byte miss ratio 0.3358
result/tencentBlock.ns4586.oracleGeneral.zst ARC cache size     8380, 4155308 req, miss ratio 0.3246, byte miss ratio 0.3246
result/tencentBlock.ns4586.oracleGeneral.zst ARC cache size    27936, 4155308 req, miss ratio 0.2896, byte miss ratio 0.2896
result/tencentBlock.ns4586.oracleGeneral.zst ARC cache size    55872, 4155308 req, miss ratio 0.2353, byte miss ratio 0.2353
result/tencentBlock.ns4586.oracleGeneral.zst ARC cache size   111745, 4155308 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns4586.oracleGeneral.zst ARC cache size   223490, 4155308 req, miss ratio 0.0722, byte miss ratio 0.0722
result/tencentBlock.ns4586.oracleGeneral.zst S3FIFO-1 cache size      279, 4155308 req, miss ratio 0.4072, byte miss ratio 0.4072
result/tencentBlock.ns4586.oracleGeneral.zst S3FIFO-1 cache size      838, 4155308 req, miss ratio 0.3510, byte miss ratio 0.3510
result/tencentBlock.ns4586.oracleGeneral.zst S3FIFO-1 cache size     2793, 4155308 req, miss ratio 0.3359, byte miss ratio 0.3359
result/tencentBlock.ns4586.oracleGeneral.zst S3FIFO-1 cache size     8380, 4155308 req, miss ratio 0.3248, byte miss ratio 0.3248
result/tencentBlock.ns4586.oracleGeneral.zst S3FIFO-1 cache size    27936, 4155308 req, miss ratio 0.2906, byte miss ratio 0.2906
result/tencentBlock.ns4586.oracleGeneral.zst S3FIFO-1 cache size    55872, 4155308 req, miss ratio 0.2333, byte miss ratio 0.2333
result/tencentBlock.ns4586.oracleGeneral.zst S3FIFO-1 cache size   111745, 4155308 req, miss ratio 0.1247, byte miss ratio 0.1247
result/tencentBlock.ns4586.oracleGeneral.zst S3FIFO-1 cache size   223490, 4155308 req, miss ratio 0.0722, byte miss ratio 0.0722
result/tencentBlock.ns4586.oracleGeneral.zst FIFO cache size      279, 4155308 req, miss ratio 0.5159, byte miss ratio 0.5159
result/tencentBlock.ns4586.oracleGeneral.zst FIFO cache size      838, 4155308 req, miss ratio 0.4209, byte miss ratio 0.4209
result/tencentBlock.ns4586.oracleGeneral.zst FIFO cache size     2793, 4155308 req, miss ratio 0.3650, byte miss ratio 0.3650
result/tencentBlock.ns4586.oracleGeneral.zst FIFO cache size     8380, 4155308 req, miss ratio 0.3382, byte miss ratio 0.3382
result/tencentBlock.ns4586.oracleGeneral.zst FIFO cache size    27936, 4155308 req, miss ratio 0.2943, byte miss ratio 0.2943
result/tencentBlock.ns4586.oracleGeneral.zst FIFO cache size    55872, 4155308 req, miss ratio 0.2585, byte miss ratio 0.2585
result/tencentBlock.ns4586.oracleGeneral.zst FIFO cache size   111745, 4155308 req, miss ratio 0.1611, byte miss ratio 0.1611
result/tencentBlock.ns4586.oracleGeneral.zst FIFO cache size   223490, 4155308 req, miss ratio 0.0892, byte miss ratio 0.0892
result/tencentBlock.ns4586.oracleGeneral.zst clock2 cache size      279, 4155308 req, miss ratio 0.4454, byte miss ratio 0.4454
result/tencentBlock.ns4586.oracleGeneral.zst clock2 cache size      838, 4155308 req, miss ratio 0.3678, byte miss ratio 0.3678
result/tencentBlock.ns4586.oracleGeneral.zst clock2 cache size     2793, 4155308 req, miss ratio 0.3407, byte miss ratio 0.3407
result/tencentBlock.ns4586.oracleGeneral.zst clock2 cache size     8380, 4155308 req, miss ratio 0.3271, byte miss ratio 0.3271
result/tencentBlock.ns4586.oracleGeneral.zst clock2 cache size    27936, 4155308 req, miss ratio 0.2974, byte miss ratio 0.2974
result/tencentBlock.ns4586.oracleGeneral.zst clock2 cache size    55872, 4155308 req, miss ratio 0.2599, byte miss ratio 0.2599
