result/tencentBlock.ns1746.oracleGeneral.zst LeCaR cache size      325, 7123445 req, miss ratio 0.2473, byte miss ratio 0.2473
result/tencentBlock.ns1746.oracleGeneral.zst LeCaR cache size      976, 7123445 req, miss ratio 0.1915, byte miss ratio 0.1915
result/tencentBlock.ns1746.oracleGeneral.zst LeCaR cache size     3254, 7123445 req, miss ratio 0.1783, byte miss ratio 0.1783
result/tencentBlock.ns1746.oracleGeneral.zst LeCaR cache size     9762, 7123445 req, miss ratio 0.1688, byte miss ratio 0.1688
result/tencentBlock.ns1746.oracleGeneral.zst LeCaR cache size    32540, 7123445 req, miss ratio 0.1098, byte miss ratio 0.1098
result/tencentBlock.ns1746.oracleGeneral.zst LeCaR cache size    65081, 7123445 req, miss ratio 0.0715, byte miss ratio 0.0715
result/tencentBlock.ns1746.oracleGeneral.zst LeCaR cache size   130163, 7123445 req, miss ratio 0.0481, byte miss ratio 0.0481
result/tencentBlock.ns1746.oracleGeneral.zst LeCaR cache size   260327, 7123445 req, miss ratio 0.0462, byte miss ratio 0.0462
result/tencentBlock.ns1746.oracleGeneral.zst LHD cache size      325, 7123445 req, miss ratio 0.2530, byte miss ratio 0.2530
result/tencentBlock.ns1746.oracleGeneral.zst LHD cache size      976, 7123445 req, miss ratio 0.1962, byte miss ratio 0.1962
result/tencentBlock.ns1746.oracleGeneral.zst LHD cache size     3254, 7123445 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns1746.oracleGeneral.zst LHD cache size     9762, 7123445 req, miss ratio 0.1552, byte miss ratio 0.1552
result/tencentBlock.ns1746.oracleGeneral.zst LHD cache size    32540, 7123445 req, miss ratio 0.1017, byte miss ratio 0.1017
result/tencentBlock.ns1746.oracleGeneral.zst LHD cache size    65081, 7123445 req, miss ratio 0.0700, byte miss ratio 0.0700
result/tencentBlock.ns1746.oracleGeneral.zst LHD cache size   130163, 7123445 req, miss ratio 0.0503, byte miss ratio 0.0503
result/tencentBlock.ns1746.oracleGeneral.zst LHD cache size   260327, 7123445 req, miss ratio 0.0462, byte miss ratio 0.0462
result/tencentBlock.ns1746.oracleGeneral.zst Clock cache size      325, 7123445 req, miss ratio 0.2614, byte miss ratio 0.2614
result/tencentBlock.ns1746.oracleGeneral.zst Clock cache size      976, 7123445 req, miss ratio 0.1943, byte miss ratio 0.1943
result/tencentBlock.ns1746.oracleGeneral.zst Clock cache size     3254, 7123445 req, miss ratio 0.1796, byte miss ratio 0.1796
result/tencentBlock.ns1746.oracleGeneral.zst Clock cache size     9762, 7123445 req, miss ratio 0.1707, byte miss ratio 0.1707
result/tencentBlock.ns1746.oracleGeneral.zst Clock cache size    32540, 7123445 req, miss ratio 0.1180, byte miss ratio 0.1180
