result/tencentBlock.ns20847.oracleGeneral.zst FIFO cache size      228, 1372985 req, miss ratio 0.5886, byte miss ratio 0.5886
result/tencentBlock.ns20847.oracleGeneral.zst FIFO cache size      685, 1372985 req, miss ratio 0.5337, byte miss ratio 0.5337
result/tencentBlock.ns20847.oracleGeneral.zst FIFO cache size     2284, 1372985 req, miss ratio 0.5058, byte miss ratio 0.5058
result/tencentBlock.ns20847.oracleGeneral.zst FIFO cache size     6852, 1372985 req, miss ratio 0.4897, byte miss ratio 0.4897
result/tencentBlock.ns20847.oracleGeneral.zst FIFO cache size    22842, 1372985 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns20847.oracleGeneral.zst FIFO cache size    45684, 1372985 req, miss ratio 0.4102, byte miss ratio 0.4102
result/tencentBlock.ns20847.oracleGeneral.zst FIFO cache size    91368, 1372985 req, miss ratio 0.2661, byte miss ratio 0.2661
result/tencentBlock.ns20847.oracleGeneral.zst FIFO cache size   182737, 1372985 req, miss ratio 0.1897, byte miss ratio 0.1897
result/tencentBlock.ns20847.oracleGeneral.zst clock2 cache size      228, 1372985 req, miss ratio 0.5267, byte miss ratio 0.5267
result/tencentBlock.ns20847.oracleGeneral.zst clock2 cache size      685, 1372985 req, miss ratio 0.5087, byte miss ratio 0.5087
result/tencentBlock.ns20847.oracleGeneral.zst clock2 cache size     2284, 1372985 req, miss ratio 0.4960, byte miss ratio 0.4960
result/tencentBlock.ns20847.oracleGeneral.zst clock2 cache size     6852, 1372985 req, miss ratio 0.4850, byte miss ratio 0.4850
result/tencentBlock.ns20847.oracleGeneral.zst clock2 cache size    22842, 1372985 req, miss ratio 0.4691, byte miss ratio 0.4691
result/tencentBlock.ns20847.oracleGeneral.zst clock2 cache size    45684, 1372985 req, miss ratio 0.4005, byte miss ratio 0.4005
result/tencentBlock.ns20847.oracleGeneral.zst clock2 cache size    91368, 1372985 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns20847.oracleGeneral.zst clock2 cache size   182737, 1372985 req, miss ratio 0.1678, byte miss ratio 0.1678
result/tencentBlock.ns20847.oracleGeneral.zst Clock cache size      228, 1372985 req, miss ratio 0.5283, byte miss ratio 0.5283
result/tencentBlock.ns20847.oracleGeneral.zst Clock cache size      685, 1372985 req, miss ratio 0.5094, byte miss ratio 0.5094
result/tencentBlock.ns20847.oracleGeneral.zst Clock cache size     2284, 1372985 req, miss ratio 0.4961, byte miss ratio 0.4961
result/tencentBlock.ns20847.oracleGeneral.zst Clock cache size     6852, 1372985 req, miss ratio 0.4849, byte miss ratio 0.4849
result/tencentBlock.ns20847.oracleGeneral.zst Clock cache size    22842, 1372985 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns20847.oracleGeneral.zst Clock cache size    45684, 1372985 req, miss ratio 0.3908, byte miss ratio 0.3908
result/tencentBlock.ns20847.oracleGeneral.zst Clock cache size    91368, 1372985 req, miss ratio 0.2432, byte miss ratio 0.2432
result/tencentBlock.ns20847.oracleGeneral.zst Clock cache size   182737, 1372985 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns20847.oracleGeneral.zst LRU cache size      228, 1372985 req, miss ratio 0.5308, byte miss ratio 0.5308
result/tencentBlock.ns20847.oracleGeneral.zst LRU cache size      685, 1372985 req, miss ratio 0.5099, byte miss ratio 0.5099
result/tencentBlock.ns20847.oracleGeneral.zst LRU cache size     2284, 1372985 req, miss ratio 0.4964, byte miss ratio 0.4964
result/tencentBlock.ns20847.oracleGeneral.zst LRU cache size     6852, 1372985 req, miss ratio 0.4855, byte miss ratio 0.4855
result/tencentBlock.ns20847.oracleGeneral.zst LRU cache size    22842, 1372985 req, miss ratio 0.4284, byte miss ratio 0.4284
result/tencentBlock.ns20847.oracleGeneral.zst LRU cache size    45684, 1372985 req, miss ratio 0.3905, byte miss ratio 0.3905
result/tencentBlock.ns20847.oracleGeneral.zst LRU cache size    91368, 1372985 req, miss ratio 0.2351, byte miss ratio 0.2351
result/tencentBlock.ns20847.oracleGeneral.zst LRU cache size   182737, 1372985 req, miss ratio 0.1669, byte miss ratio 0.1669
result/tencentBlock.ns20847.oracleGeneral.zst ARC cache size      228, 1372985 req, miss ratio 0.5155, byte miss ratio 0.5155
result/tencentBlock.ns20847.oracleGeneral.zst ARC cache size      685, 1372985 req, miss ratio 0.5054, byte miss ratio 0.5054
result/tencentBlock.ns20847.oracleGeneral.zst ARC cache size     2284, 1372985 req, miss ratio 0.4962, byte miss ratio 0.4962
