result/tencentBlock.ns12760.oracleGeneral.zst clock2 cache size      824, 3242353 req, miss ratio 0.3708, byte miss ratio 0.3708
result/tencentBlock.ns12760.oracleGeneral.zst clock2 cache size     2473, 3242353 req, miss ratio 0.3642, byte miss ratio 0.3642
result/tencentBlock.ns12760.oracleGeneral.zst clock2 cache size     8245, 3242353 req, miss ratio 0.3586, byte miss ratio 0.3586
result/tencentBlock.ns12760.oracleGeneral.zst clock2 cache size    24737, 3242353 req, miss ratio 0.3308, byte miss ratio 0.3308
result/tencentBlock.ns12760.oracleGeneral.zst clock2 cache size    82458, 3242353 req, miss ratio 0.2924, byte miss ratio 0.2924
result/tencentBlock.ns12760.oracleGeneral.zst clock2 cache size   164916, 3242353 req, miss ratio 0.2652, byte miss ratio 0.2652
result/tencentBlock.ns12760.oracleGeneral.zst clock2 cache size   329832, 3242353 req, miss ratio 0.2569, byte miss ratio 0.2569
result/tencentBlock.ns12760.oracleGeneral.zst clock2 cache size   659665, 3242353 req, miss ratio 0.2544, byte miss ratio 0.2544
result/tencentBlock.ns12760.oracleGeneral.zst LHD cache size      824, 3242353 req, miss ratio 0.3716, byte miss ratio 0.3716
result/tencentBlock.ns12760.oracleGeneral.zst LHD cache size     2473, 3242353 req, miss ratio 0.3641, byte miss ratio 0.3641
result/tencentBlock.ns12760.oracleGeneral.zst LHD cache size     8245, 3242353 req, miss ratio 0.3531, byte miss ratio 0.3531
result/tencentBlock.ns12760.oracleGeneral.zst LHD cache size    24737, 3242353 req, miss ratio 0.3273, byte miss ratio 0.3273
result/tencentBlock.ns12760.oracleGeneral.zst LHD cache size    82458, 3242353 req, miss ratio 0.2871, byte miss ratio 0.2871
result/tencentBlock.ns12760.oracleGeneral.zst LHD cache size   164916, 3242353 req, miss ratio 0.2659, byte miss ratio 0.2659
result/tencentBlock.ns12760.oracleGeneral.zst LHD cache size   329832, 3242353 req, miss ratio 0.2588, byte miss ratio 0.2588
result/tencentBlock.ns12760.oracleGeneral.zst LHD cache size   659665, 3242353 req, miss ratio 0.2545, byte miss ratio 0.2545
result/tencentBlock.ns12760.oracleGeneral.zst S3FIFO-1 cache size      824, 3242353 req, miss ratio 0.3696, byte miss ratio 0.3696
result/tencentBlock.ns12760.oracleGeneral.zst S3FIFO-1 cache size     2473, 3242353 req, miss ratio 0.3634, byte miss ratio 0.3634
result/tencentBlock.ns12760.oracleGeneral.zst S3FIFO-1 cache size     8245, 3242353 req, miss ratio 0.3493, byte miss ratio 0.3493
result/tencentBlock.ns12760.oracleGeneral.zst S3FIFO-1 cache size    24737, 3242353 req, miss ratio 0.3266, byte miss ratio 0.3266
