result/tencentBlock.ns19827.oracleGeneral.zst Clock cache size      421, 3901536 req, miss ratio 0.5195, byte miss ratio 0.5195
result/tencentBlock.ns19827.oracleGeneral.zst Clock cache size     1265, 3901536 req, miss ratio 0.3817, byte miss ratio 0.3817
result/tencentBlock.ns19827.oracleGeneral.zst Clock cache size     4217, 3901536 req, miss ratio 0.2612, byte miss ratio 0.2612
result/tencentBlock.ns19827.oracleGeneral.zst Clock cache size    12653, 3901536 req, miss ratio 0.2244, byte miss ratio 0.2244
result/tencentBlock.ns19827.oracleGeneral.zst Clock cache size    42179, 3901536 req, miss ratio 0.1539, byte miss ratio 0.1539
result/tencentBlock.ns19827.oracleGeneral.zst Clock cache size    84358, 3901536 req, miss ratio 0.1246, byte miss ratio 0.1246
result/tencentBlock.ns19827.oracleGeneral.zst Clock cache size   168717, 3901536 req, miss ratio 0.1111, byte miss ratio 0.1111
result/tencentBlock.ns19827.oracleGeneral.zst Clock cache size   337435, 3901536 req, miss ratio 0.1082, byte miss ratio 0.1082
result/tencentBlock.ns19827.oracleGeneral.zst S3FIFO-1 cache size      421, 3901536 req, miss ratio 0.5167, byte miss ratio 0.5167
result/tencentBlock.ns19827.oracleGeneral.zst S3FIFO-1 cache size     1265, 3901536 req, miss ratio 0.3065, byte miss ratio 0.3065
result/tencentBlock.ns19827.oracleGeneral.zst S3FIFO-1 cache size     4217, 3901536 req, miss ratio 0.2579, byte miss ratio 0.2579
result/tencentBlock.ns19827.oracleGeneral.zst S3FIFO-1 cache size    12653, 3901536 req, miss ratio 0.2149, byte miss ratio 0.2149
result/tencentBlock.ns19827.oracleGeneral.zst S3FIFO-1 cache size    42179, 3901536 req, miss ratio 0.1636, byte miss ratio 0.1636
result/tencentBlock.ns19827.oracleGeneral.zst S3FIFO-1 cache size    84358, 3901536 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns19827.oracleGeneral.zst S3FIFO-1 cache size   168717, 3901536 req, miss ratio 0.1143, byte miss ratio 0.1143
result/tencentBlock.ns19827.oracleGeneral.zst S3FIFO-1 cache size   337435, 3901536 req, miss ratio 0.1082, byte miss ratio 0.1082
result/tencentBlock.ns19827.oracleGeneral.zst LeCaR cache size      421, 3901536 req, miss ratio 0.5191, byte miss ratio 0.5191
result/tencentBlock.ns19827.oracleGeneral.zst LeCaR cache size     1265, 3901536 req, miss ratio 0.3750, byte miss ratio 0.3750
result/tencentBlock.ns19827.oracleGeneral.zst LeCaR cache size     4217, 3901536 req, miss ratio 0.2594, byte miss ratio 0.2594
result/tencentBlock.ns19827.oracleGeneral.zst LeCaR cache size    12653, 3901536 req, miss ratio 0.2225, byte miss ratio 0.2225
result/tencentBlock.ns19827.oracleGeneral.zst LeCaR cache size    42179, 3901536 req, miss ratio 0.1488, byte miss ratio 0.1488
result/tencentBlock.ns19827.oracleGeneral.zst LeCaR cache size    84358, 3901536 req, miss ratio 0.1214, byte miss ratio 0.1214
result/tencentBlock.ns19827.oracleGeneral.zst LeCaR cache size   168717, 3901536 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns19827.oracleGeneral.zst LeCaR cache size   337435, 3901536 req, miss ratio 0.1082, byte miss ratio 0.1082
result/tencentBlock.ns19827.oracleGeneral.zst LRU cache size      421, 3901536 req, miss ratio 0.5222, byte miss ratio 0.5222
result/tencentBlock.ns19827.oracleGeneral.zst LRU cache size     1265, 3901536 req, miss ratio 0.3895, byte miss ratio 0.3895
result/tencentBlock.ns19827.oracleGeneral.zst LRU cache size     4217, 3901536 req, miss ratio 0.2636, byte miss ratio 0.2636
result/tencentBlock.ns19827.oracleGeneral.zst LRU cache size    12653, 3901536 req, miss ratio 0.2238, byte miss ratio 0.2238
result/tencentBlock.ns19827.oracleGeneral.zst LRU cache size    42179, 3901536 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns19827.oracleGeneral.zst LRU cache size    84358, 3901536 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns19827.oracleGeneral.zst LRU cache size   168717, 3901536 req, miss ratio 0.1098, byte miss ratio 0.1098
