result/tencentBlock.ns3937.oracleGeneral.zst Clock cache size      159, 1433943 req, miss ratio 0.5239, byte miss ratio 0.5239
result/tencentBlock.ns3937.oracleGeneral.zst Clock cache size      478, 1433943 req, miss ratio 0.4859, byte miss ratio 0.4859
result/tencentBlock.ns3937.oracleGeneral.zst Clock cache size     1596, 1433943 req, miss ratio 0.4762, byte miss ratio 0.4762
result/tencentBlock.ns3937.oracleGeneral.zst Clock cache size     4789, 1433943 req, miss ratio 0.4710, byte miss ratio 0.4710
result/tencentBlock.ns3937.oracleGeneral.zst Clock cache size    15963, 1433943 req, miss ratio 0.4678, byte miss ratio 0.4678
result/tencentBlock.ns3937.oracleGeneral.zst Clock cache size    31927, 1433943 req, miss ratio 0.3905, byte miss ratio 0.3905
result/tencentBlock.ns3937.oracleGeneral.zst Clock cache size    63854, 1433943 req, miss ratio 0.3131, byte miss ratio 0.3131
result/tencentBlock.ns3937.oracleGeneral.zst Clock cache size   127708, 1433943 req, miss ratio 0.1257, byte miss ratio 0.1257
result/tencentBlock.ns3937.oracleGeneral.zst LIRS cache size      159, 1433943 req, miss ratio 0.5537, byte miss ratio 0.5537
result/tencentBlock.ns3937.oracleGeneral.zst LIRS cache size      478, 1433943 req, miss ratio 0.5295, byte miss ratio 0.5295
result/tencentBlock.ns3937.oracleGeneral.zst LIRS cache size     1596, 1433943 req, miss ratio 0.4786, byte miss ratio 0.4786
result/tencentBlock.ns3937.oracleGeneral.zst LIRS cache size     4789, 1433943 req, miss ratio 0.4683, byte miss ratio 0.4683
result/tencentBlock.ns3937.oracleGeneral.zst LIRS cache size    15963, 1433943 req, miss ratio 0.4109, byte miss ratio 0.4109
result/tencentBlock.ns3937.oracleGeneral.zst LIRS cache size    31927, 1433943 req, miss ratio 0.3673, byte miss ratio 0.3673
result/tencentBlock.ns3937.oracleGeneral.zst LIRS cache size    63854, 1433943 req, miss ratio 0.2990, byte miss ratio 0.2990
result/tencentBlock.ns3937.oracleGeneral.zst LIRS cache size   127708, 1433943 req, miss ratio 0.1227, byte miss ratio 0.1227
result/tencentBlock.ns3937.oracleGeneral.zst Cacheus cache size      159, 1433943 req, miss ratio 0.4965, byte miss ratio 0.4965
result/tencentBlock.ns3937.oracleGeneral.zst Cacheus cache size      478, 1433943 req, miss ratio 0.4803, byte miss ratio 0.4803
result/tencentBlock.ns3937.oracleGeneral.zst Cacheus cache size     1596, 1433943 req, miss ratio 0.4718, byte miss ratio 0.4718
result/tencentBlock.ns3937.oracleGeneral.zst Cacheus cache size     4789, 1433943 req, miss ratio 0.4698, byte miss ratio 0.4698
result/tencentBlock.ns3937.oracleGeneral.zst Cacheus cache size    15963, 1433943 req, miss ratio 0.4263, byte miss ratio 0.4263
result/tencentBlock.ns3937.oracleGeneral.zst Cacheus cache size    31927, 1433943 req, miss ratio 0.3653, byte miss ratio 0.3653
result/tencentBlock.ns3937.oracleGeneral.zst Cacheus cache size    63854, 1433943 req, miss ratio 0.3010, byte miss ratio 0.3010
result/tencentBlock.ns3937.oracleGeneral.zst Cacheus cache size   127708, 1433943 req, miss ratio 0.1282, byte miss ratio 0.1282
result/tencentBlock.ns3937.oracleGeneral.zst LHD cache size      159, 1433943 req, miss ratio 0.5170, byte miss ratio 0.5170
result/tencentBlock.ns3937.oracleGeneral.zst LHD cache size      478, 1433943 req, miss ratio 0.4863, byte miss ratio 0.4863
result/tencentBlock.ns3937.oracleGeneral.zst LHD cache size     1596, 1433943 req, miss ratio 0.4749, byte miss ratio 0.4749
result/tencentBlock.ns3937.oracleGeneral.zst LHD cache size     4789, 1433943 req, miss ratio 0.4707, byte miss ratio 0.4707
result/tencentBlock.ns3937.oracleGeneral.zst LHD cache size    15963, 1433943 req, miss ratio 0.4367, byte miss ratio 0.4367
result/tencentBlock.ns3937.oracleGeneral.zst LHD cache size    31927, 1433943 req, miss ratio 0.3705, byte miss ratio 0.3705
result/tencentBlock.ns3937.oracleGeneral.zst LHD cache size    63854, 1433943 req, miss ratio 0.2665, byte miss ratio 0.2665
result/tencentBlock.ns3937.oracleGeneral.zst LHD cache size   127708, 1433943 req, miss ratio 0.1233, byte miss ratio 0.1233
result/tencentBlock.ns3937.oracleGeneral.zst LRU cache size      159, 1433943 req, miss ratio 0.5258, byte miss ratio 0.5258
result/tencentBlock.ns3937.oracleGeneral.zst LRU cache size      478, 1433943 req, miss ratio 0.4866, byte miss ratio 0.4866
result/tencentBlock.ns3937.oracleGeneral.zst LRU cache size     1596, 1433943 req, miss ratio 0.4769, byte miss ratio 0.4769
result/tencentBlock.ns3937.oracleGeneral.zst LRU cache size     4789, 1433943 req, miss ratio 0.4712, byte miss ratio 0.4712
result/tencentBlock.ns3937.oracleGeneral.zst LRU cache size    15963, 1433943 req, miss ratio 0.4648, byte miss ratio 0.4648
result/tencentBlock.ns3937.oracleGeneral.zst LRU cache size    31927, 1433943 req, miss ratio 0.3719, byte miss ratio 0.3719
result/tencentBlock.ns3937.oracleGeneral.zst LRU cache size    63854, 1433943 req, miss ratio 0.2522, byte miss ratio 0.2522
result/tencentBlock.ns3937.oracleGeneral.zst LRU cache size   127708, 1433943 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns3937.oracleGeneral.zst LeCaR cache size      159, 1433943 req, miss ratio 0.5197, byte miss ratio 0.5197
result/tencentBlock.ns3937.oracleGeneral.zst LeCaR cache size      478, 1433943 req, miss ratio 0.4847, byte miss ratio 0.4847
result/tencentBlock.ns3937.oracleGeneral.zst LeCaR cache size     1596, 1433943 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns3937.oracleGeneral.zst LeCaR cache size     4789, 1433943 req, miss ratio 0.4705, byte miss ratio 0.4705
result/tencentBlock.ns3937.oracleGeneral.zst LeCaR cache size    15963, 1433943 req, miss ratio 0.4635, byte miss ratio 0.4635
result/tencentBlock.ns3937.oracleGeneral.zst LeCaR cache size    31927, 1433943 req, miss ratio 0.3708, byte miss ratio 0.3708
result/tencentBlock.ns3937.oracleGeneral.zst LeCaR cache size    63854, 1433943 req, miss ratio 0.2505, byte miss ratio 0.2505
result/tencentBlock.ns3937.oracleGeneral.zst LeCaR cache size   127708, 1433943 req, miss ratio 0.1221, byte miss ratio 0.1221
result/tencentBlock.ns3937.oracleGeneral.zst S3FIFO-1 cache size      159, 1433943 req, miss ratio 0.4982, byte miss ratio 0.4982
result/tencentBlock.ns3937.oracleGeneral.zst S3FIFO-1 cache size      478, 1433943 req, miss ratio 0.4812, byte miss ratio 0.4812
