result/tencentBlock.ns5931.oracleGeneral.zst FIFO cache size      356, 1470851 req, miss ratio 0.6429, byte miss ratio 0.6429
result/tencentBlock.ns5931.oracleGeneral.zst FIFO cache size     1069, 1470851 req, miss ratio 0.6008, byte miss ratio 0.6008
result/tencentBlock.ns5931.oracleGeneral.zst FIFO cache size     3563, 1470851 req, miss ratio 0.5846, byte miss ratio 0.5846
result/tencentBlock.ns5931.oracleGeneral.zst FIFO cache size    10691, 1470851 req, miss ratio 0.5789, byte miss ratio 0.5789
result/tencentBlock.ns5931.oracleGeneral.zst FIFO cache size    35638, 1470851 req, miss ratio 0.5033, byte miss ratio 0.5033
result/tencentBlock.ns5931.oracleGeneral.zst FIFO cache size    71276, 1470851 req, miss ratio 0.4063, byte miss ratio 0.4063
result/tencentBlock.ns5931.oracleGeneral.zst FIFO cache size   142552, 1470851 req, miss ratio 0.3258, byte miss ratio 0.3258
result/tencentBlock.ns5931.oracleGeneral.zst FIFO cache size   285104, 1470851 req, miss ratio 0.2674, byte miss ratio 0.2674
result/tencentBlock.ns5931.oracleGeneral.zst Cacheus cache size      356, 1470851 req, miss ratio 0.5800, byte miss ratio 0.5800
result/tencentBlock.ns5931.oracleGeneral.zst Cacheus cache size     1069, 1470851 req, miss ratio 0.5781, byte miss ratio 0.5781
result/tencentBlock.ns5931.oracleGeneral.zst Cacheus cache size     3563, 1470851 req, miss ratio 0.5765, byte miss ratio 0.5765
result/tencentBlock.ns5931.oracleGeneral.zst Cacheus cache size    10691, 1470851 req, miss ratio 0.5239, byte miss ratio 0.5239
result/tencentBlock.ns5931.oracleGeneral.zst Cacheus cache size    35638, 1470851 req, miss ratio 0.4649, byte miss ratio 0.4649
result/tencentBlock.ns5931.oracleGeneral.zst Cacheus cache size    71276, 1470851 req, miss ratio 0.3728, byte miss ratio 0.3728
result/tencentBlock.ns5931.oracleGeneral.zst Cacheus cache size   142552, 1470851 req, miss ratio 0.2726, byte miss ratio 0.2726
result/tencentBlock.ns5931.oracleGeneral.zst Cacheus cache size   285104, 1470851 req, miss ratio 0.2447, byte miss ratio 0.2447
result/tencentBlock.ns5931.oracleGeneral.zst ARC cache size      356, 1470851 req, miss ratio 0.5798, byte miss ratio 0.5798
