result/tencentBlock.ns18565.oracleGeneral.zst FIFO cache size      401, 2207192 req, miss ratio 0.5554, byte miss ratio 0.5554
result/tencentBlock.ns18565.oracleGeneral.zst FIFO cache size     1204, 2207192 req, miss ratio 0.5231, byte miss ratio 0.5231
result/tencentBlock.ns18565.oracleGeneral.zst FIFO cache size     4016, 2207192 req, miss ratio 0.5086, byte miss ratio 0.5086
result/tencentBlock.ns18565.oracleGeneral.zst FIFO cache size    12048, 2207192 req, miss ratio 0.5037, byte miss ratio 0.5037
result/tencentBlock.ns18565.oracleGeneral.zst FIFO cache size    40162, 2207192 req, miss ratio 0.4542, byte miss ratio 0.4542
result/tencentBlock.ns18565.oracleGeneral.zst FIFO cache size    80325, 2207192 req, miss ratio 0.4065, byte miss ratio 0.4065
result/tencentBlock.ns18565.oracleGeneral.zst FIFO cache size   160651, 2207192 req, miss ratio 0.2914, byte miss ratio 0.2914
result/tencentBlock.ns18565.oracleGeneral.zst FIFO cache size   321303, 2207192 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns18565.oracleGeneral.zst Cacheus cache size      401, 2207192 req, miss ratio 0.5066, byte miss ratio 0.5066
result/tencentBlock.ns18565.oracleGeneral.zst Cacheus cache size     1204, 2207192 req, miss ratio 0.5030, byte miss ratio 0.5030
result/tencentBlock.ns18565.oracleGeneral.zst Cacheus cache size     4016, 2207192 req, miss ratio 0.5013, byte miss ratio 0.5013
result/tencentBlock.ns18565.oracleGeneral.zst Cacheus cache size    12048, 2207192 req, miss ratio 0.5009, byte miss ratio 0.5009
result/tencentBlock.ns18565.oracleGeneral.zst Cacheus cache size    40162, 2207192 req, miss ratio 0.4585, byte miss ratio 0.4585
result/tencentBlock.ns18565.oracleGeneral.zst Cacheus cache size    80325, 2207192 req, miss ratio 0.3773, byte miss ratio 0.3773
result/tencentBlock.ns18565.oracleGeneral.zst Cacheus cache size   160651, 2207192 req, miss ratio 0.2182, byte miss ratio 0.2182
result/tencentBlock.ns18565.oracleGeneral.zst Cacheus cache size   321303, 2207192 req, miss ratio 0.1822, byte miss ratio 0.1822
result/tencentBlock.ns18565.oracleGeneral.zst clock2 cache size      401, 2207192 req, miss ratio 0.5139, byte miss ratio 0.5139
result/tencentBlock.ns18565.oracleGeneral.zst clock2 cache size     1204, 2207192 req, miss ratio 0.5052, byte miss ratio 0.5052
result/tencentBlock.ns18565.oracleGeneral.zst clock2 cache size     4016, 2207192 req, miss ratio 0.5019, byte miss ratio 0.5019
result/tencentBlock.ns18565.oracleGeneral.zst clock2 cache size    12048, 2207192 req, miss ratio 0.5011, byte miss ratio 0.5011
result/tencentBlock.ns18565.oracleGeneral.zst clock2 cache size    40162, 2207192 req, miss ratio 0.4998, byte miss ratio 0.4998
result/tencentBlock.ns18565.oracleGeneral.zst clock2 cache size    80325, 2207192 req, miss ratio 0.4082, byte miss ratio 0.4082
