result/tencentBlock.ns17007.oracleGeneral.zst FIFO cache size      342, 3906387 req, miss ratio 0.6251, byte miss ratio 0.6251
result/tencentBlock.ns17007.oracleGeneral.zst FIFO cache size     1027, 3906387 req, miss ratio 0.4516, byte miss ratio 0.4516
result/tencentBlock.ns17007.oracleGeneral.zst FIFO cache size     3424, 3906387 req, miss ratio 0.3079, byte miss ratio 0.3079
result/tencentBlock.ns17007.oracleGeneral.zst FIFO cache size    10274, 3906387 req, miss ratio 0.2345, byte miss ratio 0.2345
result/tencentBlock.ns17007.oracleGeneral.zst FIFO cache size    34247, 3906387 req, miss ratio 0.1527, byte miss ratio 0.1527
result/tencentBlock.ns17007.oracleGeneral.zst FIFO cache size    68495, 3906387 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns17007.oracleGeneral.zst FIFO cache size   136990, 3906387 req, miss ratio 0.1048, byte miss ratio 0.1048
result/tencentBlock.ns17007.oracleGeneral.zst FIFO cache size   273980, 3906387 req, miss ratio 0.0933, byte miss ratio 0.0933
result/tencentBlock.ns17007.oracleGeneral.zst clock2 cache size      342, 3906387 req, miss ratio 0.5427, byte miss ratio 0.5427
result/tencentBlock.ns17007.oracleGeneral.zst clock2 cache size     1027, 3906387 req, miss ratio 0.3996, byte miss ratio 0.3996
result/tencentBlock.ns17007.oracleGeneral.zst clock2 cache size     3424, 3906387 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns17007.oracleGeneral.zst clock2 cache size    10274, 3906387 req, miss ratio 0.2126, byte miss ratio 0.2126
result/tencentBlock.ns17007.oracleGeneral.zst clock2 cache size    34247, 3906387 req, miss ratio 0.1514, byte miss ratio 0.1514
result/tencentBlock.ns17007.oracleGeneral.zst clock2 cache size    68495, 3906387 req, miss ratio 0.1215, byte miss ratio 0.1215
result/tencentBlock.ns17007.oracleGeneral.zst clock2 cache size   136990, 3906387 req, miss ratio 0.0953, byte miss ratio 0.0953
result/tencentBlock.ns17007.oracleGeneral.zst clock2 cache size   273980, 3906387 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns17007.oracleGeneral.zst LRU cache size      342, 3906387 req, miss ratio 0.5490, byte miss ratio 0.5490
result/tencentBlock.ns17007.oracleGeneral.zst LRU cache size     1027, 3906387 req, miss ratio 0.4074, byte miss ratio 0.4074
result/tencentBlock.ns17007.oracleGeneral.zst LRU cache size     3424, 3906387 req, miss ratio 0.2534, byte miss ratio 0.2534
result/tencentBlock.ns17007.oracleGeneral.zst LRU cache size    10274, 3906387 req, miss ratio 0.2119, byte miss ratio 0.2119
result/tencentBlock.ns17007.oracleGeneral.zst LRU cache size    34247, 3906387 req, miss ratio 0.1418, byte miss ratio 0.1418
result/tencentBlock.ns17007.oracleGeneral.zst LRU cache size    68495, 3906387 req, miss ratio 0.1122, byte miss ratio 0.1122
result/tencentBlock.ns17007.oracleGeneral.zst LRU cache size   136990, 3906387 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns17007.oracleGeneral.zst LRU cache size   273980, 3906387 req, miss ratio 0.0883, byte miss ratio 0.0883
result/tencentBlock.ns17007.oracleGeneral.zst LeCaR cache size      342, 3906387 req, miss ratio 0.5419, byte miss ratio 0.5419
result/tencentBlock.ns17007.oracleGeneral.zst LeCaR cache size     1027, 3906387 req, miss ratio 0.4018, byte miss ratio 0.4018
result/tencentBlock.ns17007.oracleGeneral.zst LeCaR cache size     3424, 3906387 req, miss ratio 0.2451, byte miss ratio 0.2451
result/tencentBlock.ns17007.oracleGeneral.zst LeCaR cache size    10274, 3906387 req, miss ratio 0.2115, byte miss ratio 0.2115
result/tencentBlock.ns17007.oracleGeneral.zst LeCaR cache size    34247, 3906387 req, miss ratio 0.1411, byte miss ratio 0.1411
result/tencentBlock.ns17007.oracleGeneral.zst LeCaR cache size    68495, 3906387 req, miss ratio 0.1133, byte miss ratio 0.1133
result/tencentBlock.ns17007.oracleGeneral.zst LeCaR cache size   136990, 3906387 req, miss ratio 0.0940, byte miss ratio 0.0940
result/tencentBlock.ns17007.oracleGeneral.zst LeCaR cache size   273980, 3906387 req, miss ratio 0.0883, byte miss ratio 0.0883
result/tencentBlock.ns17007.oracleGeneral.zst LHD cache size      342, 3906387 req, miss ratio 0.5335, byte miss ratio 0.5335
result/tencentBlock.ns17007.oracleGeneral.zst LHD cache size     1027, 3906387 req, miss ratio 0.3864, byte miss ratio 0.3864
result/tencentBlock.ns17007.oracleGeneral.zst LHD cache size     3424, 3906387 req, miss ratio 0.2444, byte miss ratio 0.2444
result/tencentBlock.ns17007.oracleGeneral.zst LHD cache size    10274, 3906387 req, miss ratio 0.2058, byte miss ratio 0.2058
result/tencentBlock.ns17007.oracleGeneral.zst LHD cache size    34247, 3906387 req, miss ratio 0.1441, byte miss ratio 0.1441
result/tencentBlock.ns17007.oracleGeneral.zst LHD cache size    68495, 3906387 req, miss ratio 0.1086, byte miss ratio 0.1086
result/tencentBlock.ns17007.oracleGeneral.zst LHD cache size   136990, 3906387 req, miss ratio 0.0955, byte miss ratio 0.0955
result/tencentBlock.ns17007.oracleGeneral.zst LHD cache size   273980, 3906387 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-1 cache size      342, 3906387 req, miss ratio 0.5326, byte miss ratio 0.5326
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-1 cache size     1027, 3906387 req, miss ratio 0.3373, byte miss ratio 0.3373
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-1 cache size     3424, 3906387 req, miss ratio 0.2428, byte miss ratio 0.2428
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-1 cache size    10274, 3906387 req, miss ratio 0.2043, byte miss ratio 0.2043
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-1 cache size    34247, 3906387 req, miss ratio 0.1575, byte miss ratio 0.1575
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-1 cache size    68495, 3906387 req, miss ratio 0.1183, byte miss ratio 0.1183
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-1 cache size   136990, 3906387 req, miss ratio 0.0959, byte miss ratio 0.0959
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-1 cache size   273980, 3906387 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns17007.oracleGeneral.zst ARC cache size      342, 3906387 req, miss ratio 0.5221, byte miss ratio 0.5221
result/tencentBlock.ns17007.oracleGeneral.zst ARC cache size     1027, 3906387 req, miss ratio 0.3493, byte miss ratio 0.3493
result/tencentBlock.ns17007.oracleGeneral.zst ARC cache size     3424, 3906387 req, miss ratio 0.2402, byte miss ratio 0.2402
result/tencentBlock.ns17007.oracleGeneral.zst ARC cache size    10274, 3906387 req, miss ratio 0.2053, byte miss ratio 0.2053
result/tencentBlock.ns17007.oracleGeneral.zst ARC cache size    34247, 3906387 req, miss ratio 0.1445, byte miss ratio 0.1445
result/tencentBlock.ns17007.oracleGeneral.zst ARC cache size    68495, 3906387 req, miss ratio 0.1170, byte miss ratio 0.1170
result/tencentBlock.ns17007.oracleGeneral.zst ARC cache size   136990, 3906387 req, miss ratio 0.0945, byte miss ratio 0.0945
result/tencentBlock.ns17007.oracleGeneral.zst ARC cache size   273980, 3906387 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns17007.oracleGeneral.zst LIRS cache size      342, 3906387 req, miss ratio 0.5320, byte miss ratio 0.5320
result/tencentBlock.ns17007.oracleGeneral.zst LIRS cache size     1027, 3906387 req, miss ratio 0.3566, byte miss ratio 0.3566
result/tencentBlock.ns17007.oracleGeneral.zst LIRS cache size     3424, 3906387 req, miss ratio 0.2546, byte miss ratio 0.2546
result/tencentBlock.ns17007.oracleGeneral.zst LIRS cache size    10274, 3906387 req, miss ratio 0.2070, byte miss ratio 0.2070
result/tencentBlock.ns17007.oracleGeneral.zst LIRS cache size    34247, 3906387 req, miss ratio 0.1617, byte miss ratio 0.1617
result/tencentBlock.ns17007.oracleGeneral.zst LIRS cache size    68495, 3906387 req, miss ratio 0.1310, byte miss ratio 0.1310
result/tencentBlock.ns17007.oracleGeneral.zst LIRS cache size   136990, 3906387 req, miss ratio 0.1061, byte miss ratio 0.1061
result/tencentBlock.ns17007.oracleGeneral.zst LIRS cache size   273980, 3906387 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns17007.oracleGeneral.zst Clock cache size      342, 3906387 req, miss ratio 0.5433, byte miss ratio 0.5433
result/tencentBlock.ns17007.oracleGeneral.zst Clock cache size     1027, 3906387 req, miss ratio 0.4017, byte miss ratio 0.4017
result/tencentBlock.ns17007.oracleGeneral.zst Clock cache size     3424, 3906387 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns17007.oracleGeneral.zst Clock cache size    10274, 3906387 req, miss ratio 0.2117, byte miss ratio 0.2117
result/tencentBlock.ns17007.oracleGeneral.zst Clock cache size    34247, 3906387 req, miss ratio 0.1462, byte miss ratio 0.1462
result/tencentBlock.ns17007.oracleGeneral.zst Clock cache size    68495, 3906387 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns17007.oracleGeneral.zst Clock cache size   136990, 3906387 req, miss ratio 0.0965, byte miss ratio 0.0965
result/tencentBlock.ns17007.oracleGeneral.zst Clock cache size   273980, 3906387 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns17007.oracleGeneral.zst Cacheus cache size      342, 3906387 req, miss ratio 0.5211, byte miss ratio 0.5211
result/tencentBlock.ns17007.oracleGeneral.zst Cacheus cache size     1027, 3906387 req, miss ratio 0.3733, byte miss ratio 0.3733
result/tencentBlock.ns17007.oracleGeneral.zst Cacheus cache size     3424, 3906387 req, miss ratio 0.2413, byte miss ratio 0.2413
result/tencentBlock.ns17007.oracleGeneral.zst Cacheus cache size    10274, 3906387 req, miss ratio 0.2120, byte miss ratio 0.2120
result/tencentBlock.ns17007.oracleGeneral.zst Cacheus cache size    34247, 3906387 req, miss ratio 0.1430, byte miss ratio 0.1430
result/tencentBlock.ns17007.oracleGeneral.zst Cacheus cache size    68495, 3906387 req, miss ratio 0.1108, byte miss ratio 0.1108
result/tencentBlock.ns17007.oracleGeneral.zst Cacheus cache size   136990, 3906387 req, miss ratio 0.0978, byte miss ratio 0.0978
result/tencentBlock.ns17007.oracleGeneral.zst Cacheus cache size   273980, 3906387 req, miss ratio 0.0885, byte miss ratio 0.0885
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-d-1 cache size      342, 3906387 req, miss ratio 0.5263, byte miss ratio 0.5263
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-d-1 cache size     1027, 3906387 req, miss ratio 0.3364, byte miss ratio 0.3364
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-d-1 cache size     3424, 3906387 req, miss ratio 0.2420, byte miss ratio 0.2420
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-d-1 cache size    10274, 3906387 req, miss ratio 0.2042, byte miss ratio 0.2042
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-d-1 cache size    34247, 3906387 req, miss ratio 0.1517, byte miss ratio 0.1517
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-d-1 cache size    68495, 3906387 req, miss ratio 0.1157, byte miss ratio 0.1157
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-d-1 cache size   136990, 3906387 req, miss ratio 0.0959, byte miss ratio 0.0959
result/tencentBlock.ns17007.oracleGeneral.zst S3FIFO-d-1 cache size   273980, 3906387 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns17007.oracleGeneral.zst LRB cache size      342, 3906387 req, miss ratio 0.5468, byte miss ratio 0.5468
result/tencentBlock.ns17007.oracleGeneral.zst LRB cache size     1027, 3906387 req, miss ratio 0.3295, byte miss ratio 0.3295
result/tencentBlock.ns17007.oracleGeneral.zst LRB cache size     3424, 3906387 req, miss ratio 0.2582, byte miss ratio 0.2582
result/tencentBlock.ns17007.oracleGeneral.zst LRB cache size    10274, 3906387 req, miss ratio 0.2203, byte miss ratio 0.2203
result/tencentBlock.ns17007.oracleGeneral.zst LRB cache size    34247, 3906387 req, miss ratio 0.1660, byte miss ratio 0.1660
result/tencentBlock.ns17007.oracleGeneral.zst LRB cache size    68495, 3906387 req, miss ratio 0.1178, byte miss ratio 0.1178
result/tencentBlock.ns17007.oracleGeneral.zst LRB cache size   136990, 3906387 req, miss ratio 0.0938, byte miss ratio 0.0938
result/tencentBlock.ns17007.oracleGeneral.zst LRB cache size   273980, 3906387 req, miss ratio 0.0883, byte miss ratio 0.0883
result/tencentBlock.ns17007.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      342, 3906387 req, miss ratio 0.5723, byte miss ratio 0.5723
result/tencentBlock.ns17007.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1027, 3906387 req, miss ratio 0.4187, byte miss ratio 0.4187
result/tencentBlock.ns17007.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     3424, 3906387 req, miss ratio 0.2675, byte miss ratio 0.2675
result/tencentBlock.ns17007.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    10274, 3906387 req, miss ratio 0.2242, byte miss ratio 0.2242
result/tencentBlock.ns17007.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    34247, 3906387 req, miss ratio 0.1709, byte miss ratio 0.1709
result/tencentBlock.ns17007.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    68495, 3906387 req, miss ratio 0.1372, byte miss ratio 0.1372
result/tencentBlock.ns17007.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   136990, 3906387 req, miss ratio 0.1032, byte miss ratio 0.1032
result/tencentBlock.ns17007.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   273980, 3906387 req, miss ratio 0.0916, byte miss ratio 0.0916
