result/tencentBlock.ns15273.oracleGeneral.zst Cacheus cache size      104, 1028946 req, miss ratio 0.5977, byte miss ratio 0.5977
result/tencentBlock.ns15273.oracleGeneral.zst Cacheus cache size      314, 1028946 req, miss ratio 0.5898, byte miss ratio 0.5898
result/tencentBlock.ns15273.oracleGeneral.zst Cacheus cache size     1048, 1028946 req, miss ratio 0.5888, byte miss ratio 0.5888
result/tencentBlock.ns15273.oracleGeneral.zst Cacheus cache size     3144, 1028946 req, miss ratio 0.5881, byte miss ratio 0.5881
result/tencentBlock.ns15273.oracleGeneral.zst Cacheus cache size    10480, 1028946 req, miss ratio 0.5580, byte miss ratio 0.5580
result/tencentBlock.ns15273.oracleGeneral.zst Cacheus cache size    20961, 1028946 req, miss ratio 0.5020, byte miss ratio 0.5020
result/tencentBlock.ns15273.oracleGeneral.zst Cacheus cache size    41922, 1028946 req, miss ratio 0.3319, byte miss ratio 0.3319
result/tencentBlock.ns15273.oracleGeneral.zst Cacheus cache size    83845, 1028946 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns15273.oracleGeneral.zst LIRS cache size      104, 1028946 req, miss ratio 0.6142, byte miss ratio 0.6142
result/tencentBlock.ns15273.oracleGeneral.zst LIRS cache size      314, 1028946 req, miss ratio 0.6069, byte miss ratio 0.6069
result/tencentBlock.ns15273.oracleGeneral.zst LIRS cache size     1048, 1028946 req, miss ratio 0.6052, byte miss ratio 0.6052
result/tencentBlock.ns15273.oracleGeneral.zst LIRS cache size     3144, 1028946 req, miss ratio 0.5943, byte miss ratio 0.5943
result/tencentBlock.ns15273.oracleGeneral.zst LIRS cache size    10480, 1028946 req, miss ratio 0.5511, byte miss ratio 0.5511
result/tencentBlock.ns15273.oracleGeneral.zst LIRS cache size    20961, 1028946 req, miss ratio 0.4559, byte miss ratio 0.4559
result/tencentBlock.ns15273.oracleGeneral.zst LIRS cache size    41922, 1028946 req, miss ratio 0.3052, byte miss ratio 0.3052
result/tencentBlock.ns15273.oracleGeneral.zst LIRS cache size    83845, 1028946 req, miss ratio 0.1193, byte miss ratio 0.1193
result/tencentBlock.ns15273.oracleGeneral.zst Clock cache size      104, 1028946 req, miss ratio 0.6172, byte miss ratio 0.6172
result/tencentBlock.ns15273.oracleGeneral.zst Clock cache size      314, 1028946 req, miss ratio 0.5981, byte miss ratio 0.5981
result/tencentBlock.ns15273.oracleGeneral.zst Clock cache size     1048, 1028946 req, miss ratio 0.5906, byte miss ratio 0.5906
