result/tencentBlock.ns21964.oracleGeneral.zst Clock cache size      328, 2539369 req, miss ratio 0.4188, byte miss ratio 0.4188
result/tencentBlock.ns21964.oracleGeneral.zst Clock cache size      986, 2539369 req, miss ratio 0.3699, byte miss ratio 0.3699
result/tencentBlock.ns21964.oracleGeneral.zst Clock cache size     3289, 2539369 req, miss ratio 0.3032, byte miss ratio 0.3032
result/tencentBlock.ns21964.oracleGeneral.zst Clock cache size     9869, 2539369 req, miss ratio 0.2641, byte miss ratio 0.2641
result/tencentBlock.ns21964.oracleGeneral.zst Clock cache size    32899, 2539369 req, miss ratio 0.2163, byte miss ratio 0.2163
result/tencentBlock.ns21964.oracleGeneral.zst Clock cache size    65799, 2539369 req, miss ratio 0.1733, byte miss ratio 0.1733
result/tencentBlock.ns21964.oracleGeneral.zst Clock cache size   131598, 2539369 req, miss ratio 0.1409, byte miss ratio 0.1409
result/tencentBlock.ns21964.oracleGeneral.zst Clock cache size   263196, 2539369 req, miss ratio 0.1310, byte miss ratio 0.1310
result/tencentBlock.ns21964.oracleGeneral.zst LRU cache size      328, 2539369 req, miss ratio 0.4241, byte miss ratio 0.4241
result/tencentBlock.ns21964.oracleGeneral.zst LRU cache size      986, 2539369 req, miss ratio 0.3702, byte miss ratio 0.3702
result/tencentBlock.ns21964.oracleGeneral.zst LRU cache size     3289, 2539369 req, miss ratio 0.3071, byte miss ratio 0.3071
result/tencentBlock.ns21964.oracleGeneral.zst LRU cache size     9869, 2539369 req, miss ratio 0.2652, byte miss ratio 0.2652
result/tencentBlock.ns21964.oracleGeneral.zst LRU cache size    32899, 2539369 req, miss ratio 0.2111, byte miss ratio 0.2111
result/tencentBlock.ns21964.oracleGeneral.zst LRU cache size    65799, 2539369 req, miss ratio 0.1688, byte miss ratio 0.1688
result/tencentBlock.ns21964.oracleGeneral.zst LRU cache size   131598, 2539369 req, miss ratio 0.1401, byte miss ratio 0.1401
result/tencentBlock.ns21964.oracleGeneral.zst LRU cache size   263196, 2539369 req, miss ratio 0.1309, byte miss ratio 0.1309
result/tencentBlock.ns21964.oracleGeneral.zst S3FIFO-1 cache size      328, 2539369 req, miss ratio 0.4110, byte miss ratio 0.4110
result/tencentBlock.ns21964.oracleGeneral.zst S3FIFO-1 cache size      986, 2539369 req, miss ratio 0.3473, byte miss ratio 0.3473
result/tencentBlock.ns21964.oracleGeneral.zst S3FIFO-1 cache size     3289, 2539369 req, miss ratio 0.2732, byte miss ratio 0.2732
result/tencentBlock.ns21964.oracleGeneral.zst S3FIFO-1 cache size     9869, 2539369 req, miss ratio 0.2557, byte miss ratio 0.2557
result/tencentBlock.ns21964.oracleGeneral.zst S3FIFO-1 cache size    32899, 2539369 req, miss ratio 0.2068, byte miss ratio 0.2068
result/tencentBlock.ns21964.oracleGeneral.zst S3FIFO-1 cache size    65799, 2539369 req, miss ratio 0.1600, byte miss ratio 0.1600
result/tencentBlock.ns21964.oracleGeneral.zst S3FIFO-1 cache size   131598, 2539369 req, miss ratio 0.1401, byte miss ratio 0.1401
result/tencentBlock.ns21964.oracleGeneral.zst S3FIFO-1 cache size   263196, 2539369 req, miss ratio 0.1310, byte miss ratio 0.1310
result/tencentBlock.ns21964.oracleGeneral.zst LHD cache size      328, 2539369 req, miss ratio 0.4144, byte miss ratio 0.4144
result/tencentBlock.ns21964.oracleGeneral.zst LHD cache size      986, 2539369 req, miss ratio 0.3672, byte miss ratio 0.3672
result/tencentBlock.ns21964.oracleGeneral.zst LHD cache size     3289, 2539369 req, miss ratio 0.2915, byte miss ratio 0.2915
result/tencentBlock.ns21964.oracleGeneral.zst LHD cache size     9869, 2539369 req, miss ratio 0.2584, byte miss ratio 0.2584
result/tencentBlock.ns21964.oracleGeneral.zst LHD cache size    32899, 2539369 req, miss ratio 0.2086, byte miss ratio 0.2086
result/tencentBlock.ns21964.oracleGeneral.zst LHD cache size    65799, 2539369 req, miss ratio 0.1634, byte miss ratio 0.1634
result/tencentBlock.ns21964.oracleGeneral.zst LHD cache size   131598, 2539369 req, miss ratio 0.1393, byte miss ratio 0.1393
