result/tencentBlock.ns17675.oracleGeneral.zst Cacheus cache size      135, 1031923 req, miss ratio 0.5709, byte miss ratio 0.5709
result/tencentBlock.ns17675.oracleGeneral.zst Cacheus cache size      407, 1031923 req, miss ratio 0.5564, byte miss ratio 0.5564
result/tencentBlock.ns17675.oracleGeneral.zst Cacheus cache size     1359, 1031923 req, miss ratio 0.5528, byte miss ratio 0.5528
result/tencentBlock.ns17675.oracleGeneral.zst Cacheus cache size     4077, 1031923 req, miss ratio 0.5522, byte miss ratio 0.5522
result/tencentBlock.ns17675.oracleGeneral.zst Cacheus cache size    13590, 1031923 req, miss ratio 0.5282, byte miss ratio 0.5282
result/tencentBlock.ns17675.oracleGeneral.zst Cacheus cache size    27180, 1031923 req, miss ratio 0.4907, byte miss ratio 0.4907
result/tencentBlock.ns17675.oracleGeneral.zst Cacheus cache size    54360, 1031923 req, miss ratio 0.3904, byte miss ratio 0.3904
result/tencentBlock.ns17675.oracleGeneral.zst Cacheus cache size   108721, 1031923 req, miss ratio 0.1527, byte miss ratio 0.1527
result/tencentBlock.ns17675.oracleGeneral.zst clock2 cache size      135, 1031923 req, miss ratio 0.5868, byte miss ratio 0.5868
result/tencentBlock.ns17675.oracleGeneral.zst clock2 cache size      407, 1031923 req, miss ratio 0.5629, byte miss ratio 0.5629
result/tencentBlock.ns17675.oracleGeneral.zst clock2 cache size     1359, 1031923 req, miss ratio 0.5538, byte miss ratio 0.5538
result/tencentBlock.ns17675.oracleGeneral.zst clock2 cache size     4077, 1031923 req, miss ratio 0.5525, byte miss ratio 0.5525
result/tencentBlock.ns17675.oracleGeneral.zst clock2 cache size    13590, 1031923 req, miss ratio 0.5520, byte miss ratio 0.5520
result/tencentBlock.ns17675.oracleGeneral.zst clock2 cache size    27180, 1031923 req, miss ratio 0.5376, byte miss ratio 0.5376
result/tencentBlock.ns17675.oracleGeneral.zst clock2 cache size    54360, 1031923 req, miss ratio 0.4372, byte miss ratio 0.4372
result/tencentBlock.ns17675.oracleGeneral.zst clock2 cache size   108721, 1031923 req, miss ratio 0.1654, byte miss ratio 0.1654
result/tencentBlock.ns17675.oracleGeneral.zst FIFO cache size      135, 1031923 req, miss ratio 0.6475, byte miss ratio 0.6475
result/tencentBlock.ns17675.oracleGeneral.zst FIFO cache size      407, 1031923 req, miss ratio 0.5928, byte miss ratio 0.5928
result/tencentBlock.ns17675.oracleGeneral.zst FIFO cache size     1359, 1031923 req, miss ratio 0.5663, byte miss ratio 0.5663
result/tencentBlock.ns17675.oracleGeneral.zst FIFO cache size     4077, 1031923 req, miss ratio 0.5573, byte miss ratio 0.5573
result/tencentBlock.ns17675.oracleGeneral.zst FIFO cache size    13590, 1031923 req, miss ratio 0.5535, byte miss ratio 0.5535
result/tencentBlock.ns17675.oracleGeneral.zst FIFO cache size    27180, 1031923 req, miss ratio 0.4966, byte miss ratio 0.4966
result/tencentBlock.ns17675.oracleGeneral.zst FIFO cache size    54360, 1031923 req, miss ratio 0.3386, byte miss ratio 0.3386
result/tencentBlock.ns17675.oracleGeneral.zst FIFO cache size   108721, 1031923 req, miss ratio 0.1954, byte miss ratio 0.1954
result/tencentBlock.ns17675.oracleGeneral.zst S3FIFO-1 cache size      135, 1031923 req, miss ratio 0.5724, byte miss ratio 0.5724
result/tencentBlock.ns17675.oracleGeneral.zst S3FIFO-1 cache size      407, 1031923 req, miss ratio 0.5578, byte miss ratio 0.5578
result/tencentBlock.ns17675.oracleGeneral.zst S3FIFO-1 cache size     1359, 1031923 req, miss ratio 0.5534, byte miss ratio 0.5534
result/tencentBlock.ns17675.oracleGeneral.zst S3FIFO-1 cache size     4077, 1031923 req, miss ratio 0.5527, byte miss ratio 0.5527
result/tencentBlock.ns17675.oracleGeneral.zst S3FIFO-1 cache size    13590, 1031923 req, miss ratio 0.5360, byte miss ratio 0.5360
result/tencentBlock.ns17675.oracleGeneral.zst S3FIFO-1 cache size    27180, 1031923 req, miss ratio 0.4541, byte miss ratio 0.4541
