result/tencentBlock.ns2644.oracleGeneral.zst FIFO cache size      320, 3666521 req, miss ratio 0.6342, byte miss ratio 0.6342
result/tencentBlock.ns2644.oracleGeneral.zst FIFO cache size      962, 3666521 req, miss ratio 0.4720, byte miss ratio 0.4720
result/tencentBlock.ns2644.oracleGeneral.zst FIFO cache size     3208, 3666521 req, miss ratio 0.3341, byte miss ratio 0.3341
result/tencentBlock.ns2644.oracleGeneral.zst FIFO cache size     9625, 3666521 req, miss ratio 0.2636, byte miss ratio 0.2636
result/tencentBlock.ns2644.oracleGeneral.zst FIFO cache size    32084, 3666521 req, miss ratio 0.1803, byte miss ratio 0.1803
result/tencentBlock.ns2644.oracleGeneral.zst FIFO cache size    64169, 3666521 req, miss ratio 0.1391, byte miss ratio 0.1391
result/tencentBlock.ns2644.oracleGeneral.zst FIFO cache size   128339, 3666521 req, miss ratio 0.1120, byte miss ratio 0.1120
result/tencentBlock.ns2644.oracleGeneral.zst FIFO cache size   256678, 3666521 req, miss ratio 0.0923, byte miss ratio 0.0923
result/tencentBlock.ns2644.oracleGeneral.zst Cacheus cache size      320, 3666521 req, miss ratio 0.5225, byte miss ratio 0.5225
result/tencentBlock.ns2644.oracleGeneral.zst Cacheus cache size      962, 3666521 req, miss ratio 0.3957, byte miss ratio 0.3957
result/tencentBlock.ns2644.oracleGeneral.zst Cacheus cache size     3208, 3666521 req, miss ratio 0.2626, byte miss ratio 0.2626
result/tencentBlock.ns2644.oracleGeneral.zst Cacheus cache size     9625, 3666521 req, miss ratio 0.2304, byte miss ratio 0.2304
result/tencentBlock.ns2644.oracleGeneral.zst Cacheus cache size    32084, 3666521 req, miss ratio 0.1675, byte miss ratio 0.1675
result/tencentBlock.ns2644.oracleGeneral.zst Cacheus cache size    64169, 3666521 req, miss ratio 0.1273, byte miss ratio 0.1273
result/tencentBlock.ns2644.oracleGeneral.zst Cacheus cache size   128339, 3666521 req, miss ratio 0.0950, byte miss ratio 0.0950
result/tencentBlock.ns2644.oracleGeneral.zst Cacheus cache size   256678, 3666521 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns2644.oracleGeneral.zst ARC cache size      320, 3666521 req, miss ratio 0.5231, byte miss ratio 0.5231
result/tencentBlock.ns2644.oracleGeneral.zst ARC cache size      962, 3666521 req, miss ratio 0.3810, byte miss ratio 0.3810
result/tencentBlock.ns2644.oracleGeneral.zst ARC cache size     3208, 3666521 req, miss ratio 0.2602, byte miss ratio 0.2602
result/tencentBlock.ns2644.oracleGeneral.zst ARC cache size     9625, 3666521 req, miss ratio 0.2291, byte miss ratio 0.2291
result/tencentBlock.ns2644.oracleGeneral.zst ARC cache size    32084, 3666521 req, miss ratio 0.1689, byte miss ratio 0.1689
result/tencentBlock.ns2644.oracleGeneral.zst ARC cache size    64169, 3666521 req, miss ratio 0.1330, byte miss ratio 0.1330
result/tencentBlock.ns2644.oracleGeneral.zst ARC cache size   128339, 3666521 req, miss ratio 0.0959, byte miss ratio 0.0959
result/tencentBlock.ns2644.oracleGeneral.zst ARC cache size   256678, 3666521 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns2644.oracleGeneral.zst LHD cache size      320, 3666521 req, miss ratio 0.5344, byte miss ratio 0.5344
result/tencentBlock.ns2644.oracleGeneral.zst LHD cache size      962, 3666521 req, miss ratio 0.4099, byte miss ratio 0.4099
result/tencentBlock.ns2644.oracleGeneral.zst LHD cache size     3208, 3666521 req, miss ratio 0.2670, byte miss ratio 0.2670
result/tencentBlock.ns2644.oracleGeneral.zst LHD cache size     9625, 3666521 req, miss ratio 0.2307, byte miss ratio 0.2307
result/tencentBlock.ns2644.oracleGeneral.zst LHD cache size    32084, 3666521 req, miss ratio 0.1675, byte miss ratio 0.1675
result/tencentBlock.ns2644.oracleGeneral.zst LHD cache size    64169, 3666521 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns2644.oracleGeneral.zst LHD cache size   128339, 3666521 req, miss ratio 0.0984, byte miss ratio 0.0984
result/tencentBlock.ns2644.oracleGeneral.zst LHD cache size   256678, 3666521 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns2644.oracleGeneral.zst clock2 cache size      320, 3666521 req, miss ratio 0.5418, byte miss ratio 0.5418
result/tencentBlock.ns2644.oracleGeneral.zst clock2 cache size      962, 3666521 req, miss ratio 0.4244, byte miss ratio 0.4244
result/tencentBlock.ns2644.oracleGeneral.zst clock2 cache size     3208, 3666521 req, miss ratio 0.2645, byte miss ratio 0.2645
result/tencentBlock.ns2644.oracleGeneral.zst clock2 cache size     9625, 3666521 req, miss ratio 0.2392, byte miss ratio 0.2392
result/tencentBlock.ns2644.oracleGeneral.zst clock2 cache size    32084, 3666521 req, miss ratio 0.1739, byte miss ratio 0.1739
result/tencentBlock.ns2644.oracleGeneral.zst clock2 cache size    64169, 3666521 req, miss ratio 0.1376, byte miss ratio 0.1376
result/tencentBlock.ns2644.oracleGeneral.zst clock2 cache size   128339, 3666521 req, miss ratio 0.1029, byte miss ratio 0.1029
result/tencentBlock.ns2644.oracleGeneral.zst clock2 cache size   256678, 3666521 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns2644.oracleGeneral.zst Clock cache size      320, 3666521 req, miss ratio 0.5440, byte miss ratio 0.5440
result/tencentBlock.ns2644.oracleGeneral.zst Clock cache size      962, 3666521 req, miss ratio 0.4246, byte miss ratio 0.4246
result/tencentBlock.ns2644.oracleGeneral.zst Clock cache size     3208, 3666521 req, miss ratio 0.2749, byte miss ratio 0.2749
result/tencentBlock.ns2644.oracleGeneral.zst Clock cache size     9625, 3666521 req, miss ratio 0.2389, byte miss ratio 0.2389
result/tencentBlock.ns2644.oracleGeneral.zst Clock cache size    32084, 3666521 req, miss ratio 0.1703, byte miss ratio 0.1703
