result/tencentBlock.ns11409.oracleGeneral.zst FIFO cache size      376, 2415274 req, miss ratio 0.6613, byte miss ratio 0.6613
result/tencentBlock.ns11409.oracleGeneral.zst FIFO cache size     1130, 2415274 req, miss ratio 0.5558, byte miss ratio 0.5558
result/tencentBlock.ns11409.oracleGeneral.zst FIFO cache size     3769, 2415274 req, miss ratio 0.4960, byte miss ratio 0.4960
result/tencentBlock.ns11409.oracleGeneral.zst FIFO cache size    11308, 2415274 req, miss ratio 0.4682, byte miss ratio 0.4682
result/tencentBlock.ns11409.oracleGeneral.zst FIFO cache size    37694, 2415274 req, miss ratio 0.3969, byte miss ratio 0.3969
result/tencentBlock.ns11409.oracleGeneral.zst FIFO cache size    75389, 2415274 req, miss ratio 0.3450, byte miss ratio 0.3450
result/tencentBlock.ns11409.oracleGeneral.zst FIFO cache size   150778, 2415274 req, miss ratio 0.2357, byte miss ratio 0.2357
result/tencentBlock.ns11409.oracleGeneral.zst FIFO cache size   301556, 2415274 req, miss ratio 0.1711, byte miss ratio 0.1711
result/tencentBlock.ns11409.oracleGeneral.zst LHD cache size      376, 2415274 req, miss ratio 0.5806, byte miss ratio 0.5806
result/tencentBlock.ns11409.oracleGeneral.zst LHD cache size     1130, 2415274 req, miss ratio 0.5019, byte miss ratio 0.5019
result/tencentBlock.ns11409.oracleGeneral.zst LHD cache size     3769, 2415274 req, miss ratio 0.4654, byte miss ratio 0.4654
result/tencentBlock.ns11409.oracleGeneral.zst LHD cache size    11308, 2415274 req, miss ratio 0.4410, byte miss ratio 0.4410
result/tencentBlock.ns11409.oracleGeneral.zst LHD cache size    37694, 2415274 req, miss ratio 0.3753, byte miss ratio 0.3753
result/tencentBlock.ns11409.oracleGeneral.zst LHD cache size    75389, 2415274 req, miss ratio 0.3000, byte miss ratio 0.3000
result/tencentBlock.ns11409.oracleGeneral.zst LHD cache size   150778, 2415274 req, miss ratio 0.1836, byte miss ratio 0.1836
result/tencentBlock.ns11409.oracleGeneral.zst LHD cache size   301556, 2415274 req, miss ratio 0.1579, byte miss ratio 0.1579
result/tencentBlock.ns11409.oracleGeneral.zst LRU cache size      376, 2415274 req, miss ratio 0.5926, byte miss ratio 0.5926
result/tencentBlock.ns11409.oracleGeneral.zst LRU cache size     1130, 2415274 req, miss ratio 0.5067, byte miss ratio 0.5067
