result/tencentBlock.ns2165.oracleGeneral.zst Cacheus cache size      592, 2616928 req, miss ratio 0.2717, byte miss ratio 0.2717
result/tencentBlock.ns2165.oracleGeneral.zst Cacheus cache size     1776, 2616928 req, miss ratio 0.2663, byte miss ratio 0.2663
result/tencentBlock.ns2165.oracleGeneral.zst Cacheus cache size     5920, 2616928 req, miss ratio 0.2652, byte miss ratio 0.2652
result/tencentBlock.ns2165.oracleGeneral.zst Cacheus cache size    17761, 2616928 req, miss ratio 0.2593, byte miss ratio 0.2593
result/tencentBlock.ns2165.oracleGeneral.zst Cacheus cache size    59206, 2616928 req, miss ratio 0.2464, byte miss ratio 0.2464
result/tencentBlock.ns2165.oracleGeneral.zst Cacheus cache size   118412, 2616928 req, miss ratio 0.2335, byte miss ratio 0.2335
result/tencentBlock.ns2165.oracleGeneral.zst Cacheus cache size   236825, 2616928 req, miss ratio 0.2272, byte miss ratio 0.2272
result/tencentBlock.ns2165.oracleGeneral.zst Cacheus cache size   473651, 2616928 req, miss ratio 0.2263, byte miss ratio 0.2263
result/tencentBlock.ns2165.oracleGeneral.zst LRU cache size      592, 2616928 req, miss ratio 0.2747, byte miss ratio 0.2747
result/tencentBlock.ns2165.oracleGeneral.zst LRU cache size     1776, 2616928 req, miss ratio 0.2676, byte miss ratio 0.2676
result/tencentBlock.ns2165.oracleGeneral.zst LRU cache size     5920, 2616928 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns2165.oracleGeneral.zst LRU cache size    17761, 2616928 req, miss ratio 0.2624, byte miss ratio 0.2624
result/tencentBlock.ns2165.oracleGeneral.zst LRU cache size    59206, 2616928 req, miss ratio 0.2425, byte miss ratio 0.2425
result/tencentBlock.ns2165.oracleGeneral.zst LRU cache size   118412, 2616928 req, miss ratio 0.2341, byte miss ratio 0.2341
result/tencentBlock.ns2165.oracleGeneral.zst LRU cache size   236825, 2616928 req, miss ratio 0.2277, byte miss ratio 0.2277
