result/tencentBlock.ns15358.oracleGeneral.zst LRU cache size      290, 3162494 req, miss ratio 0.4401, byte miss ratio 0.4401
result/tencentBlock.ns15358.oracleGeneral.zst LRU cache size      872, 3162494 req, miss ratio 0.4249, byte miss ratio 0.4249
result/tencentBlock.ns15358.oracleGeneral.zst LRU cache size     2909, 3162494 req, miss ratio 0.4071, byte miss ratio 0.4071
result/tencentBlock.ns15358.oracleGeneral.zst LRU cache size     8728, 3162494 req, miss ratio 0.3777, byte miss ratio 0.3777
result/tencentBlock.ns15358.oracleGeneral.zst LRU cache size    29095, 3162494 req, miss ratio 0.3362, byte miss ratio 0.3362
result/tencentBlock.ns15358.oracleGeneral.zst LRU cache size    58190, 3162494 req, miss ratio 0.2946, byte miss ratio 0.2946
result/tencentBlock.ns15358.oracleGeneral.zst LRU cache size   116381, 3162494 req, miss ratio 0.1409, byte miss ratio 0.1409
result/tencentBlock.ns15358.oracleGeneral.zst LRU cache size   232763, 3162494 req, miss ratio 0.0932, byte miss ratio 0.0932
result/tencentBlock.ns15358.oracleGeneral.zst Clock cache size      290, 3162494 req, miss ratio 0.4385, byte miss ratio 0.4385
result/tencentBlock.ns15358.oracleGeneral.zst Clock cache size      872, 3162494 req, miss ratio 0.4250, byte miss ratio 0.4250
result/tencentBlock.ns15358.oracleGeneral.zst Clock cache size     2909, 3162494 req, miss ratio 0.4080, byte miss ratio 0.4080
result/tencentBlock.ns15358.oracleGeneral.zst Clock cache size     8728, 3162494 req, miss ratio 0.3815, byte miss ratio 0.3815
result/tencentBlock.ns15358.oracleGeneral.zst Clock cache size    29095, 3162494 req, miss ratio 0.3371, byte miss ratio 0.3371
result/tencentBlock.ns15358.oracleGeneral.zst Clock cache size    58190, 3162494 req, miss ratio 0.2951, byte miss ratio 0.2951
result/tencentBlock.ns15358.oracleGeneral.zst Clock cache size   116381, 3162494 req, miss ratio 0.1476, byte miss ratio 0.1476
result/tencentBlock.ns15358.oracleGeneral.zst Clock cache size   232763, 3162494 req, miss ratio 0.1094, byte miss ratio 0.1094
result/tencentBlock.ns15358.oracleGeneral.zst S3FIFO-1 cache size      290, 3162494 req, miss ratio 0.4264, byte miss ratio 0.4264
result/tencentBlock.ns15358.oracleGeneral.zst S3FIFO-1 cache size      872, 3162494 req, miss ratio 0.4224, byte miss ratio 0.4224
result/tencentBlock.ns15358.oracleGeneral.zst S3FIFO-1 cache size     2909, 3162494 req, miss ratio 0.4072, byte miss ratio 0.4072
result/tencentBlock.ns15358.oracleGeneral.zst S3FIFO-1 cache size     8728, 3162494 req, miss ratio 0.3826, byte miss ratio 0.3826
result/tencentBlock.ns15358.oracleGeneral.zst S3FIFO-1 cache size    29095, 3162494 req, miss ratio 0.3355, byte miss ratio 0.3355
result/tencentBlock.ns15358.oracleGeneral.zst S3FIFO-1 cache size    58190, 3162494 req, miss ratio 0.2908, byte miss ratio 0.2908
result/tencentBlock.ns15358.oracleGeneral.zst S3FIFO-1 cache size   116381, 3162494 req, miss ratio 0.1641, byte miss ratio 0.1641
result/tencentBlock.ns15358.oracleGeneral.zst S3FIFO-1 cache size   232763, 3162494 req, miss ratio 0.1105, byte miss ratio 0.1105
result/tencentBlock.ns15358.oracleGeneral.zst LHD cache size      290, 3162494 req, miss ratio 0.4359, byte miss ratio 0.4359
result/tencentBlock.ns15358.oracleGeneral.zst LHD cache size      872, 3162494 req, miss ratio 0.4231, byte miss ratio 0.4231
result/tencentBlock.ns15358.oracleGeneral.zst LHD cache size     2909, 3162494 req, miss ratio 0.4055, byte miss ratio 0.4055
