result/tencentBlock.ns22533.oracleGeneral.zst LIRS cache size      323, 2204949 req, miss ratio 0.5315, byte miss ratio 0.5315
result/tencentBlock.ns22533.oracleGeneral.zst LIRS cache size      971, 2204949 req, miss ratio 0.4742, byte miss ratio 0.4742
result/tencentBlock.ns22533.oracleGeneral.zst LIRS cache size     3237, 2204949 req, miss ratio 0.4548, byte miss ratio 0.4548
result/tencentBlock.ns22533.oracleGeneral.zst LIRS cache size     9713, 2204949 req, miss ratio 0.4361, byte miss ratio 0.4361
result/tencentBlock.ns22533.oracleGeneral.zst LIRS cache size    32376, 2204949 req, miss ratio 0.3884, byte miss ratio 0.3884
result/tencentBlock.ns22533.oracleGeneral.zst LIRS cache size    64753, 2204949 req, miss ratio 0.3122, byte miss ratio 0.3122
result/tencentBlock.ns22533.oracleGeneral.zst LIRS cache size   129506, 2204949 req, miss ratio 0.2095, byte miss ratio 0.2095
result/tencentBlock.ns22533.oracleGeneral.zst LIRS cache size   259013, 2204949 req, miss ratio 0.1494, byte miss ratio 0.1494
result/tencentBlock.ns22533.oracleGeneral.zst Cacheus cache size      323, 2204949 req, miss ratio 0.4746, byte miss ratio 0.4746
result/tencentBlock.ns22533.oracleGeneral.zst Cacheus cache size      971, 2204949 req, miss ratio 0.4629, byte miss ratio 0.4629
result/tencentBlock.ns22533.oracleGeneral.zst Cacheus cache size     3237, 2204949 req, miss ratio 0.4519, byte miss ratio 0.4519
result/tencentBlock.ns22533.oracleGeneral.zst Cacheus cache size     9713, 2204949 req, miss ratio 0.4331, byte miss ratio 0.4331
result/tencentBlock.ns22533.oracleGeneral.zst Cacheus cache size    32376, 2204949 req, miss ratio 0.3975, byte miss ratio 0.3975
result/tencentBlock.ns22533.oracleGeneral.zst Cacheus cache size    64753, 2204949 req, miss ratio 0.3620, byte miss ratio 0.3620
result/tencentBlock.ns22533.oracleGeneral.zst Cacheus cache size   129506, 2204949 req, miss ratio 0.2303, byte miss ratio 0.2303
result/tencentBlock.ns22533.oracleGeneral.zst Cacheus cache size   259013, 2204949 req, miss ratio 0.1487, byte miss ratio 0.1487
result/tencentBlock.ns22533.oracleGeneral.zst LHD cache size      323, 2204949 req, miss ratio 0.4813, byte miss ratio 0.4813
result/tencentBlock.ns22533.oracleGeneral.zst LHD cache size      971, 2204949 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns22533.oracleGeneral.zst LHD cache size     3237, 2204949 req, miss ratio 0.4550, byte miss ratio 0.4550
result/tencentBlock.ns22533.oracleGeneral.zst LHD cache size     9713, 2204949 req, miss ratio 0.4434, byte miss ratio 0.4434
result/tencentBlock.ns22533.oracleGeneral.zst LHD cache size    32376, 2204949 req, miss ratio 0.3927, byte miss ratio 0.3927
result/tencentBlock.ns22533.oracleGeneral.zst LHD cache size    64753, 2204949 req, miss ratio 0.3393, byte miss ratio 0.3393
result/tencentBlock.ns22533.oracleGeneral.zst LHD cache size   129506, 2204949 req, miss ratio 0.2091, byte miss ratio 0.2091
result/tencentBlock.ns22533.oracleGeneral.zst LHD cache size   259013, 2204949 req, miss ratio 0.1521, byte miss ratio 0.1521
result/tencentBlock.ns22533.oracleGeneral.zst Clock cache size      323, 2204949 req, miss ratio 0.4830, byte miss ratio 0.4830
result/tencentBlock.ns22533.oracleGeneral.zst Clock cache size      971, 2204949 req, miss ratio 0.4689, byte miss ratio 0.4689
result/tencentBlock.ns22533.oracleGeneral.zst Clock cache size     3237, 2204949 req, miss ratio 0.4571, byte miss ratio 0.4571
result/tencentBlock.ns22533.oracleGeneral.zst Clock cache size     9713, 2204949 req, miss ratio 0.4481, byte miss ratio 0.4481
result/tencentBlock.ns22533.oracleGeneral.zst Clock cache size    32376, 2204949 req, miss ratio 0.4084, byte miss ratio 0.4084
result/tencentBlock.ns22533.oracleGeneral.zst Clock cache size    64753, 2204949 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns22533.oracleGeneral.zst Clock cache size   129506, 2204949 req, miss ratio 0.2337, byte miss ratio 0.2337
result/tencentBlock.ns22533.oracleGeneral.zst Clock cache size   259013, 2204949 req, miss ratio 0.1506, byte miss ratio 0.1506
result/tencentBlock.ns22533.oracleGeneral.zst S3FIFO-1 cache size      323, 2204949 req, miss ratio 0.4776, byte miss ratio 0.4776
result/tencentBlock.ns22533.oracleGeneral.zst S3FIFO-1 cache size      971, 2204949 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns22533.oracleGeneral.zst S3FIFO-1 cache size     3237, 2204949 req, miss ratio 0.4511, byte miss ratio 0.4511
result/tencentBlock.ns22533.oracleGeneral.zst S3FIFO-1 cache size     9713, 2204949 req, miss ratio 0.4381, byte miss ratio 0.4381
result/tencentBlock.ns22533.oracleGeneral.zst S3FIFO-1 cache size    32376, 2204949 req, miss ratio 0.3864, byte miss ratio 0.3864
result/tencentBlock.ns22533.oracleGeneral.zst S3FIFO-1 cache size    64753, 2204949 req, miss ratio 0.3413, byte miss ratio 0.3413
result/tencentBlock.ns22533.oracleGeneral.zst S3FIFO-1 cache size   129506, 2204949 req, miss ratio 0.2205, byte miss ratio 0.2205
