result/tencentBlock.ns16587.oracleGeneral.zst ARC cache size      219, 2201457 req, miss ratio 0.3684, byte miss ratio 0.3684
result/tencentBlock.ns16587.oracleGeneral.zst ARC cache size      659, 2201457 req, miss ratio 0.3349, byte miss ratio 0.3349
result/tencentBlock.ns16587.oracleGeneral.zst ARC cache size     2198, 2201457 req, miss ratio 0.2623, byte miss ratio 0.2623
result/tencentBlock.ns16587.oracleGeneral.zst ARC cache size     6596, 2201457 req, miss ratio 0.2352, byte miss ratio 0.2352
result/tencentBlock.ns16587.oracleGeneral.zst ARC cache size    21989, 2201457 req, miss ratio 0.1964, byte miss ratio 0.1964
result/tencentBlock.ns16587.oracleGeneral.zst ARC cache size    43979, 2201457 req, miss ratio 0.1530, byte miss ratio 0.1530
result/tencentBlock.ns16587.oracleGeneral.zst ARC cache size    87958, 2201457 req, miss ratio 0.1097, byte miss ratio 0.1097
result/tencentBlock.ns16587.oracleGeneral.zst ARC cache size   175917, 2201457 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns16587.oracleGeneral.zst LHD cache size      219, 2201457 req, miss ratio 0.3857, byte miss ratio 0.3857
result/tencentBlock.ns16587.oracleGeneral.zst LHD cache size      659, 2201457 req, miss ratio 0.3405, byte miss ratio 0.3405
result/tencentBlock.ns16587.oracleGeneral.zst LHD cache size     2198, 2201457 req, miss ratio 0.2808, byte miss ratio 0.2808
result/tencentBlock.ns16587.oracleGeneral.zst LHD cache size     6596, 2201457 req, miss ratio 0.2370, byte miss ratio 0.2370
result/tencentBlock.ns16587.oracleGeneral.zst LHD cache size    21989, 2201457 req, miss ratio 0.1942, byte miss ratio 0.1942
result/tencentBlock.ns16587.oracleGeneral.zst LHD cache size    43979, 2201457 req, miss ratio 0.1483, byte miss ratio 0.1483
result/tencentBlock.ns16587.oracleGeneral.zst LHD cache size    87958, 2201457 req, miss ratio 0.1098, byte miss ratio 0.1098
result/tencentBlock.ns16587.oracleGeneral.zst LHD cache size   175917, 2201457 req, miss ratio 0.1010, byte miss ratio 0.1010
result/tencentBlock.ns16587.oracleGeneral.zst LeCaR cache size      219, 2201457 req, miss ratio 0.3866, byte miss ratio 0.3866
result/tencentBlock.ns16587.oracleGeneral.zst LeCaR cache size      659, 2201457 req, miss ratio 0.3404, byte miss ratio 0.3404
result/tencentBlock.ns16587.oracleGeneral.zst LeCaR cache size     2198, 2201457 req, miss ratio 0.2840, byte miss ratio 0.2840
result/tencentBlock.ns16587.oracleGeneral.zst LeCaR cache size     6596, 2201457 req, miss ratio 0.2378, byte miss ratio 0.2378
result/tencentBlock.ns16587.oracleGeneral.zst LeCaR cache size    21989, 2201457 req, miss ratio 0.1939, byte miss ratio 0.1939
result/tencentBlock.ns16587.oracleGeneral.zst LeCaR cache size    43979, 2201457 req, miss ratio 0.1522, byte miss ratio 0.1522
result/tencentBlock.ns16587.oracleGeneral.zst LeCaR cache size    87958, 2201457 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns16587.oracleGeneral.zst LeCaR cache size   175917, 2201457 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns16587.oracleGeneral.zst LIRS cache size      219, 2201457 req, miss ratio 0.4066, byte miss ratio 0.4066
result/tencentBlock.ns16587.oracleGeneral.zst LIRS cache size      659, 2201457 req, miss ratio 0.3519, byte miss ratio 0.3519
result/tencentBlock.ns16587.oracleGeneral.zst LIRS cache size     2198, 2201457 req, miss ratio 0.2677, byte miss ratio 0.2677
result/tencentBlock.ns16587.oracleGeneral.zst LIRS cache size     6596, 2201457 req, miss ratio 0.2366, byte miss ratio 0.2366
result/tencentBlock.ns16587.oracleGeneral.zst LIRS cache size    21989, 2201457 req, miss ratio 0.1970, byte miss ratio 0.1970
result/tencentBlock.ns16587.oracleGeneral.zst LIRS cache size    43979, 2201457 req, miss ratio 0.1567, byte miss ratio 0.1567
result/tencentBlock.ns16587.oracleGeneral.zst LIRS cache size    87958, 2201457 req, miss ratio 0.1122, byte miss ratio 0.1122
result/tencentBlock.ns16587.oracleGeneral.zst LIRS cache size   175917, 2201457 req, miss ratio 0.1009, byte miss ratio 0.1009
result/tencentBlock.ns16587.oracleGeneral.zst LRU cache size      219, 2201457 req, miss ratio 0.4025, byte miss ratio 0.4025
result/tencentBlock.ns16587.oracleGeneral.zst LRU cache size      659, 2201457 req, miss ratio 0.3408, byte miss ratio 0.3408
result/tencentBlock.ns16587.oracleGeneral.zst LRU cache size     2198, 2201457 req, miss ratio 0.2913, byte miss ratio 0.2913
result/tencentBlock.ns16587.oracleGeneral.zst LRU cache size     6596, 2201457 req, miss ratio 0.2435, byte miss ratio 0.2435
result/tencentBlock.ns16587.oracleGeneral.zst LRU cache size    21989, 2201457 req, miss ratio 0.1973, byte miss ratio 0.1973
result/tencentBlock.ns16587.oracleGeneral.zst LRU cache size    43979, 2201457 req, miss ratio 0.1545, byte miss ratio 0.1545
result/tencentBlock.ns16587.oracleGeneral.zst LRU cache size    87958, 2201457 req, miss ratio 0.1108, byte miss ratio 0.1108
result/tencentBlock.ns16587.oracleGeneral.zst LRU cache size   175917, 2201457 req, miss ratio 0.1004, byte miss ratio 0.1004
result/tencentBlock.ns16587.oracleGeneral.zst Cacheus cache size      219, 2201457 req, miss ratio 0.3748, byte miss ratio 0.3748
result/tencentBlock.ns16587.oracleGeneral.zst Cacheus cache size      659, 2201457 req, miss ratio 0.3348, byte miss ratio 0.3348
result/tencentBlock.ns16587.oracleGeneral.zst Cacheus cache size     2198, 2201457 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns16587.oracleGeneral.zst Cacheus cache size     6596, 2201457 req, miss ratio 0.2367, byte miss ratio 0.2367
result/tencentBlock.ns16587.oracleGeneral.zst Cacheus cache size    21989, 2201457 req, miss ratio 0.1987, byte miss ratio 0.1987
result/tencentBlock.ns16587.oracleGeneral.zst Cacheus cache size    43979, 2201457 req, miss ratio 0.1509, byte miss ratio 0.1509
result/tencentBlock.ns16587.oracleGeneral.zst Cacheus cache size    87958, 2201457 req, miss ratio 0.1160, byte miss ratio 0.1160
result/tencentBlock.ns16587.oracleGeneral.zst Cacheus cache size   175917, 2201457 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-1 cache size      219, 2201457 req, miss ratio 0.3747, byte miss ratio 0.3747
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-1 cache size      659, 2201457 req, miss ratio 0.3347, byte miss ratio 0.3347
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-1 cache size     2198, 2201457 req, miss ratio 0.2481, byte miss ratio 0.2481
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-1 cache size     6596, 2201457 req, miss ratio 0.2353, byte miss ratio 0.2353
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-1 cache size    21989, 2201457 req, miss ratio 0.1966, byte miss ratio 0.1966
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-1 cache size    43979, 2201457 req, miss ratio 0.1532, byte miss ratio 0.1532
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-1 cache size    87958, 2201457 req, miss ratio 0.1115, byte miss ratio 0.1115
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-1 cache size   175917, 2201457 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns16587.oracleGeneral.zst Clock cache size      219, 2201457 req, miss ratio 0.3944, byte miss ratio 0.3944
result/tencentBlock.ns16587.oracleGeneral.zst Clock cache size      659, 2201457 req, miss ratio 0.3412, byte miss ratio 0.3412
result/tencentBlock.ns16587.oracleGeneral.zst Clock cache size     2198, 2201457 req, miss ratio 0.2899, byte miss ratio 0.2899
result/tencentBlock.ns16587.oracleGeneral.zst Clock cache size     6596, 2201457 req, miss ratio 0.2419, byte miss ratio 0.2419
result/tencentBlock.ns16587.oracleGeneral.zst Clock cache size    21989, 2201457 req, miss ratio 0.1977, byte miss ratio 0.1977
result/tencentBlock.ns16587.oracleGeneral.zst Clock cache size    43979, 2201457 req, miss ratio 0.1608, byte miss ratio 0.1608
result/tencentBlock.ns16587.oracleGeneral.zst Clock cache size    87958, 2201457 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns16587.oracleGeneral.zst Clock cache size   175917, 2201457 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns16587.oracleGeneral.zst FIFO cache size      219, 2201457 req, miss ratio 0.5267, byte miss ratio 0.5267
result/tencentBlock.ns16587.oracleGeneral.zst FIFO cache size      659, 2201457 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns16587.oracleGeneral.zst FIFO cache size     2198, 2201457 req, miss ratio 0.3140, byte miss ratio 0.3140
result/tencentBlock.ns16587.oracleGeneral.zst FIFO cache size     6596, 2201457 req, miss ratio 0.2665, byte miss ratio 0.2665
result/tencentBlock.ns16587.oracleGeneral.zst FIFO cache size    21989, 2201457 req, miss ratio 0.2096, byte miss ratio 0.2096
result/tencentBlock.ns16587.oracleGeneral.zst FIFO cache size    43979, 2201457 req, miss ratio 0.1662, byte miss ratio 0.1662
result/tencentBlock.ns16587.oracleGeneral.zst FIFO cache size    87958, 2201457 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns16587.oracleGeneral.zst FIFO cache size   175917, 2201457 req, miss ratio 0.1071, byte miss ratio 0.1071
result/tencentBlock.ns16587.oracleGeneral.zst clock2 cache size      219, 2201457 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns16587.oracleGeneral.zst clock2 cache size      659, 2201457 req, miss ratio 0.3426, byte miss ratio 0.3426
result/tencentBlock.ns16587.oracleGeneral.zst clock2 cache size     2198, 2201457 req, miss ratio 0.2903, byte miss ratio 0.2903
result/tencentBlock.ns16587.oracleGeneral.zst clock2 cache size     6596, 2201457 req, miss ratio 0.2382, byte miss ratio 0.2382
result/tencentBlock.ns16587.oracleGeneral.zst clock2 cache size    21989, 2201457 req, miss ratio 0.2064, byte miss ratio 0.2064
result/tencentBlock.ns16587.oracleGeneral.zst clock2 cache size    43979, 2201457 req, miss ratio 0.1688, byte miss ratio 0.1688
result/tencentBlock.ns16587.oracleGeneral.zst clock2 cache size    87958, 2201457 req, miss ratio 0.1179, byte miss ratio 0.1179
result/tencentBlock.ns16587.oracleGeneral.zst clock2 cache size   175917, 2201457 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-d-1 cache size      219, 2201457 req, miss ratio 0.3691, byte miss ratio 0.3691
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-d-1 cache size      659, 2201457 req, miss ratio 0.3338, byte miss ratio 0.3338
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-d-1 cache size     2198, 2201457 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-d-1 cache size     6596, 2201457 req, miss ratio 0.2352, byte miss ratio 0.2352
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-d-1 cache size    21989, 2201457 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-d-1 cache size    43979, 2201457 req, miss ratio 0.1536, byte miss ratio 0.1536
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-d-1 cache size    87958, 2201457 req, miss ratio 0.1112, byte miss ratio 0.1112
result/tencentBlock.ns16587.oracleGeneral.zst S3FIFO-d-1 cache size   175917, 2201457 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns16587.oracleGeneral.zst LRB cache size      219, 2201457 req, miss ratio 0.4136, byte miss ratio 0.4136
result/tencentBlock.ns16587.oracleGeneral.zst LRB cache size      659, 2201457 req, miss ratio 0.3370, byte miss ratio 0.3370
result/tencentBlock.ns16587.oracleGeneral.zst LRB cache size     2198, 2201457 req, miss ratio 0.2575, byte miss ratio 0.2575
result/tencentBlock.ns16587.oracleGeneral.zst LRB cache size     6596, 2201457 req, miss ratio 0.2343, byte miss ratio 0.2343
result/tencentBlock.ns16587.oracleGeneral.zst LRB cache size    21989, 2201457 req, miss ratio 0.1888, byte miss ratio 0.1888
result/tencentBlock.ns16587.oracleGeneral.zst LRB cache size    43979, 2201457 req, miss ratio 0.1473, byte miss ratio 0.1473
result/tencentBlock.ns16587.oracleGeneral.zst LRB cache size    87958, 2201457 req, miss ratio 0.1061, byte miss ratio 0.1061
result/tencentBlock.ns16587.oracleGeneral.zst LRB cache size   175917, 2201457 req, miss ratio 0.1004, byte miss ratio 0.1004
result/tencentBlock.ns16587.oracleGeneral.zst B-LRU cache size      219, 2201457 req, miss ratio 0.4362, byte miss ratio 0.4362
result/tencentBlock.ns16587.oracleGeneral.zst B-LRU cache size      659, 2201457 req, miss ratio 0.3826, byte miss ratio 0.3826
result/tencentBlock.ns16587.oracleGeneral.zst B-LRU cache size     2198, 2201457 req, miss ratio 0.3301, byte miss ratio 0.3301
result/tencentBlock.ns16587.oracleGeneral.zst B-LRU cache size     6596, 2201457 req, miss ratio 0.2893, byte miss ratio 0.2893
result/tencentBlock.ns16587.oracleGeneral.zst B-LRU cache size    21989, 2201457 req, miss ratio 0.2440, byte miss ratio 0.2440
result/tencentBlock.ns16587.oracleGeneral.zst B-LRU cache size    43979, 2201457 req, miss ratio 0.2038, byte miss ratio 0.2038
