result/tencentBlock.ns12803.oracleGeneral.zst LHD cache size      443, 3519005 req, miss ratio 0.6496, byte miss ratio 0.6496
result/tencentBlock.ns12803.oracleGeneral.zst LHD cache size     1329, 3519005 req, miss ratio 0.6325, byte miss ratio 0.6325
result/tencentBlock.ns12803.oracleGeneral.zst LHD cache size     4432, 3519005 req, miss ratio 0.6181, byte miss ratio 0.6181
result/tencentBlock.ns12803.oracleGeneral.zst LHD cache size    13296, 3519005 req, miss ratio 0.5971, byte miss ratio 0.5971
result/tencentBlock.ns12803.oracleGeneral.zst LHD cache size    44322, 3519005 req, miss ratio 0.5346, byte miss ratio 0.5346
result/tencentBlock.ns12803.oracleGeneral.zst LHD cache size    88644, 3519005 req, miss ratio 0.4671, byte miss ratio 0.4671
result/tencentBlock.ns12803.oracleGeneral.zst LHD cache size   177288, 3519005 req, miss ratio 0.3172, byte miss ratio 0.3172
result/tencentBlock.ns12803.oracleGeneral.zst LHD cache size   354577, 3519005 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns12803.oracleGeneral.zst ARC cache size      443, 3519005 req, miss ratio 0.6366, byte miss ratio 0.6366
result/tencentBlock.ns12803.oracleGeneral.zst ARC cache size     1329, 3519005 req, miss ratio 0.6261, byte miss ratio 0.6261
result/tencentBlock.ns12803.oracleGeneral.zst ARC cache size     4432, 3519005 req, miss ratio 0.6003, byte miss ratio 0.6003
result/tencentBlock.ns12803.oracleGeneral.zst ARC cache size    13296, 3519005 req, miss ratio 0.5867, byte miss ratio 0.5867
result/tencentBlock.ns12803.oracleGeneral.zst ARC cache size    44322, 3519005 req, miss ratio 0.5286, byte miss ratio 0.5286
result/tencentBlock.ns12803.oracleGeneral.zst ARC cache size    88644, 3519005 req, miss ratio 0.4817, byte miss ratio 0.4817
result/tencentBlock.ns12803.oracleGeneral.zst ARC cache size   177288, 3519005 req, miss ratio 0.4296, byte miss ratio 0.4296
result/tencentBlock.ns12803.oracleGeneral.zst ARC cache size   354577, 3519005 req, miss ratio 0.1267, byte miss ratio 0.1267
result/tencentBlock.ns12803.oracleGeneral.zst S3FIFO-1 cache size      443, 3519005 req, miss ratio 0.6432, byte miss ratio 0.6432
result/tencentBlock.ns12803.oracleGeneral.zst S3FIFO-1 cache size     1329, 3519005 req, miss ratio 0.6240, byte miss ratio 0.6240
result/tencentBlock.ns12803.oracleGeneral.zst S3FIFO-1 cache size     4432, 3519005 req, miss ratio 0.5973, byte miss ratio 0.5973
result/tencentBlock.ns12803.oracleGeneral.zst S3FIFO-1 cache size    13296, 3519005 req, miss ratio 0.5855, byte miss ratio 0.5855
result/tencentBlock.ns12803.oracleGeneral.zst S3FIFO-1 cache size    44322, 3519005 req, miss ratio 0.5231, byte miss ratio 0.5231
result/tencentBlock.ns12803.oracleGeneral.zst S3FIFO-1 cache size    88644, 3519005 req, miss ratio 0.4725, byte miss ratio 0.4725
result/tencentBlock.ns12803.oracleGeneral.zst S3FIFO-1 cache size   177288, 3519005 req, miss ratio 0.3374, byte miss ratio 0.3374
result/tencentBlock.ns12803.oracleGeneral.zst S3FIFO-1 cache size   354577, 3519005 req, miss ratio 0.1267, byte miss ratio 0.1267
result/tencentBlock.ns12803.oracleGeneral.zst LIRS cache size      443, 3519005 req, miss ratio 0.6589, byte miss ratio 0.6589
result/tencentBlock.ns12803.oracleGeneral.zst LIRS cache size     1329, 3519005 req, miss ratio 0.6440, byte miss ratio 0.6440
result/tencentBlock.ns12803.oracleGeneral.zst LIRS cache size     4432, 3519005 req, miss ratio 0.6055, byte miss ratio 0.6055
result/tencentBlock.ns12803.oracleGeneral.zst LIRS cache size    13296, 3519005 req, miss ratio 0.5782, byte miss ratio 0.5782
result/tencentBlock.ns12803.oracleGeneral.zst LIRS cache size    44322, 3519005 req, miss ratio 0.5040, byte miss ratio 0.5040
result/tencentBlock.ns12803.oracleGeneral.zst LIRS cache size    88644, 3519005 req, miss ratio 0.4080, byte miss ratio 0.4080
result/tencentBlock.ns12803.oracleGeneral.zst LIRS cache size   177288, 3519005 req, miss ratio 0.2295, byte miss ratio 0.2295
result/tencentBlock.ns12803.oracleGeneral.zst LIRS cache size   354577, 3519005 req, miss ratio 0.1266, byte miss ratio 0.1266
