result/tencentBlock.ns13367.oracleGeneral.zst S3FIFO-1 cache size      370, 4800731 req, miss ratio 0.4577, byte miss ratio 0.4577
result/tencentBlock.ns13367.oracleGeneral.zst S3FIFO-1 cache size     1110, 4800731 req, miss ratio 0.2684, byte miss ratio 0.2684
result/tencentBlock.ns13367.oracleGeneral.zst S3FIFO-1 cache size     3700, 4800731 req, miss ratio 0.2471, byte miss ratio 0.2471
result/tencentBlock.ns13367.oracleGeneral.zst S3FIFO-1 cache size    11100, 4800731 req, miss ratio 0.2170, byte miss ratio 0.2170
result/tencentBlock.ns13367.oracleGeneral.zst S3FIFO-1 cache size    37002, 4800731 req, miss ratio 0.1816, byte miss ratio 0.1816
result/tencentBlock.ns13367.oracleGeneral.zst S3FIFO-1 cache size    74005, 4800731 req, miss ratio 0.1465, byte miss ratio 0.1465
result/tencentBlock.ns13367.oracleGeneral.zst S3FIFO-1 cache size   148010, 4800731 req, miss ratio 0.0854, byte miss ratio 0.0854
result/tencentBlock.ns13367.oracleGeneral.zst S3FIFO-1 cache size   296021, 4800731 req, miss ratio 0.0774, byte miss ratio 0.0774
result/tencentBlock.ns13367.oracleGeneral.zst Cacheus cache size      370, 4800731 req, miss ratio 0.4666, byte miss ratio 0.4666
result/tencentBlock.ns13367.oracleGeneral.zst Cacheus cache size     1110, 4800731 req, miss ratio 0.3146, byte miss ratio 0.3146
result/tencentBlock.ns13367.oracleGeneral.zst Cacheus cache size     3700, 4800731 req, miss ratio 0.2487, byte miss ratio 0.2487
result/tencentBlock.ns13367.oracleGeneral.zst Cacheus cache size    11100, 4800731 req, miss ratio 0.2306, byte miss ratio 0.2306
result/tencentBlock.ns13367.oracleGeneral.zst Cacheus cache size    37002, 4800731 req, miss ratio 0.1920, byte miss ratio 0.1920
result/tencentBlock.ns13367.oracleGeneral.zst Cacheus cache size    74005, 4800731 req, miss ratio 0.1650, byte miss ratio 0.1650
result/tencentBlock.ns13367.oracleGeneral.zst Cacheus cache size   148010, 4800731 req, miss ratio 0.0912, byte miss ratio 0.0912
result/tencentBlock.ns13367.oracleGeneral.zst Cacheus cache size   296021, 4800731 req, miss ratio 0.0774, byte miss ratio 0.0774
result/tencentBlock.ns13367.oracleGeneral.zst Clock cache size      370, 4800731 req, miss ratio 0.5132, byte miss ratio 0.5132
result/tencentBlock.ns13367.oracleGeneral.zst Clock cache size     1110, 4800731 req, miss ratio 0.3653, byte miss ratio 0.3653
result/tencentBlock.ns13367.oracleGeneral.zst Clock cache size     3700, 4800731 req, miss ratio 0.2512, byte miss ratio 0.2512
result/tencentBlock.ns13367.oracleGeneral.zst Clock cache size    11100, 4800731 req, miss ratio 0.2417, byte miss ratio 0.2417
result/tencentBlock.ns13367.oracleGeneral.zst Clock cache size    37002, 4800731 req, miss ratio 0.2024, byte miss ratio 0.2024
result/tencentBlock.ns13367.oracleGeneral.zst Clock cache size    74005, 4800731 req, miss ratio 0.1748, byte miss ratio 0.1748
result/tencentBlock.ns13367.oracleGeneral.zst Clock cache size   148010, 4800731 req, miss ratio 0.0936, byte miss ratio 0.0936
result/tencentBlock.ns13367.oracleGeneral.zst Clock cache size   296021, 4800731 req, miss ratio 0.0774, byte miss ratio 0.0774
result/tencentBlock.ns13367.oracleGeneral.zst ARC cache size      370, 4800731 req, miss ratio 0.4529, byte miss ratio 0.4529
result/tencentBlock.ns13367.oracleGeneral.zst ARC cache size     1110, 4800731 req, miss ratio 0.2651, byte miss ratio 0.2651
result/tencentBlock.ns13367.oracleGeneral.zst ARC cache size     3700, 4800731 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns13367.oracleGeneral.zst ARC cache size    11100, 4800731 req, miss ratio 0.2226, byte miss ratio 0.2226
result/tencentBlock.ns13367.oracleGeneral.zst ARC cache size    37002, 4800731 req, miss ratio 0.1836, byte miss ratio 0.1836
result/tencentBlock.ns13367.oracleGeneral.zst ARC cache size    74005, 4800731 req, miss ratio 0.1431, byte miss ratio 0.1431
result/tencentBlock.ns13367.oracleGeneral.zst ARC cache size   148010, 4800731 req, miss ratio 0.0847, byte miss ratio 0.0847
result/tencentBlock.ns13367.oracleGeneral.zst ARC cache size   296021, 4800731 req, miss ratio 0.0774, byte miss ratio 0.0774
result/tencentBlock.ns13367.oracleGeneral.zst LHD cache size      370, 4800731 req, miss ratio 0.4964, byte miss ratio 0.4964
result/tencentBlock.ns13367.oracleGeneral.zst LHD cache size     1110, 4800731 req, miss ratio 0.3056, byte miss ratio 0.3056
result/tencentBlock.ns13367.oracleGeneral.zst LHD cache size     3700, 4800731 req, miss ratio 0.2477, byte miss ratio 0.2477
result/tencentBlock.ns13367.oracleGeneral.zst LHD cache size    11100, 4800731 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns13367.oracleGeneral.zst LHD cache size    37002, 4800731 req, miss ratio 0.1918, byte miss ratio 0.1918
result/tencentBlock.ns13367.oracleGeneral.zst LHD cache size    74005, 4800731 req, miss ratio 0.1474, byte miss ratio 0.1474
result/tencentBlock.ns13367.oracleGeneral.zst LHD cache size   148010, 4800731 req, miss ratio 0.0928, byte miss ratio 0.0928
result/tencentBlock.ns13367.oracleGeneral.zst LHD cache size   296021, 4800731 req, miss ratio 0.0778, byte miss ratio 0.0778
result/tencentBlock.ns13367.oracleGeneral.zst LIRS cache size      370, 4800731 req, miss ratio 0.4587, byte miss ratio 0.4587
result/tencentBlock.ns13367.oracleGeneral.zst LIRS cache size     1110, 4800731 req, miss ratio 0.2785, byte miss ratio 0.2785
result/tencentBlock.ns13367.oracleGeneral.zst LIRS cache size     3700, 4800731 req, miss ratio 0.2559, byte miss ratio 0.2559
result/tencentBlock.ns13367.oracleGeneral.zst LIRS cache size    11100, 4800731 req, miss ratio 0.2221, byte miss ratio 0.2221
result/tencentBlock.ns13367.oracleGeneral.zst LIRS cache size    37002, 4800731 req, miss ratio 0.1821, byte miss ratio 0.1821
result/tencentBlock.ns13367.oracleGeneral.zst LIRS cache size    74005, 4800731 req, miss ratio 0.1372, byte miss ratio 0.1372
result/tencentBlock.ns13367.oracleGeneral.zst LIRS cache size   148010, 4800731 req, miss ratio 0.0858, byte miss ratio 0.0858
result/tencentBlock.ns13367.oracleGeneral.zst LIRS cache size   296021, 4800731 req, miss ratio 0.0777, byte miss ratio 0.0777
result/tencentBlock.ns13367.oracleGeneral.zst LRU cache size      370, 4800731 req, miss ratio 0.5156, byte miss ratio 0.5156
