result/tencentBlock.ns15293.oracleGeneral.zst ARC cache size      883, 4230656 req, miss ratio 0.7144, byte miss ratio 0.7144
result/tencentBlock.ns15293.oracleGeneral.zst ARC cache size     2651, 4230656 req, miss ratio 0.7091, byte miss ratio 0.7091
result/tencentBlock.ns15293.oracleGeneral.zst ARC cache size     8838, 4230656 req, miss ratio 0.6990, byte miss ratio 0.6990
result/tencentBlock.ns15293.oracleGeneral.zst ARC cache size    26516, 4230656 req, miss ratio 0.5758, byte miss ratio 0.5758
result/tencentBlock.ns15293.oracleGeneral.zst ARC cache size    88387, 4230656 req, miss ratio 0.2996, byte miss ratio 0.2996
result/tencentBlock.ns15293.oracleGeneral.zst ARC cache size   176774, 4230656 req, miss ratio 0.2552, byte miss ratio 0.2552
result/tencentBlock.ns15293.oracleGeneral.zst ARC cache size   353548, 4230656 req, miss ratio 0.2279, byte miss ratio 0.2279
result/tencentBlock.ns15293.oracleGeneral.zst ARC cache size   707096, 4230656 req, miss ratio 0.2106, byte miss ratio 0.2106
result/tencentBlock.ns15293.oracleGeneral.zst LRU cache size      883, 4230656 req, miss ratio 0.7203, byte miss ratio 0.7203
result/tencentBlock.ns15293.oracleGeneral.zst LRU cache size     2651, 4230656 req, miss ratio 0.7124, byte miss ratio 0.7124
result/tencentBlock.ns15293.oracleGeneral.zst LRU cache size     8838, 4230656 req, miss ratio 0.7058, byte miss ratio 0.7058
result/tencentBlock.ns15293.oracleGeneral.zst LRU cache size    26516, 4230656 req, miss ratio 0.5962, byte miss ratio 0.5962
result/tencentBlock.ns15293.oracleGeneral.zst LRU cache size    88387, 4230656 req, miss ratio 0.3377, byte miss ratio 0.3377
result/tencentBlock.ns15293.oracleGeneral.zst LRU cache size   176774, 4230656 req, miss ratio 0.2637, byte miss ratio 0.2637
result/tencentBlock.ns15293.oracleGeneral.zst LRU cache size   353548, 4230656 req, miss ratio 0.2323, byte miss ratio 0.2323
result/tencentBlock.ns15293.oracleGeneral.zst LRU cache size   707096, 4230656 req, miss ratio 0.2111, byte miss ratio 0.2111
result/tencentBlock.ns15293.oracleGeneral.zst FIFO cache size      883, 4230656 req, miss ratio 0.7354, byte miss ratio 0.7354
result/tencentBlock.ns15293.oracleGeneral.zst FIFO cache size     2651, 4230656 req, miss ratio 0.7205, byte miss ratio 0.7205
result/tencentBlock.ns15293.oracleGeneral.zst FIFO cache size     8838, 4230656 req, miss ratio 0.7100, byte miss ratio 0.7100
result/tencentBlock.ns15293.oracleGeneral.zst FIFO cache size    26516, 4230656 req, miss ratio 0.6052, byte miss ratio 0.6052
result/tencentBlock.ns15293.oracleGeneral.zst FIFO cache size    88387, 4230656 req, miss ratio 0.4162, byte miss ratio 0.4162
result/tencentBlock.ns15293.oracleGeneral.zst FIFO cache size   176774, 4230656 req, miss ratio 0.3285, byte miss ratio 0.3285
result/tencentBlock.ns15293.oracleGeneral.zst FIFO cache size   353548, 4230656 req, miss ratio 0.2605, byte miss ratio 0.2605
result/tencentBlock.ns15293.oracleGeneral.zst FIFO cache size   707096, 4230656 req, miss ratio 0.2233, byte miss ratio 0.2233
result/tencentBlock.ns15293.oracleGeneral.zst clock2 cache size      883, 4230656 req, miss ratio 0.7162, byte miss ratio 0.7162
result/tencentBlock.ns15293.oracleGeneral.zst clock2 cache size     2651, 4230656 req, miss ratio 0.7104, byte miss ratio 0.7104
result/tencentBlock.ns15293.oracleGeneral.zst clock2 cache size     8838, 4230656 req, miss ratio 0.7055, byte miss ratio 0.7055
result/tencentBlock.ns15293.oracleGeneral.zst clock2 cache size    26516, 4230656 req, miss ratio 0.6787, byte miss ratio 0.6787
result/tencentBlock.ns15293.oracleGeneral.zst clock2 cache size    88387, 4230656 req, miss ratio 0.3269, byte miss ratio 0.3269
result/tencentBlock.ns15293.oracleGeneral.zst clock2 cache size   176774, 4230656 req, miss ratio 0.2641, byte miss ratio 0.2641
result/tencentBlock.ns15293.oracleGeneral.zst clock2 cache size   353548, 4230656 req, miss ratio 0.2318, byte miss ratio 0.2318
result/tencentBlock.ns15293.oracleGeneral.zst clock2 cache size   707096, 4230656 req, miss ratio 0.2106, byte miss ratio 0.2106
result/tencentBlock.ns15293.oracleGeneral.zst LIRS cache size      883, 4230656 req, miss ratio 0.7791, byte miss ratio 0.7791
result/tencentBlock.ns15293.oracleGeneral.zst LIRS cache size     2651, 4230656 req, miss ratio 0.7263, byte miss ratio 0.7263
result/tencentBlock.ns15293.oracleGeneral.zst LIRS cache size     8838, 4230656 req, miss ratio 0.7023, byte miss ratio 0.7023
result/tencentBlock.ns15293.oracleGeneral.zst LIRS cache size    26516, 4230656 req, miss ratio 0.5581, byte miss ratio 0.5581
result/tencentBlock.ns15293.oracleGeneral.zst LIRS cache size    88387, 4230656 req, miss ratio 0.3003, byte miss ratio 0.3003
result/tencentBlock.ns15293.oracleGeneral.zst LIRS cache size   176774, 4230656 req, miss ratio 0.2559, byte miss ratio 0.2559
result/tencentBlock.ns15293.oracleGeneral.zst LIRS cache size   353548, 4230656 req, miss ratio 0.2299, byte miss ratio 0.2299
result/tencentBlock.ns15293.oracleGeneral.zst LIRS cache size   707096, 4230656 req, miss ratio 0.2108, byte miss ratio 0.2108
result/tencentBlock.ns15293.oracleGeneral.zst S3FIFO-1 cache size      883, 4230656 req, miss ratio 0.7153, byte miss ratio 0.7153
result/tencentBlock.ns15293.oracleGeneral.zst S3FIFO-1 cache size     2651, 4230656 req, miss ratio 0.7092, byte miss ratio 0.7092
result/tencentBlock.ns15293.oracleGeneral.zst S3FIFO-1 cache size     8838, 4230656 req, miss ratio 0.6887, byte miss ratio 0.6887
result/tencentBlock.ns15293.oracleGeneral.zst S3FIFO-1 cache size    26516, 4230656 req, miss ratio 0.5610, byte miss ratio 0.5610
result/tencentBlock.ns15293.oracleGeneral.zst S3FIFO-1 cache size    88387, 4230656 req, miss ratio 0.2857, byte miss ratio 0.2857
result/tencentBlock.ns15293.oracleGeneral.zst S3FIFO-1 cache size   176774, 4230656 req, miss ratio 0.2531, byte miss ratio 0.2531
result/tencentBlock.ns15293.oracleGeneral.zst S3FIFO-1 cache size   353548, 4230656 req, miss ratio 0.2286, byte miss ratio 0.2286
result/tencentBlock.ns15293.oracleGeneral.zst S3FIFO-1 cache size   707096, 4230656 req, miss ratio 0.2106, byte miss ratio 0.2106
result/tencentBlock.ns15293.oracleGeneral.zst LHD cache size      883, 4230656 req, miss ratio 0.7195, byte miss ratio 0.7195
result/tencentBlock.ns15293.oracleGeneral.zst LHD cache size     2651, 4230656 req, miss ratio 0.7091, byte miss ratio 0.7091
result/tencentBlock.ns15293.oracleGeneral.zst LHD cache size     8838, 4230656 req, miss ratio 0.6846, byte miss ratio 0.6846
result/tencentBlock.ns15293.oracleGeneral.zst LHD cache size    26516, 4230656 req, miss ratio 0.5502, byte miss ratio 0.5502
result/tencentBlock.ns15293.oracleGeneral.zst LHD cache size    88387, 4230656 req, miss ratio 0.2919, byte miss ratio 0.2919
result/tencentBlock.ns15293.oracleGeneral.zst LHD cache size   176774, 4230656 req, miss ratio 0.2530, byte miss ratio 0.2530
result/tencentBlock.ns15293.oracleGeneral.zst LHD cache size   353548, 4230656 req, miss ratio 0.2328, byte miss ratio 0.2328
result/tencentBlock.ns15293.oracleGeneral.zst LHD cache size   707096, 4230656 req, miss ratio 0.2111, byte miss ratio 0.2111
